"","Station","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","Comments.x","Flagged_Data.x","QAQC.y","Boat","Crew","Location","Visit.Date","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","ID","Current","abbreviation","Lat","Lon","Region","Notes","site","sitetype","Region2","Comments.y","Flagged_Data.y","Visit.Date2","DateTime","year","month","Season"
"70","FLYW-UNK",7145,12146,"LAMOPE04-FLYW-28DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.3,NA,NA,NA,"","10:10","",NA,NA,NA,38.364284,121.64314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%",NA,NA," gearID LAM03; Code 2 - net got caught on transducer; depth from secchi (do not adjust); GPS 5 Accuracy 2m;Dominant Veg in Net ELODEA CERDOM",NA,"true","Mudsucker","MA;ED;SH;KS","Flyway",2022-12-28,"1=0-33% clouds","0=Calm; glassy"," W"," 4=flood",58,8.6,9.42,714,7.7,12.2,0.52,1.85,18.5," 1=absent",2," Inside",NA," false"," depth from secchi - do not adjust!; code 2: net got caught on transducer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-28,"2022-12-28 10:10",2022,12,"Fall"
"71","FLYW-UNK",7146,12147,"LAMOPE05-FLYW-28DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.9,NA,NA,NA,"","10:51","",NA,NA,NA,38.360739,121.640775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%",NA,NA," GPS #5; accuracy 2m; not paired; GearID LAM03; depth from secchi - do not adjust; Dominant veg in net HYACINTH",NA,"true","Mudsucker","MA;ED;SH;KS","Flyway",2022-12-28,"1=0-33% clouds","0=Calm; glassy"," W"," 4=flood",103,8.6,9.73,636,7.7,6.2,0.28,0.5,16.8," 1=absent",2," Inside",NA," false"," depth from secchi - do not adjust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-28,"2022-12-28 10:51",2022,12,"Fall"
"72","FLYW-UNK",7162,12163,"LAMOPE01-FLYW-14NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,NA,NA,"","13:16","",NA,NA,NA,38.361836,121.642833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 34-66%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. No net # listed",NA,"true","Mudsucker","DMC;ED;GP","Flyway",2022-11-14,"1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",NA,12.5,11.81,202,8.2,2.4,0.1,0.27,7.7," 1=absent",1," Inside",NA," false"," SECCHI HIT BOTTOM; 130+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-14,"2022-11-14 13:16",2022,11,"Fall"
"73","FLYW-UNK",7163,12164,"LAMOPE02-FLYW-14NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","13:58","",NA,NA,NA,38.360817,121.641151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%",NA,NA," GPS 5; ACCURACY 3M. PAIRED.",NA,"true","Mudsucker","DMC;ED;GP","Flyway",2022-11-14,"1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",73,12.5,11.53,200,8.2,6.8,0.13,0.34,7.5," 1=absent",1," Inside",NA," false"," WQ TAKEN AFTER SAMPLE PROCESSED; SEA ARK STILL UPSTREAM; WATER DISTURBED STILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-14,"2022-11-14 13:58",2022,11,"Fall"
"74","FLYW-UNK",6030,10288,"LAMOPE01-YOLO-05APR2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 3= unknown"," ",1.2,NA,NA,NA,"","08:30","",NA,NA,NA,38.360776,121.645236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," Yolo_01_2022.  Deployed a little funky; small twist in one wing towards end. Dropped one crew member  on land; deployed net; then they walked back to the boat. % Cod end filled: 1-33% ",NA,"true","Mudsucker","CB;JC;ED;GP;KMP;KS","Flyway",2022-04-05,"1=0-33% clouds","0=Calm; glassy"," NW"," 1=high slack",25,17.5,7.49,659,7.9,31.6,0.29,0.88,12.3," 1=absent",2," Inside",NA," false"," Paired: N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-05,"2022-04-05 08:30",2022,4,"Spring"
"75","FLYW-UNK",6052,10308,"LAMOPE02-YOLO-05APR2022","true","Seine","LAMOPE",""," 3. Complete twist; snag; or large tear"," "," ",1.3,NA,NA,NA,"","09:07","",NA,NA,NA,38.361808,121.642885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," ",NA,NA," Yolo_02_2022. GPS 6; 3 accuracy.  Tow direction: with . +1 PRISCU <25mm. Code 3 = major twist; pulled with current. % Cod end filled: 0%",NA,"true","Mudsucker","JC;ED;GP;KS","Flyway",2022-04-05,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",28,17.5,7.82,655,7.9,22.5,0.26,0.79,12.8," 1=absent",2," Inside",NA," false"," Paired: N  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-05,"2022-04-05 09:07",2022,4,"Spring"
"76","FLYW-UNK",6053,10311,"LAMOPE03-YOLO-05APR2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",0.8,NA,NA,NA,"","09:40","",NA,NA,NA,38.362165,121.642812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," +1 MISSIL crushed. YOLO_02_2022. Code 2 - boat drifted over net briefly; recovered.  % Cod end filled: 1-33%",NA,"true","Mudsucker","JC;ED;GP;KS","Flyway",2022-04-05,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",30,17.4,7.17,673,7.9,24.7,0.27,0.92,13," 1=absent",2," Inside",NA," false"," GPS 6; accuracy 3. Paired: N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-05,"2022-04-05 09:40",2022,4,"Spring"
"77","GRIZ-UNK",7192,12192,"LAMOPE03-GRIZ-21NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","09:45","",NA,NA,NA,38.121864,121.99158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," ",NA,"true","Mudsucker","ED;SH;GP;KS","Grizzly",2022-11-21,"1=0-33% clouds","0=Calm; glassy"," E"," 4=flood",43,11.2,9.52,19501,7.7,13.4,0.22,0.47,7.3," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-21,"2022-11-21 09:45",2022,11,"Fall"
"78","GRIZ-UNK",7139,12137,"LAMOPE07-GRIZ-29DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","10:02","",NA,NA,NA,38.116031,121.994876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GPS #5; accuracy 3m; not paired; GearID LAM03",NA,"false","Mudsucker","AC;ED;SH;GN","Grizzly",2022-12-29,"4=rain","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",56,9.5,10.48,18457,7.8,11.4,0.33,0.78,8.2," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-29,"2022-12-29 10:02",2022,12,"Fall"
"79","GRIZ-UNK",7140,12141,"LAMOPE08-GRIZ-29DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","10:13","",NA,NA,NA,38.118933,121.995954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GearID LAM03; GPS 5 accuracy 3m; Paired N",NA,"true","Mudsucker","AC;ED;SH;GN","Grizzly",2022-12-29,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",50,9.5,10.4,18463,7.8,11.8,0.29,0.77,8.3," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-29,"2022-12-29 10:13",2022,12,"Fall"
"80","GRIZ-UNK",7141,12142,"LAMOPE09-GRIZ-29DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","10:30","",NA,NA,NA,38.131523,122.011414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," no catch; GearID LAM03; GPS 5 accuracy 3m",NA,"true","Mudsucker","AC;ED;SH;GN","Grizzly",2022-12-29,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",53,9.3,10.6,18323,7.8,10.3,0.38,1.77,8.9," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-29,"2022-12-29 10:30",2022,12,"Fall"
"81","GRIZ-UNK",7190,12190,"LAMOPE01-GRIZ-21NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","09:06","",NA,NA,NA,38.136635,122.01164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GPS 5; ACCURACY 3M. NOT PAIRED. ",NA,"true","Mudsucker","ED;SH;GP;KS","Grizzly",2022-11-21,"1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",50,9.8,10.29,18073,7.8,9.9,0.22,0.86,8.2," 1=absent",2," Inside",NA," false"," 25; 117;79 - random polygons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-21,"2022-11-21 09:06",2022,11,"Fall"
"82","GRIZ-UNK",7191,12191,"LAMOPE02-GRIZ-21NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.2,NA,NA,NA,"","09:24","",NA,NA,NA,38.115441,121.999498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5; ACCURACY 2M. Paired? N . LAM03 HAS LARGE HOLE IN MONO; SWITCHED TO LAM01; ALL NORANC IN LARVAL PHASE.",NA,"true","Mudsucker","ED;SH;GP;KS","Grizzly",2022-11-21,"1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",74,10.7,10,19218,7.8,7,0.17,0.62,7.8," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-21,"2022-11-21 09:24",2022,11,"Fall"
"83","GRIZ-UNK",6404,10944,"LAMOPE04-GRIZ-25APR2022","true","Seine","BIGLAM",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1,NA,NA,NA,"","09:31","",NA,NA,NA,38.12521,121.99317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," ",NA,"true","Mudsucker","DC;DMC;ED;SH","Grizzly",2022-04-25,"1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",13,16.2,9.22,12880,8,79.2,0.62,0.96,8.1," 1=absent",1," Inside",NA," false"," GRIZ-01-2022; used lowrance for GPS; code 2 - lead line detached from bottom; hole ~2ft long. Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-25,"2022-04-25 09:31",2022,4,"Spring"
"84","GRIZ-UNK",6405,10945,"LAMOPE05-GRIZ-25APR2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 2= against flow"," ",3,NA,NA,NA,"","10:08","",NA,NA,NA,38.13082,122.00361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," ",NA,"true","Mudsucker","DC;DMC;ED;SH","Grizzly",2022-04-25,"1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",19,16.7,9.09,13979,7.9,77.5,0.63,0.99,8.3," 1=absent",1," Inside",NA," false"," GRIZ-02-2022; used lowrance for GPS; ~25 mysids. Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-25,"2022-04-25 10:08",2022,4,"Spring"
"85","GRIZ-UNK",6406,10946,"LAMOPE06-GRIZ-25APR2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","10:29","",NA,NA,NA,38.13546,122.00741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," ",NA,"true","Mudsucker","DC;DMC;ED;SH","Grizzly",2022-04-25,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",17,17.2,9.08,12730,8,73.1,0.62,1.16,8.2," 1=absent",1," Inside",NA," false"," GRIZ-03-2022; ~30 mysids caught; used lowrance for GPS. Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-25,"2022-04-25 10:29",2022,4,"Spring"
"86","GRIZ-UNK",7085,12085,"OTTTRA06-GRIZ-06OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",1.8,NA,8,NA,"","11:02","11:12",10,NA,NA,38.1306,122.003879,38.127857,122.00913,29969,783736,805492,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," ","1.Boat",3,NA," 0%",5,6," +1 STRIPED BASS; FELL OUT OF NET; Seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Grizzly",2022-10-06,"1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",25,19.7,8.41,20017,7.8,27.2,0.33,0.72,7.5," 1=absent",1," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-06,"2022-10-06 11:02",2022,10,"Fall"
"87","GRIZ-UNK",6680,11523,"LAMOPE04-GRIZ-19MAY2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","08:24","",NA,NA,NA,38.13694,122.007892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," gps 6 accuracy 3m; lead line got detached; GRIZ-07-2022; GearID LAM00; Paired N; ~30 mysids; TOPSME - 21; 20 (DMC230517: made new entries for these TOPSME)",NA,"true","Mudsucker","DMC;ED;EL;GP","Grizzly",2022-05-19,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,19.3,7.91,16179,7.8,62.5,0.46,0.89,8.8," 1=absent",1," Inside",NA," false"," lead line got detached; GRIZ-07-2022; GearID LAM00; Paired N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-19,"2022-05-19 08:24",2022,5,"Spring"
"88","GRIZ-UNK",6681,11524,"LAMOPE05-GRIZ-19MAY2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 3= unknown"," ",1,NA,NA,NA,"","08:54","",NA,NA,NA,38.133267,122.004013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," gps 6 accuracy 3m; GearID LAM00; Paired N",NA,"true","Mudsucker","DMC;ED;EL;GP","Grizzly",2022-05-19,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",18,19.8,6.93,16152,7.5,71.8,0.44,0.92,10.2," 1=absent",1," Inside",NA," false"," GearID LAM00; Paired N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-19,"2022-05-19 08:54",2022,5,"Spring"
"89","GRIZ-UNK",6682,11525,"LAMOPE06-GRIZ-19MAY2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","09:17","",NA,NA,NA,38.122519,121.997114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," gps 5 accuracy 5m; fixed leadline with ziptie before sampling; GRIZ-05-2022; LONSME @73 not expressing; nearly dead; TOPSME 21; 5 mysid; GearID LAM00; Paired N",NA,"true","Mudsucker","DMC;ED;EL;GP","Grizzly",2022-05-19,"1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",20,18.8,8.6,16164,7.9,39.8,0.28,0.56,9.4," 1=absent",1," Inside",NA," false"," GearID LAM00; Paired N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-19,"2022-05-19 09:17",2022,5,"Spring"
"90","GRIZ-UNK",7083,12083,"OTTTRA04-GRIZ-06OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",2,NA,8,NA,"","10:02","10:12",10,NA,NA,38.113568,122.015692,38.109287,122.01924,29969,733772,760278,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",3,NA," 0%",5,6," seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Grizzly",2022-10-06,"1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",26,19.4,8.21,18723,7.7,31.7,0.32,0.56,7.9," 1=absent",1," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-06,"2022-10-06 10:02",2022,10,"Fall"
"91","GRIZ-UNK",7084,12084,"OTTTRA05-GRIZ-06OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",2.1,NA,8,NA,"","10:29","10:39",10,NA,NA,38.120666,122.023267,38.119734,122.029291,29969,760279,783782,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," ","1.Boat",3,NA," 0%",5,6," Seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Grizzly",2022-10-06,"1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",37,19.4,8.2,18958,7.7,21.7,0.28,0.38,8.3," 1=absent",1," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-06,"2022-10-06 10:29",2022,10,"Fall"
"92","HONK-HONK",7112,12111,"LAMOPE02-HONK-07DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.4,NA,NA,NA,"","09:10","",NA,NA,NA,38.065942,121.929158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5 Accuracy 4m; Paired N",NA,"true","Mudsucker","AC;ED;GN;GP","Honker-Spoonbill",2022-12-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",55,10.4,10.01,14405,7.6,8.2,0.19,0.29,7.3," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-07,"2022-12-07 09:10",2022,12,"Fall"
"93","HONK-HONK",7186,12186,"LAMOPE12-HONK-17NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","13:31","",NA,NA,NA,38.065259,121.93021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," ",NA,"true","Mudsucker","AC;ED;GP;KS","Honker-Spoonbill",2022-11-17,"2=33-66% clouds","0=Calm; glassy"," NA"," 2=ebb",62,13.9,9.59,11752,7.7,7.2,0.09,0.34,6.9," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17,"2022-11-17 13:31",2022,11,"Fall"
"94","HONK-HONK",7187,12187,"LAMOPE13-HONK-17NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","13:46","",NA,NA,NA,38.077629,121.918252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," ",NA,"true","Mudsucker","AC;ED;GP;KS","Honker-Spoonbill",2022-11-17,"2=33-66% clouds","0=Calm; glassy"," NA"," 2=ebb",66,13.9,9.62,11347,7.7,7,0.11,0.45,6.9," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17,"2022-11-17 13:46",2022,11,"Fall"
"95","HONK-HONK",7111,12110,"LAMOPE01-HONK-07DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","08:50","",NA,NA,NA,38.061181,121.925821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5 Accuracy 5m; Paired N",NA,"true","Mudsucker","AC;ED;GN;GP","Honker-Spoonbill",2022-12-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 3=low slack",66,10.3,10.06,14255,7.6,8.4,0.21,0.33,7.3," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-07,"2022-12-07 08:50",2022,12,"Fall"
"96","HONK-HONK",7046,12046,"OTTTRA06-HONK-05OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",2.3,NA,9,NA,"","11:08","11:18",10,NA,NA,38.070347,121.920342,38.06967,121.92518,29969,644934,662000,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," ",5,6," DOMINANT VEGETATION IN NET STUPEC; SEINE CODE 1",NA,"true","Kvichak","DMC;ED;GP","Honker-Spoonbill",2022-10-05,"1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",27,18.8,8.55,18117,7.8,31.5,0.29,0.52,7.6," 1=absent",1," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-05,"2022-10-05 11:08",2022,10,"Fall"
"97","HONK-HONK",7113,12112,"LAMOPE03-HONK-07DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","09:33","",NA,NA,NA,38.079223,121.922098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5 Accuracy 3m; Paired N",NA,"true","Mudsucker","AC;ED;GN;GP","Honker-Spoonbill",2022-12-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",58,10,10.12,14905,7.7,8.2,0.19,0.31,7.7," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-07,"2022-12-07 09:33",2022,12,"Fall"
"98","HONK-SPOON",6051,10309,"LAMOPE01-HONK-13APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.6,NA,NA,NA,"","09:38","",NA,NA,NA,38.056494,121.897223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," no veg in net",NA,"true","Mudsucker","ED;GP;KS","Honker-Spoonbill",2022-04-13,"2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",26,15.4,9.38,5916,7.9,39.4,0.59,1.21,9.5," 1=absent",1," Inside",NA," false"," GPS #6 accuracy 4m  Paired?: N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-13,"2022-04-13 09:38",2022,4,"Spring"
"99","HONK-SPOON",6055,10312,"LAMOPE03-HONK-13APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.8,NA,NA,NA,"","10:29","",NA,NA,NA,38.062023,121.908776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," ",NA,"true","Mudsucker","ED;GP;KS","Honker-Spoonbill",2022-04-13,"2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",18,14.1,9.48,8365,8,74.7,0.66,0.79,8.5," 1=absent",1," Inside",NA," false"," Less than 100 mysids  GPS #6 accuracy 3m  Paired?: N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-13,"2022-04-13 10:29",2022,4,"Spring"
