"","Station","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","Comments.x","Flagged_Data.x","QAQC.y","Boat","Crew","Location","Visit.Date","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","ID","Current","abbreviation","Lat","Lon","Region","Notes","site","sitetype","Region2","Comments.y","Flagged_Data.y","DateTime","year","month","Season"
"86","DECK-CH-INT",6843,11807,"MAC13-DECK-27OCT2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1,NA,103,NA,"","09:09","09:21",12,NA,NA,38.084893,121.723172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",11,1," ",5,2," distance: 103m; DMC230516: added distance to Length of Trawl",NA,"true","SeaArk","DMC;GU;SH","Decker",2022-10-27,"1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",NA,14.1,6.36,2952,6.8,23.5,0.29,0.43," 7.6"," 1=absent"," 2"," Inside"," "," false"," guest: Brian Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-27 09:09",2022,10,"Fall"
"87","DECK-CH-INT",6843,11808,"ZOOP13-DECK-27OCT2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1,NA,101,NA,"","09:09","09:21",12,NA,NA,38.084893,121.723172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",6,10," ",5,2," distance: 101m; DMC230516: added zoop net and cod end numbers; added Habitat Morphology; added distance to Length of Trawl",NA,"true","SeaArk","DMC;GU;SH","Decker",2022-10-27,"1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",NA,14.1,6.36,2952,6.8,23.5,0.29,0.43," 7.6"," 1=absent"," 2"," Inside"," "," false"," guest: Brian Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-27 09:09",2022,10,"Fall"
"88","DECK-CH-INT",6844,11810,"ZOOP14-DECK-27OCT2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",0.9,NA,104,NA,"","09:55","10:15",20,NA,NA,38.084893,121.723172,38.084893,121.723172,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",6,10," ",5,2," distance: 104m; DMC230516: added distance to Length of Trawl",NA,"true","SeaArk","DMC;GU;SH","Decker",2022-10-27,"1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",34,13.7,5.98,3115,6.7,30.7,0.28,0.4," 8.7"," 1=absent"," 2"," Inside"," "," false"," guest: Brian Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-27 09:55",2022,10,"Fall"
"89","DECK-CH-INT",6844,11809,"MAC14-DECK-27OCT2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",0.9,NA,101,NA,"","09:55","10:15",20,NA,NA,38.084893,121.723172,38.084893,121.723172,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",11,12," ",5,2," distance: 101m; DMC230516: added distance to Length of Trawl",NA,"true","SeaArk","DMC;GU;SH","Decker",2022-10-27,"1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",34,13.7,5.98,3115,6.7,30.7,0.28,0.4," 8.7"," 1=absent"," 2"," Inside"," "," false"," guest: Brian Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-27 09:55",2022,10,"Fall"
"90","DECK-CH-INT",6817,11741,"MAC11-DECK-31AUG2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.7,NA,52,NA,"","07:46","00:00",NA,NA,NA,38.08435,121.723775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","3.Cast and retrieve",5,5," ",6,3," distance = 51.5 m; 2 rainwater killifish; 26 mm and 30 mm; DMC230516: changed Habitat Type from 7; added Killifish spp. to fish form; DMC230609: GPS coordinates were adjusted since GPS6 was not working properly; Starting latitude 38.089297 Starting longitude 121.715016",NA,"true","Mudsucker","SH;EL;GN","Decker",2022-08-31,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",56,21.2,7.18,1499,7.4,10.8,0.22,0.47," 6.2"," 2=low"," 1"," Inside"," "," false"," used slow flow meter #B30406 for 30 seconds; start: 999322; end:999214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-31 07:46",2022,8,"Summer"
"91","DECK-CH-INT",6817,11742,"ZOOP11-DECK-31AUG2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.7,NA,54,NA,"","07:46","00:00",NA,NA,NA,38.08435,121.723775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",3,2," ",6,3," distance = 54 m; ~2mm hole in ZOOP net; DMC230516: changed Habitat Type from 7; DMC230609: GPS coordinates were adjusted since GPS6 was not working properly; Starting latitude 38.089297 Starting longitude 121.715016",NA,"true","Mudsucker","SH;EL;GN","Decker",2022-08-31,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",56,21.2,7.18,1499,7.4,10.8,0.22,0.47," 6.2"," 2=low"," 1"," Inside"," "," false"," used slow flow meter #B30406 for 30 seconds; start: 999322; end:999214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-31 07:46",2022,8,"Summer"
"92","DECK-CH-INT",6818,11743,"MAC12-DECK-31AUG2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.5,NA,51,NA,"","08:26","00:00",NA,NA,NA,38.08435,121.723775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","3.Cast and retrieve",5,5," ",6,3," distance = 51m; SHIGOB: 42mm;  DMC230516: changed Habitat Type from 7; added SHIGOB to fish form in MAC entry; DMC230609: GPS coordinates were adjusted since GPS6 was not working properly; Starting latitude 38.089297 Starting longitude 121.715016",NA,"true","Mudsucker","SH;EL;GN","Decker",2022-08-31,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",58,20.9,6.8,1611,7.3,10.4,0.24,0.43," 6.7"," 2=low"," 1"," Inside"," "," false"," used slow meter #B30406 for 30 seconds; start: 998978; end: 998874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-31 08:26",2022,8,"Summer"
"93","DECK-TP",6203,10501,"ZOOP1-DECK-21APR2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.6,NA,85,NA,"","08:23","00:00",NA,NA,NA,38.084358,121.723945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",3,1," ",5,2," ",NA,"true","Mudsucker","DMC;SH;GN;GP","Decker",2022-04-21,"4=rain","0=Calm; glassy"," SW"," 1=high slack",50,16.1,8.5,1590,7.4,13.9,0.2,0.58," 8.1"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21 08:23",2022,4,"Spring"
"94","DECK-TP",6204,10505,"MAC2-DECK-21APR2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.5,NA,64,NA,"","09:26","00:00",NA,NA,NA,38.084358,121.723941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",6,6," ",5,2," Distance: 63.5m; 5.5m per cast; #4 cast was 4m; #9 was 6m; 12 total casts by GP",NA,"true","Mudsucker","DMC;SH;GN;GP","Decker",2022-04-21,"3=66-100% clouds","0=Calm; glassy"," SW"," 2=ebb",47,16.1,8.3,1306,7.3,12.4,0.16,0.5," 8.4"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21 09:26",2022,4,"Spring"
"95","DECK-TP",6203,10500,"MAC1-DECK-21APR2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.6,NA,66,NA,"","08:23","00:00",NA,NA,NA,38.084358,121.723945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",6,6," ",5,2," 50m per cast for MAC1;#4 cast was 4m; #12 cast was 6m",NA,"true","Mudsucker","DMC;SH;GN;GP","Decker",2022-04-21,"4=rain","0=Calm; glassy"," SW"," 1=high slack",50,16.1,8.5,1590,7.4,13.9,0.2,0.58," 8.1"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21 08:23",2022,4,"Spring"
"96","DECK-TP",6204,10506,"ZOOP2-DECK-21APR2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.5,NA,85,NA,"","09:26","00:00",NA,NA,NA,38.084358,121.723941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",3,1," ",5,2," Distance: 85m; 8.5m per cast; casts #3;5;8;9 did not count b/c mouth got tangled with rope; 10 casts total by TH",NA,"true","Mudsucker","DMC;SH;GN;GP","Decker",2022-04-21,"3=66-100% clouds","0=Calm; glassy"," SW"," 2=ebb",47,16.1,8.3,1306,7.3,12.4,0.16,0.5," 8.4"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21 09:26",2022,4,"Spring"
"97","DECK-TP",6205,10509,"ZOOP3-DECK-21APR2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.3,NA,84,NA,"","09:56","00:00",NA,NA,NA,38.084358,121.723941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",3,1," ",5,2," Distance: 84m; 7m per cast; 12 casts total; casts done by GP",NA,"true","Mudsucker","DMC;SH;GN;GP","Decker",2022-04-21,"3=66-100% clouds","0=Calm; glassy"," SW"," 2=ebb",60,16,8.11,1121,7.2,13.6,0.2,0.47," 8.7"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21 09:56",2022,4,"Spring"
"98","DECK-TP",6205,10508,"MAC3-DECK-21APR2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.3,NA,66,NA,"","09:56","00:00",NA,NA,NA,38.084358,121.723941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",6,6," ",5,2," Distance: 66m; 6m per cast; 12 casts total; #of partials 2 (included in # of casts); casts done by TH",NA,"true","Mudsucker","DMC;SH;GN;GP","Decker",2022-04-21,"3=66-100% clouds","0=Calm; glassy"," SW"," 2=ebb",60,16,8.11,1121,7.2,13.6,0.2,0.47," 8.7"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21 09:56",2022,4,"Spring"
"99","DECK-TP",6206,10510,"MAC4-DECK-21APR2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.1,NA,78,NA,"","10:36","00:00",NA,NA,NA,38.084358,121.723941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","3.Cast and retrieve",6,6," ",5,2," Distance: 61.6m; 4.4m per cast; 14 casts total; casts done by GP; mostly dead tule in MAC",NA,"true","Mudsucker","DMC;SH;GN;GP","Decker",2022-04-21,"3=66-100% clouds","0=Calm; glassy"," SW"," 2=ebb",60,16.1,8,916,7.1,13.4,0.21,0.48," 9.4"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21 10:36",2022,4,"Spring"
"100","DECK-TP",6206,10511,"ZOOP4-DECK-21APR2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.1,NA,62,NA,"","10:36","00:00",NA,NA,NA,38.084358,121.723941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",3,1," ",5,2," Distance: 78m; 6m per cast; 13 casts total; casts done by GP",NA,"true","Mudsucker","DMC;SH;GN;GP","Decker",2022-04-21,"3=66-100% clouds","0=Calm; glassy"," SW"," 2=ebb",60,16.1,8,916,7.1,13.4,0.21,0.48," 9.4"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21 10:36",2022,4,"Spring"
"101","DECK-TP",6841,11801,"MAC11-DECK-27OCT2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.3,NA,97,NA,"","07:40","07:50",10,NA,NA,38.084372,121.723906,38.084372,121.723906,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",11,1," ",5,2," MAC: 3m; 5m; 6; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 5; 4; 4; 4; 5; 4; 4; 5; 4; DMC230516: added total distance to comments and filled in Length of Trawl; corrected GPS accuracy (was 1m)",NA,"true","SeaArk","DMC;GU;SH","Decker",2022-10-27,"1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",45,16.3,8.01,2642,7.4,11.2,0.22,0.33," 5.8"," 1=absent"," 2"," Inside"," "," false"," guest: Brian Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-27 07:40",2022,10,"Fall"
"102","DECK-TP",6841,11802,"ZOOP11-DECK-27OCT2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.3,NA,104,NA,"","07:40","07:50",10,NA,NA,38.084372,121.723906,38.084372,121.723906,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",6,10," ",5,2," ZOOP: 6m; 7m; 7; 7; 7; 8; 6; 6; 6; 8; 7; 8; 7; 7; 7; total distance 104m; DMC230516: added total distance to comments and filled in Length of Trawl; corrected GPS accuracy (was 1m)",NA,"true","SeaArk","DMC;GU;SH","Decker",2022-10-27,"1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",45,16.3,8.01,2642,7.4,11.2,0.22,0.33," 5.8"," 1=absent"," 2"," Inside"," "," false"," guest: Brian Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-27 07:40",2022,10,"Fall"
"103","DECK-TP",6842,11805,"ZOOP12-DECK-27OCT2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",0.7,NA,105,NA,"","08:20","08:30",10,NA,NA,38.084372,121.723906,38.084372,121.723906,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",6,10," ",5,2," distance: 105m; DMC230516: added Length of Trawl",NA,"true","SeaArk","DMC;GU;SH","Decker",2022-10-27,"1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",48,15.3,7.56,2688,7.1,13.8,0.22,0.34," 6.3"," 1=absent"," 2"," Inside"," "," false"," guest: Brian Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-27 08:20",2022,10,"Fall"
"104","DECK-TP",6842,11804,"MAC12-DECK-27OCT2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",0.7,NA,100,NA,"","08:20","08:30",10,NA,NA,38.084372,121.723906,38.084372,121.723906,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve",11,1," ",5,2," distance: 100m; DMC230516: added Length of Trawl",NA,"true","SeaArk","DMC;GU;SH","Decker",2022-10-27,"1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",48,15.3,7.56,2688,7.1,13.8,0.22,0.34," 6.3"," 1=absent"," 2"," Inside"," "," false"," guest: Brian Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-27 08:20",2022,10,"Fall"
"105","FLYW-CH-ENTRANCE",6301,10681,"MAC21-YOLO-07APR2022","true","Trawl","MAC",""," "," 3= unknown"," Channel",1.6,NA,NA,NA,"","09:38","09:43",5,NA,NA,38.36059,121.640187,38.361094,121.64303,28947,541314,551360,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat",4,4," ",6,3," MAC hit patch of hyacinth; depth in meters",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",40,18.8,8.46,637,8.2,17.7,0.23,0.61," 13.1"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 09:38",2022,4,"Spring"
"106","FLYW-CH-ENTRANCE",6301,10682,"ZOOP21-YOLO-07APR2022","true","Trawl","ZOOP",""," "," 3= unknown"," Channel",1.6,NA,NA,NA,"","09:38","09:43",5,NA,NA,38.36059,121.640187,38.361094,121.64303,26639,232560,240071,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",5,9," ",6,3," depth in meters",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",40,18.8,8.46,637,8.2,17.7,0.23,0.61," 13.1"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 09:38",2022,4,"Spring"
"107","FLYW-CH-ENTRANCE",6301,10683,"NT21-YOLO-07APR2022","true","Trawl","NT",""," "," 3= unknown"," Channel",1.6,NA,NA,NA,"","09:38","09:43",5,NA,NA,38.36059,121.640187,38.361094,121.64303,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",3,10," ",6,3," depth in meters",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",40,18.8,8.46,637,8.2,17.7,0.23,0.61," 13.1"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 09:38",2022,4,"Spring"
"108","FLYW-CH-ENTRANCE",6304,10692,"NT24-YOLO-07APR2022","true","Trawl","NT",""," "," 3= unknown"," Channel",1.1,NA,NA,NA,"","12:15","12:20",5,NA,NA,38.360604,121.6402,38.360697,121.642212,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",3,10," ",6,3," depth in meters",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",38,19.3,7.24,778,8,17.3,0.21,0.69," 15.9"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 12:15",2022,4,"Spring"
"109","FLYW-CH-ENTRANCE",6304,10691,"ZOOP24-YOLO-07APR2022","true","Trawl","ZOOP",""," "," 3= unknown"," Channel",1.1,NA,NA,NA,"","12:15","12:20",5,NA,NA,38.360604,121.6402,38.360697,121.642212,26639,254431,259763,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",5,9," ",6,3," depth in meters",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",38,19.3,7.24,778,8,17.3,0.21,0.69," 15.9"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 12:15",2022,4,"Spring"
"110","FLYW-CH-ENTRANCE",6304,10690,"MAC24-YOLO-07APR2022","true","Trawl","MAC",""," "," 3= unknown"," Channel",1.1,NA,NA,NA,"","12:15","12:22",7,NA,NA,38.360604,121.6402,38.360974,121.642957,28947,579197,589026,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat",4,4," ",6,3," depth in meters",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",38,19.3,7.24,778,8,17.3,0.21,0.69," 15.9"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 12:15",2022,4,"Spring"
"111","FLYW-CH-ENTRANCE",6801,11702,"ZOOP23-YOLO-29AUG2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel edge",1.1,NA,NA,NA,"","09:41","09:46",5,NA,NA,38.36061,121.640201,38.360713,121.64209,26639,562097,568834,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",5,9," ",5,2," DMC230516: Accuracy and GPS# were mixed; changed Habitat Type to blank from 7",NA,"true","Chinook","ED;EL;GP","Flyway",2022-08-29,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",88,22,7.8,165,8,4.7,1.56,2.91," 9.8"," 1=absent"," 1"," Inside"," "," false"," DMC230516: suspicious of Chl/PC values being too high due to disturbance of benthos and vegetation in earlier trawls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-29 09:41",2022,8,"Summer"
"112","FLYW-CH-ENTRANCE",6801,11701,"MAC23-YOLO-29AUG2022","true","Trawl","MAC",""," "," 2= against flow"," Channel edge",1.1,NA,NA,NA,"","09:41","09:48",7.5,NA,NA,38.36061,121.640201,38.360967,121.642969,28946,914475,926622,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",6,6," ",5,2," DMC230516: Accuracy and GPS# were mixed; changed Habitat Type to blank from 7; changed Habitat Morphology from Channel",NA,"true","Chinook","ED;EL;GP","Flyway",2022-08-29,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",88,22,7.8,165,8,4.7,1.56,2.91," 9.8"," 1=absent"," 1"," Inside"," "," false"," DMC230516: suspicious of Chl/PC values being too high due to disturbance of benthos and vegetation in earlier trawls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-29 09:41",2022,8,"Summer"
"113","FLYW-CH-N",6303,10687,"MAC23-YOLO-07APR2022","true","Trawl","MAC",""," "," 3= unknown"," Channel",0.8,NA,NA,NA,"","11:26","11:36",9.5,NA,NA,38.361025,121.643003,38.365046,121.6429,28947,565259,579181,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",4,4," ",6,3," ",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",38,19,7.19,749,8,17.8,0.21,0.86," 15.2"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 11:26",2022,4,"Spring"
"114","FLYW-CH-N",6303,10689,"NT23-YOLO-07APR2022","true","Trawl","NT",""," "," 3= unknown"," Channel",0.8,NA,NA,NA,"","11:31","11:36",4.5,NA,NA,38.363171,121.643108,38.365046,121.6429,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",3,10," ",6,3," ",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",38,19,7.19,749,8,17.8,0.21,0.86," 15.2"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 11:31",2022,4,"Spring"
"115","FLYW-CH-N",6303,10688,"ZOOP23-YOLO-07APR2022","true","Trawl","ZOOP",""," "," 3= unknown"," Channel",0.8,NA,NA,NA,"","11:31","11:36",4.5,NA,NA,38.363171,121.643108,38.365046,121.6429,26639,248180,254430,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",5,9," ",6,3," ",NA,"true","Mudsucker","MA;ED;KMP;KS","Flyway",2022-04-07,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",38,19,7.19,749,8,17.8,0.21,0.86," 15.2"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-07 11:31",2022,4,"Spring"
