"","SampleID","Date","Location","Station","GearTypeAbbreviation","Legend2","year","Season","tCPUEbySpp"
"205","MAC13-PROS-10MAY2023","2023-05-10","Prospect Island","PROS-S","MAC","Fish Eggs",2023,"Spring",699.694804957469
"206","MAC13-PROS-10MAY2023","2023-05-10","Prospect Island","PROS-S","MAC","Fish UNID",2023,"Spring",139.938960991494
"207","MAC13-PROS-10MAY2023","2023-05-10","Prospect Island","PROS-S","MAC","Mississippi Silverside",2023,"Spring",4897.86363470228
"208","MAC13-PROS-10MAY2023","2023-05-10","Prospect Island","PROS-S","MAC","Prickly Sculpin*",2023,"Spring",699.694804957469
"209","MAC13-RUSH-12APR2023","2023-04-12","Rush Ranch","RUSH-S","MAC","No Catch",2023,"Spring",0
"210","MAC13-RUSH-12APR2023","2023-04-12","Rush Ranch","RUSH-S","MAC","Egg Sacs",2023,"Spring",178.186663097762
"211","MAC13-RUSH-12APR2023","2023-04-12","Rush Ranch","RUSH-S","MAC","Prickly Sculpin*",2023,"Spring",13363.9997323322
"212","MAC13-RUSH-12APR2023","2023-04-12","Rush Ranch","RUSH-S","MAC","Threespine Stickleback*",2023,"Spring",178.186663097762
"213","MAC13-RYER-14NOV2023","2023-11-14","Ryer Island","RYER-UNK","MAC","No Catch",2023,"Fall",0
"214","MAC13-RYER-18APR2023","2023-04-18","Ryer Island","RYER-S","MAC","No Catch",2023,"Spring",0
"215","MAC13-RYER-18APR2023","2023-04-18","Ryer Island","RYER-S","MAC","Longfin Smelt*",2023,"Spring",168.267188911285
"216","MAC13-RYER-18APR2023","2023-04-18","Ryer Island","RYER-S","MAC","Prickly Sculpin*",2023,"Spring",1262.00391683464
"217","MAC13-STAI-24APR2023","2023-04-24","Stairsteps-Liberty Cut","STAI-M","MAC","No Catch",2023,"Spring",0
"218","MAC13-STAI-24APR2023","2023-04-24","Stairsteps-Liberty Cut","STAI-M","MAC","Fish UNID",2023,"Spring",98.2576393979573
"219","MAC13-STAI-24APR2023","2023-04-24","Stairsteps-Liberty Cut","STAI-M","MAC","Prickly Sculpin*",2023,"Spring",491.288196989786
"220","MAC13-STAI-24APR2023","2023-04-24","Stairsteps-Liberty Cut","STAI-M","MAC","Sacramento Splittail*",2023,"Spring",98.2576393979573
"221","MAC13-TOED-25APR2023","2023-04-25","Toe Drain","TOED-S","MAC","No Catch",2023,"Spring",0
"222","MAC13-TOED-25APR2023","2023-04-25","Toe Drain","TOED-S","MAC","Centrarchidae larvae",2023,"Spring",190.586619942458
"223","MAC13-TOED-25APR2023","2023-04-25","Toe Drain","TOED-S","MAC","Prickly Sculpin*",2023,"Spring",95.2933099712289
"224","MAC13-TOED-25APR2023","2023-04-25","Toe Drain","TOED-S","MAC","Sacramento Splittail*",2023,"Spring",190.586619942458
"225","MAC13-TULE-05SEP2023","2023-09-05","Tule Red","TULE-CH-SM-11","MAC","No Catch",2023,"Fall",0
"226","MAC13-TULE-14NOV2023","2023-11-14","Tule Red","TULE-UNK","MAC","No Catch",2023,"Fall",0
"227","MAC13-TULE-14NOV2023","2023-11-14","Tule Red","TULE-UNK","MAC","Yellowfin Goby",2023,"Fall",115.518307247824
"228","MAC13-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-SM-8","MAC","No Catch",2023,"Spring",0
"229","MAC13-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","No Catch",2023,"Spring",0
"230","MAC13-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","Centrarchidae larvae",2023,"Spring",169.486080192077
"231","MAC13-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","Fish Eggs",2023,"Spring",169.486080192077
"232","MAC13-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","Prickly Sculpin*",2023,"Spring",11355.5673728691
"233","MAC13-WINT-13NOV2023","2023-11-13","Winter Island","WINT-UNK","MAC","No Catch",2023,"Fall",0
"234","MAC13-WINT-13NOV2023","2023-11-13","Winter Island","WINT-UNK","MAC","Goby Unknown",2023,"Fall",201.745087152204
"235","MAC13-WINT-13NOV2023","2023-11-13","Winter Island","WINT-UNK","MAC","Northern Anchovy*",2023,"Fall",100.872543576102
"236","MAC13-WINT-22AUG2023","2023-08-22","Winter Island","WINT-CH-INT","MAC","No Catch",2023,"Summer",0
"237","MAC13-WINT-22AUG2023","2023-08-22","Winter Island","WINT-CH-INT","MAC","Fish UNID",2023,"Summer",120.108584112288
"238","MAC13-WINT-22AUG2023","2023-08-22","Winter Island","WINT-CH-INT","MAC","Mississippi Silverside",2023,"Summer",120.108584112288
"239","MAC13-WINT-30MAY2023","2023-05-30","Winter Island","WINT-CH-INT","MAC","No Catch",2023,"Spring",0
"240","MAC13-WINT-30MAY2023","2023-05-30","Winter Island","WINT-CH-INT","MAC","Egg Sacs",2023,"Spring",126.981128891645
"241","MAC13-WINT-30MAY2023","2023-05-30","Winter Island","WINT-CH-INT","MAC","Mississippi Silverside",2023,"Spring",3301.50935118277
"242","MAC13-WINT-30MAY2023","2023-05-30","Winter Island","WINT-CH-INT","MAC","Threadfin Shad",2023,"Spring",507.92451556658
"243","MAC13-WINT-30MAY2023","2023-05-30","Winter Island","WINT-CH-INT","MAC","Threespine Stickleback*",2023,"Spring",253.96225778329
"244","MAC13-WTIB-07NOV2023","2023-11-07","Webb Tract Islands and Berms","WTIB-UNK","MAC","No Catch",2023,"Fall",0
"245","MAC14-ARNO-03APR2023","2023-04-03","Arnold Slough","ARNO-CH-NE","MAC","No Catch",2023,"Spring",0
"246","MAC14-ARNO-03APR2023","2023-04-03","Arnold Slough","ARNO-CH-NE","MAC","Prickly Sculpin*",2023,"Spring",19072.6687294941
"247","MAC14-BLAC-30MAR2023","2023-03-30","Blacklock","BLAC-CH-EXT","MAC","No Catch",2023,"Spring",0
"248","MAC14-BLAC-30MAR2023","2023-03-30","Blacklock","BLAC-CH-EXT","MAC","Fish UNID",2023,"Spring",137.872351862927
"249","MAC14-BLAC-30MAR2023","2023-03-30","Blacklock","BLAC-CH-EXT","MAC","Prickly Sculpin*",2023,"Spring",1240.85116676635
"250","MAC14-BRAD-29MAR2023","2023-03-29","Bradmoor Island","BRAD-N","MAC","No Catch",2023,"Spring",0
"251","MAC14-BRAD-29MAR2023","2023-03-29","Bradmoor Island","BRAD-N","MAC","Fish UNID",2023,"Spring",71.446631558011
"252","MAC14-BRAD-29MAR2023","2023-03-29","Bradmoor Island","BRAD-N","MAC","Prickly Sculpin*",2023,"Spring",7287.55641891712
"253","MAC14-BROW-16MAY2023","2023-05-16","Browns Island","BROW-CH-MAIN","MAC","No Catch",2023,"Spring",0
"254","MAC14-BROW-16MAY2023","2023-05-16","Browns Island","BROW-CH-MAIN","MAC","Mississippi Silverside",2023,"Spring",181.115572315348
"255","MAC14-BROW-16MAY2023","2023-05-16","Browns Island","BROW-CH-MAIN","MAC","Prickly Sculpin*",2023,"Spring",271.673358473022
"256","MAC14-DECK-11APR2023","2023-04-11","Decker Island","DECK-CH-INT","MAC","No Catch",2023,"Spring",0
"257","MAC14-DECK-11APR2023","2023-04-11","Decker Island","DECK-CH-INT","MAC","Prickly Sculpin*",2023,"Spring",14260.2829010338
"258","MAC14-DECK-11APR2023","2023-04-11","Decker Island","DECK-CH-INT","MAC","Sacramento Splittail*",2023,"Spring",2037.18327157626
"259","MAC14-DECK-21AUG2023","2023-08-21","Decker Island","DECK-TP","MAC","No Catch",2023,"Summer",0
"260","MAC14-DECK-21AUG2023","2023-08-21","Decker Island","DECK-TP","MAC","Egg Sacs",2023,"Summer",1018.59163578813
"261","MAC14-LIBE-07NOV2023","2023-11-07","Liberty Island","LIBE_UNK","MAC","No Catch",2023,"Fall",0
"262","MAC14-LIBE-08MAY2023","2023-05-08","Liberty Island","LIBE_UNK","MAC","No Catch",2023,"Spring",0
"263","MAC14-LIBE-08MAY2023","2023-05-08","Liberty Island","LIBE_UNK","MAC","Centrarchidae larvae",2023,"Spring",76.1213539264892
"264","MAC14-LIBE-08MAY2023","2023-05-08","Liberty Island","LIBE_UNK","MAC","Mississippi Silverside",2023,"Spring",76.1213539264892
"265","MAC14-LIBE-08MAY2023","2023-05-08","Liberty Island","LIBE_UNK","MAC","Prickly Sculpin*",2023,"Spring",532.849477485424
"266","MAC14-LIBE-17AUG2023","2023-08-17","Liberty Island","LIBE_UNK","MAC","No Catch",2023,"Summer",0
"267","MAC14-LIBE-17AUG2023","2023-08-17","Liberty Island","LIBE_UNK","MAC","Fish Eggs",2023,"Summer",4074.36654315252
"268","MAC14-LIBE-17AUG2023","2023-08-17","Liberty Island","LIBE_UNK","MAC","Mississippi Silverside",2023,"Summer",4074.36654315252
"269","MAC14-LOWE-06NOV2023","2023-11-06","Lower Yolo Ranch","LOWE-UNK","MAC","No Catch",2023,"Fall",0
"270","MAC14-LOWE-09MAY2023","2023-05-09","Lower Yolo Ranch","LOWE-UNK","MAC","No Catch",2023,"Spring",0
"271","MAC14-LOWE-09MAY2023","2023-05-09","Lower Yolo Ranch","LOWE-UNK","MAC","American Shad",2023,"Spring",117.320375678334
"272","MAC14-LOWE-09MAY2023","2023-05-09","Lower Yolo Ranch","LOWE-UNK","MAC","Centrarchidae larvae",2023,"Spring",117.320375678334
"273","MAC14-LOWE-09MAY2023","2023-05-09","Lower Yolo Ranch","LOWE-UNK","MAC","Mississippi Silverside",2023,"Spring",703.922254070001
"274","MAC14-LOWE-09MAY2023","2023-05-09","Lower Yolo Ranch","LOWE-UNK","MAC","Prickly Sculpin*",2023,"Spring",117.320375678334
"275","MAC14-LOWE-16AUG2023","2023-08-16","Lower Yolo Ranch","LOWE-CH-ENTRANCE-S","MAC","No Catch",2023,"Summer",0
"276","MAC14-LOWE-16AUG2023","2023-08-16","Lower Yolo Ranch","LOWE-CH-ENTRANCE-S","MAC","Fish Eggs",2023,"Summer",345.428478758371
"277","MAC14-MINE-27APR2023","2023-04-27","Miner Slough","MINE-N","MAC","No Catch",2023,"Spring",0
"278","MAC14-MINE-27APR2023","2023-04-27","Miner Slough","MINE-N","MAC","Fish Eggs",2023,"Spring",1761.00478415518
"279","MAC14-MINE-27APR2023","2023-04-27","Miner Slough","MINE-N","MAC","Fish UNID",2023,"Spring",440.251196038794
"280","MAC14-MINE-27APR2023","2023-04-27","Miner Slough","MINE-N","MAC","Prickly Sculpin*",2023,"Spring",7132.06937582846
"281","MAC14-MINE-27APR2023","2023-04-27","Miner Slough","MINE-N","MAC","Striped Bass",2023,"Spring",1408.80382732414
"282","MAC14-MINE-27APR2023","2023-04-27","Miner Slough","MINE-N","MAC","Wakasagi",2023,"Spring",88.0502392077588
"283","MAC14-PROS-10MAY2023","2023-05-10","Prospect Island","PROS-S","MAC","No Catch",2023,"Spring",0
"284","MAC14-PROS-10MAY2023","2023-05-10","Prospect Island","PROS-S","MAC","Fish Eggs",2023,"Spring",164.029197568617
"285","MAC14-PROS-10MAY2023","2023-05-10","Prospect Island","PROS-S","MAC","Mississippi Silverside",2023,"Spring",328.058395137234
"286","MAC14-PROS-10MAY2023","2023-05-10","Prospect Island","PROS-S","MAC","Prickly Sculpin*",2023,"Spring",164.029197568617
"287","MAC14-RYER-14NOV2023","2023-11-14","Ryer Island","RYER-UNK","MAC","No Catch",2023,"Fall",0
"288","MAC14-RYER-18APR2023","2023-04-18","Ryer Island","RYER-UNK","MAC","No Catch",2023,"Spring",0
"289","MAC14-RYER-18APR2023","2023-04-18","Ryer Island","RYER-UNK","MAC","Longfin Smelt*",2023,"Spring",113.24052035778
"290","MAC14-RYER-18APR2023","2023-04-18","Ryer Island","RYER-UNK","MAC","Prickly Sculpin*",2023,"Spring",226.481040715559
"291","MAC14-STAI-24APR2023","2023-04-24","Stairsteps-Liberty Cut","STAI-LIBE","MAC","No Catch",2023,"Spring",0
"292","MAC14-STAI-24APR2023","2023-04-24","Stairsteps-Liberty Cut","STAI-LIBE","MAC","Prickly Sculpin*",2023,"Spring",1396.31127680819
"293","MAC14-TOED-25APR2023","2023-04-25","Toe Drain","TOED-N","MAC","No Catch",2023,"Spring",0
"294","MAC14-TULE-05SEP2023","2023-09-05","Tule Red","TULE-CH-LG-M","MAC","No Catch",2023,"Fall",0
"295","MAC14-TULE-14NOV2023","2023-11-14","Tule Red","TULE-UNK","MAC","No Catch",2023,"Fall",0
"296","MAC14-TULE-14NOV2023","2023-11-14","Tule Red","TULE-UNK","MAC","Egg Sacs",2023,"Fall",122.952727955612
"297","MAC14-TULE-14NOV2023","2023-11-14","Tule Red","TULE-UNK","MAC","Northern Anchovy*",2023,"Fall",122.952727955612
"298","MAC14-TULE-14NOV2023","2023-11-14","Tule Red","TULE-UNK","MAC","Yellowfin Goby",2023,"Fall",122.952727955612
"299","MAC14-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","No Catch",2023,"Spring",0
"300","MAC14-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","Prickly Sculpin*",2023,"Spring",1075.79565678778
"301","MAC14-WINT-13NOV2023","2023-11-13","Winter Island","WINT-UNK","MAC","No Catch",2023,"Fall",0
"302","MAC14-WINT-22AUG2023","2023-08-22","Winter Island","WINT-CH-INT","MAC","No Catch",2023,"Summer",0
"303","MAC14-WINT-30MAY2023","2023-05-30","Winter Island","WINT-CH-INT","MAC","No Catch",2023,"Spring",0
"304","MAC14-WINT-30MAY2023","2023-05-30","Winter Island","WINT-CH-INT","MAC","Threadfin Shad",2023,"Spring",170.799688960689
"305","MAC14-WTIB-07NOV2023","2023-11-07","Webb Tract Islands and Berms","WTIB-UNK","MAC","No Catch",2023,"Fall",0
"306","MAC15-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","No Catch",2023,"Spring",0
"307","MAC15-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","Fish Eggs",2023,"Spring",2333.9819565367
"308","MAC15-WING-13APR2023","2023-04-13","Wings Landing","WING-TP-INT","MAC","Prickly Sculpin*",2023,"Spring",3111.97594204893
"309","MAC21-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","No Catch",2023,"Spring",0
"310","MAC21-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Centrarchidae larvae",2023,"Spring",104.932913388395
"311","MAC21-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Striped Bass",2023,"Spring",419.73165355358
"312","MAC21-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Threadfin Shad",2023,"Spring",314.798740165185
"313","MAC21-BROW-13NOV2023","2023-11-13","Browns Island","BROW-CH-W","MAC","No Catch",2023,"Fall",0
"314","MAC21-BROW-22AUG2023","2023-08-22","Browns Island","BROW-UNK","MAC","No Catch",2023,"Summer",0
"315","MAC21-FLYW-16AUG2023","2023-08-16","Flyway Farms","FLYW-CH-ENTRANCE","MAC","No Catch",2023,"Summer",0
"316","MAC21-FLYW-16AUG2023","2023-08-16","Flyway Farms","FLYW-CH-ENTRANCE","MAC","Egg Sacs",2023,"Summer",771.344464268539
"317","MAC21-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-W","MAC","No Catch",2023,"Spring",0
"318","MAC21-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-W","MAC","Fish Eggs",2023,"Spring",38749.306386219
"319","MAC21-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-W","MAC","Prickly Sculpin*",2023,"Spring",1761.3321084645
"320","MAC21-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","No Catch",2023,"Spring",0
"321","MAC21-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Bigscale Logperch",2023,"Spring",84.0105212424221
"322","MAC21-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Chinook Salmon (fall)*",2023,"Spring",84.0105212424221
"323","MAC21-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Fish UNID",2023,"Spring",84.0105212424221
"324","MAC21-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Longfin Smelt*",2023,"Spring",2688.33667975751
"325","MAC21-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Prickly Sculpin*",2023,"Spring",58639.3438272106
"326","MAC21-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-HONK","MAC","No Catch",2023,"Spring",0
"327","MAC21-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-HONK","MAC","Clupeidae larvae",2023,"Spring",62.533188659643
"328","MAC21-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-HONK","MAC","Cyprinid spp.",2023,"Spring",62.533188659643
"329","MAC21-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-HONK","MAC","Fish Eggs",2023,"Spring",62.533188659643
"330","MAC21-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-HONK","MAC","Fish UNID",2023,"Spring",62.533188659643
"331","MAC21-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-HONK","MAC","Mississippi Silverside",2023,"Spring",62.533188659643
"332","MAC21-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-S","MAC","No Catch",2023,"Spring",0
"333","MAC21-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-S","MAC","Bigscale Logperch",2023,"Spring",153.818143714617
"334","MAC21-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-S","MAC","Prickly Sculpin*",2023,"Spring",2691.8175150058
"335","MAC21-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-S","MAC","Sacramento Splittail*",2023,"Spring",307.636287429235
"336","MAC21-NURS-03APR2023","2023-04-03","Nurse-Denverton","NURS-EXT-BRAD-W","MAC","No Catch",2023,"Spring",0
"337","MAC21-NURS-03APR2023","2023-04-03","Nurse-Denverton","NURS-EXT-BRAD-W","MAC","Prickly Sculpin*",2023,"Spring",1319.50999014866
"338","MAC21-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-SUIS","MAC","No Catch",2023,"Spring",0
"339","MAC21-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-SUIS","MAC","Pacific Herring*",2023,"Spring",95.8766301769515
"340","MAC21-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-SUIS","MAC","Prickly Sculpin*",2023,"Spring",958.766301769515
"341","MAC21-RYER-05SEP2023","2023-09-05","Ryer Island","RYER-CH-LG-M","MAC","No Catch",2023,"Fall",0
"342","MAC21-RYER-05SEP2023","2023-09-05","Ryer Island","RYER-CH-LG-M","MAC","Mississippi Silverside",2023,"Fall",97.3141642468704
"343","MAC21-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-SE","MAC","No Catch",2023,"Spring",0
"344","MAC21-WTIB-12APR2023","2023-04-12","Webb Tract Island and Berms","WTIB-CH-INT","MAC","No Catch",2023,"Spring",0
"345","MAC21-WTIB-12APR2023","2023-04-12","Webb Tract Island and Berms","WTIB-CH-INT","MAC","Prickly Sculpin*",2023,"Spring",1018.59163578813
"346","MAC21-WTIB-21AUG2023","2023-08-21","Webb Tract Island and Berms","WTIB-CH-S","MAC","No Catch",2023,"Summer",0
"347","MAC22-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","No Catch",2023,"Spring",0
"348","MAC22-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Fish UNID",2023,"Spring",93.1527819468076
"349","MAC22-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Striped Bass",2023,"Spring",465.763909734038
"350","MAC22-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Threadfin Shad",2023,"Spring",652.069473627653
"351","MAC22-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Wakasagi",2023,"Spring",93.1527819468076
"352","MAC22-BROW-13NOV2023","2023-11-13","Browns Island","BROW-CH-MAIN","MAC","No Catch",2023,"Fall",0
"353","MAC22-BROW-13NOV2023","2023-11-13","Browns Island","BROW-CH-MAIN","MAC","Yellowfin Goby",2023,"Fall",100.56210064246
"354","MAC22-BROW-22AUG2023","2023-08-22","Browns Island","BROW-CH-MAIN","MAC","No Catch",2023,"Summer",0
"355","MAC22-FLYW-16AUG2023","2023-08-16","Flyway Farms","FLYW-CH-W","MAC","No Catch",2023,"Summer",0
"356","MAC22-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-N","MAC","No Catch",2023,"Spring",0
"357","MAC22-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-N","MAC","Centrarchidae larvae",2023,"Spring",1203.29736425892
"358","MAC22-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-N","MAC","Fish Eggs",2023,"Spring",601.64868212946
"359","MAC22-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-N","MAC","Prickly Sculpin*",2023,"Spring",481.318945703568
"360","MAC22-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-N","MAC","Sacramento Splittail*",2023,"Spring",120.329736425892
"361","MAC22-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","No Catch",2023,"Spring",0
"362","MAC22-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Fish UNID",2023,"Spring",528.375079794006
"363","MAC22-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Longfin Smelt*",2023,"Spring",1849.31277927902
"364","MAC22-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Prickly Sculpin*",2023,"Spring",64021.4471683737
"365","MAC22-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-HONK","MAC","No Catch",2023,"Spring",0
"366","MAC22-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-HONK","MAC","Striped Bass",2023,"Spring",67.6951474749179
"367","MAC22-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-M","MAC","No Catch",2023,"Spring",0
"368","MAC22-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-M","MAC","Prickly Sculpin*",2023,"Spring",567.471701640628
"369","MAC22-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-M","MAC","Sacramento Splittail*",2023,"Spring",324.269543794645
"370","MAC22-NURS-03APR2023","2023-04-03","Nurse-Denverton","NURS-LHB-NE","MAC","No Catch",2023,"Spring",0
"371","MAC22-NURS-03APR2023","2023-04-03","Nurse-Denverton","NURS-LHB-NE","MAC","Prickly Sculpin*",2023,"Spring",5708.63135501263
"372","MAC22-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-SUIS","MAC","No Catch",2023,"Spring",0
"373","MAC22-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-SUIS","MAC","Prickly Sculpin*",2023,"Spring",795.742483712163
"374","MAC22-RYER-05SEP2023","2023-09-05","Ryer Island","RYER-N","MAC","No Catch",2023,"Fall",0
"375","MAC22-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-M","MAC","No Catch",2023,"Spring",0
"376","MAC22-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-M","MAC","Bigscale Logperch",2023,"Spring",86.9913407099881
"377","MAC22-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-M","MAC","Longfin Smelt*",2023,"Spring",1739.82681419976
"378","MAC22-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-M","MAC","Prickly Sculpin*",2023,"Spring",40624.9561115644
"379","MAC22-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-M","MAC","Threespine Stickleback*",2023,"Spring",173.982681419976
"380","MAC22-WTIB-12APR2023","2023-04-12","Webb Tract Island and Berms","WTIB-CH-INT","MAC","No Catch",2023,"Spring",0
"381","MAC22-WTIB-21AUG2023","2023-08-21","Webb Tract Island and Berms","WTIB-CH-N","MAC","No Catch",2023,"Summer",0
"382","MAC23-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","No Catch",2023,"Spring",0
"383","MAC23-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Centrarchidae larvae",2023,"Spring",78.8842184685869
"384","MAC23-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Mississippi Silverside",2023,"Spring",552.189529280108
"385","MAC23-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Striped Bass",2023,"Spring",315.536873874348
"386","MAC23-BROW-13NOV2023","2023-11-13","Browns Island","BROW-CH-MAIN","MAC","No Catch",2023,"Fall",0
"387","MAC23-BROW-13NOV2023","2023-11-13","Browns Island","BROW-CH-MAIN","MAC","Clupeidae larvae",2023,"Fall",323.895466559761
"388","MAC23-BROW-22AUG2023","2023-08-22","Browns Island","BROW-CH-MAIN","MAC","No Catch",2023,"Summer",0
"389","MAC23-FLYW-16AUG2023","2023-08-16","Flyway Farms","FLYW-CH-N","MAC","No Catch",2023,"Summer",0
"390","MAC23-FLYW-16AUG2023","2023-08-16","Flyway Farms","FLYW-CH-N","MAC","Egg Sacs",2023,"Summer",562.246784456812
"391","MAC23-FLYW-16AUG2023","2023-08-16","Flyway Farms","FLYW-CH-N","MAC","Mosquitofish",2023,"Summer",281.123392228406
"392","MAC23-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-ENTRANCE","MAC","No Catch",2023,"Spring",0
"393","MAC23-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-ENTRANCE","MAC","Fish Eggs",2023,"Spring",4990.50281416632
"394","MAC23-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-ENTRANCE","MAC","Mississippi Silverside",2023,"Spring",399.240225133305
"395","MAC23-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-ENTRANCE","MAC","Prickly Sculpin*",2023,"Spring",199.620112566653
"396","MAC23-FLYW-27APR2023","2023-04-27","Flyway Farms","FLYW-CH-ENTRANCE","MAC","Sacramento Splittail*",2023,"Spring",598.860337699958
"397","MAC23-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","No Catch",2023,"Spring",0
"398","MAC23-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Longfin Smelt*",2023,"Spring",4316.47917985651
"399","MAC23-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Pacific Herring*",2023,"Spring",86.3295835971302
"400","MAC23-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Prickly Sculpin*",2023,"Spring",66387.4497861932
"401","MAC23-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Sacramento Splittail*",2023,"Spring",86.3295835971302
"402","MAC23-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","No Catch",2023,"Spring",0
"403","MAC23-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","American Shad",2023,"Spring",62.3562448164972
"404","MAC23-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","Fish Eggs",2023,"Spring",498.849958531978
"405","MAC23-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","Mississippi Silverside",2023,"Spring",62.3562448164972
"406","MAC23-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","Prickly Sculpin*",2023,"Spring",1621.26236522893
