"","SampleID_frp","OrganismCode","OrganismId","SampleID_key","VisitNo","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthMeters","volume","SeineCode2","Casts","rotations","rotation.final","rpm","ave_vol","FishId","TotalCatch","PlusCount","IDer","IdDate","PercentSampled","FishCatchNotes","EntryOrder","FishLength","FishWeight","Hai","FinsHai","SkinHai","EyesHai","ParasiteHai","GillsHai","DeformHai","TagYear","TagSerial","AdClip","Mortality","FishLengthComments","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","length_count","fish4$SampleID_frp","fish4$CommonName","count_check","CPUEbySpp","CPUEbySpp2","tCPUE","PercentComp","fish5$SampleID_frp","fish5$CommonName"
"253","LAMOPE06-TULE-18APR2023","197",315,12847,7787,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","11:26","",NA,NA,NA,38.1236,121.980044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 6 accuracy 3m . mysid party! gps from geo-tagged photos - ed 9/7/2023",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","04/18/2023","TULE-TP-1","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",17,13.6,9.09,1380,7.5,50.8,0.46,1.61,20.8," 1=absent",2," Inside",NA," false"," Guest : Anthony Elias-Linarez",2023-04-18,2023,4,"2023-04-18 11:26","Spring","",2.1,2.1,215.36677824735," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15090,2,0,"","",NA,"",29153,45,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",2,"LAMOPE06-TULE-18APR2023","Mississippi Silverside",0,92.8648334843448,92.8648334843448,185.72966696869,0.5,"LAMOPE06-TULE-18APR2023","Mississippi Silverside"
"254","LAMOPE06-TULE-21NOV2022","9999",345,12195,7195,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.6,NA,NA,NA,"","10:44","",NA,NA,NA,38.121528,121.982824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired ",NA,"true","Mudsucker","ED;SH;GP;KS","Tule Red","11/21/2022","TULE-UNK","1=0-33% clouds","0=Calm; glassy"," NE"," 4=flood",54,8.5,10.05,18136,7.6,12.5,0.27,0.89,12.6," 1=absent",2," Inside",NA," false"," ",2022-11-21,2022,11,"2022-11-21 10:44","Fall","",2.9,2.9,280.81804009311," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14242,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE06-TULE-21NOV2022","No Catch",NA,0,0,0,NA,"LAMOPE06-TULE-21NOV2022","No Catch"
"255","LAMOPE06-TULE-29DEC2022","9999",345,12134,7136,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",0.7,NA,NA,NA,"","09:41","",NA,NA,NA,38.133984,121.994191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps#5; accuracy 3m; not paired; no catch; gearid lam03",NA,"false","Mudsucker","AC;ED;SH;GN","Tule Red","12/29/2022","TULE-UNK","4=rain","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",46,9.4,10.36,18095,7.7,21.4,0.59,1.55,8.8," 1=absent",2," Inside",NA," false"," ",2022-12-29,2022,12,"2022-12-29 09:41","Fall","",1,1,107.56568890144," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15024,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE06-TULE-29DEC2022","No Catch",NA,0,0,0,NA,"LAMOPE06-TULE-29DEC2022","No Catch"
"256","LAMOPE06-WING-03MAY2023","136",195,13471,8070,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","13:18","",NA,NA,NA,38.214504,122.037213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," depth from handheld. gps 5; accuracy 2m. not paired",NA,"true","Mudsucker","DMC;ED;AM","Wings Landing","05/03/2023","WING-TP-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",24,16.7,7.24,2185,7.8,48.5,1.09,1.84,46.6," 1=absent",1," Inside",NA," false"," ",2023-05-03,2023,5,"2023-05-03 13:18","Spring","Handheld depth finder",1,1,107.56568890144," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15356,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE06-WING-03MAY2023","Siberian Prawn",NA,92.9664477783689,0,185.932895556738,0,"LAMOPE06-WING-03MAY2023","Siberian Prawn"
"257","LAMOPE06-WING-21DEC2022","197",315,12153,7152,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,NA,NA,"","10:30","",NA,NA,NA,38.221112,122.035137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," depth using secchi. gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","AC;DMC;SH;KS","Wings Landing","12/21/2022","WING-TP-INT","5=fog","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",32,8.2,8.91,10157,7.4,22.3,0.4,1.39,46.8," 1=absent",2," Inside",NA," false"," HEXAGON 26",2022-12-21,2022,12,"2022-12-21 10:30","Fall","",1.1,1.1,118.217730722742," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14153,2,0,"","",NA,"",26764,44,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",2,"LAMOPE06-WING-21DEC2022","Mississippi Silverside",0,169.179359794228,169.179359794228,169.179359794228,1,"LAMOPE06-WING-21DEC2022","Mississippi Silverside"
"258","LAMOPE06-WING-22NOV2022","139",399,12210,7208,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," "," ",0.6,NA,NA,NA,"","11:16","",NA,NA,NA,38.220285,122.032648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 3m. not paired. grass shrimp: rostrum broken",NA,"true","Chinook","AC;ED;GP;KS","Wings Landing","11/22/2022","WING-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",30,11.1,8.02,13149,7.4,21.5,0.24,1.47,48.4," 1=absent",2," Inside",NA," false"," ",2022-11-22,2022,11,"2022-11-22 11:16","Fall","",0.6,0.6,63.2536360365184," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14269,2,2,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","POTAMO","CORBULA","","Potamocorbula","Invertebrate","amurensis","Potamocorbula","Corbulidae","Myoida","Bivalvia","Mollusca","","","","","adult",FALSE,"Potamocorbula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Potamocorbula",NA,"LAMOPE06-WING-22NOV2022","Potamocorbula",NA,316.187357015387,0,1106.65574955386,0,"LAMOPE06-WING-22NOV2022","Potamocorbula"
"259","LAMOPE06-WINT-02FEB2023","9999",345,12317,7317,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.8,NA,NA,NA,"","10:30","",NA,NA,NA,38.047749,121.851606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," not paired. gps 5; accuracy 2m. ",NA,"true","Mudsucker","AC;ED;GU;GP;KS","Winter Island","02/02/2023","WINT-CH-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",32,8.3,10.19,299,7.4,25.8,0.31,0.54,22.4," 1=absent",2," Inside",NA," false"," DAY ENDED DUE TO CREW HEALTH ISSUE. Leigh Sanders: Guest",2023-02-02,2023,2,"2023-02-02 10:30","Winter","",3.1,3.1,295.476969974838," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14552,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE06-WINT-02FEB2023","No Catch",NA,0,0,0,NA,"LAMOPE06-WINT-02FEB2023","No Catch"
"260","LAMOPE06-WINT-05DEC2022","197",315,12106,7107,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","11:14","",NA,NA,NA,38.051653,121.850913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5 accuracy 3m; paired n",NA,"true","Mudsucker","AC;ED;GP;KS","Winter Island","12/05/2022","WINT-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," S"," 4=flood",50,11,9.98,10213,7.6,11.5,0.21,0.36,7.2," 1=absent",2," Inside",NA," false"," ",2022-12-05,2022,12,"2022-12-05 11:14","Fall","",1.3,1.3,139.010648691434," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14050,11,0,"","",NA,"",26263,59,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",11,"LAMOPE06-WINT-05DEC2022","Mississippi Silverside",0,791.306285061445,791.306285061445,935.180155072617,0.846153846153846,"LAMOPE06-WINT-05DEC2022","Mississippi Silverside"
"261","LAMOPE06-WINT-17NOV2022","197",315,12177,7176,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","11:03","",NA,NA,NA,38.040393,121.845502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2. not paired",NA,"true","Mudsucker","AC;ED;GP;KS","Winter Island","11/17/2022","WINT-UNK","1=0-33% clouds","0=Calm; glassy"," NE"," 4=flood",64,13.1,9.65,7456,7.7,8.4,0.1,0.35,6.6," 1=absent",2," Inside",NA," false"," ",2022-11-17,2022,11,"2022-11-17 11:03","Fall","",2.3,2.3,232.751925056618," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14216,11,0,"","",NA,"",27316,52,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",11,"LAMOPE06-WINT-17NOV2022","Mississippi Silverside",0,472.606187782302,472.606187782302,472.606187782302,1,"LAMOPE06-WINT-17NOV2022","Mississippi Silverside"
"262","LAMOPE06-WTIB-03JAN2023","197",315,12251,7248,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",7.1,NA,NA,NA,"","12:52","",NA,NA,NA,38.094711,121.584098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 6; accuracy 3m. not paired. code 2 - deep. gps calculated and fixed in 2023 sample inventory - ed 21jul2023",NA,"true","Mudsucker","AC;ED;KS","Webb Tract Island and Berms","01/03/2023","WTIB-CH-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",10,9.8,9.24,143,7.1,89.8,0.54,0.88,16.5," 1=absent",2," Inside",NA," false"," ",2023-01-03,2023,1,"2023-01-03 12:52","Winter","",7.4,7.4,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14367,1,0,"","",NA,"",28055,76,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",1,"LAMOPE06-WTIB-03JAN2023","Mississippi Silverside",0,30.0571085061617,30.0571085061617,120.228434024647,0.25,"LAMOPE06-WTIB-03JAN2023","Mississippi Silverside"
"263","LAMOPE06-WTIB-08FEB2023","916",55,12323,7323,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","11:37","",NA,NA,NA,38.096381,121.588315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," not paired. gps 5; accuracy 2m.",NA,"true","Mudsucker","CB;ED;GU;GN;GP","Webb Tract Island and Berms","02/08/2023","WTIB-CH-N","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",52,10.1,10.24,232,7.4,11.2,0.26,0.5,21.9," 1=absent",2," Outside",NA," false"," LS = LEIGH SANDERS - EDNA",2023-02-08,2023,2,"2023-02-08 11:37","Winter","",2.1,2.1,215.36677824735," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14566,2,0,"","",NA,"",28400,36,NA,"true",0,0,0,0,0,0,NA,"","false","false","","BLUEGI","BG","BGS","Bluegill","Fish","macrochirus","Lepomis","Centrarchidae","Perciformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Bluegill","Fish Larvae","Fish Larvae","fish","fish","Bluegill",2,"LAMOPE06-WTIB-08FEB2023","Bluegill",0,92.8648334843448,92.8648334843448,139.297250226517,0.666666666666667,"LAMOPE06-WTIB-08FEB2023","Bluegill"
"264","LAMOPE06-WTIB-15DEC2022","9999",345,12135,7137,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",3.5,NA,NA,NA,"","14:15","",NA,NA,NA,38.094402,121.5816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%"," ",NA,""," gps 5 accuracy 2m; paired n; secchi - thick veg; possible it was swallowed by veg. code 2 - cod end full of mud washed out in water before bringing onboard; chance that any smaller fish could have been lost but cant confirm",NA,"true","Mudsucker","AC;DMC;ED;GP","Webb Tract Islands and Berms","12/15/2022","WTIB-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",100,10.1,10.44,443,7.5,3.4,0.24,0.38,14.2," 1=absent",2," ",NA," false"," Inside?",2022-12-15,2022,12,"2022-12-15 14:15","Fall","",3.8,3.8,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14111,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE06-WTIB-15DEC2022","No Catch",NA,0,0,0,NA,"LAMOPE06-WTIB-15DEC2022","No Catch"
"265","LAMOPE06-WTIB-30NOV2022","197",315,12224,7222,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",3.2,NA,NA,NA,"","14:53","",NA,NA,NA,38.0961,121.587181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," gps 5; accuracy 2. not paired. dominant vegetation in net: egeden; hyacinth",NA,"true","Mudsucker","AC;ED;GP;KS","Webb Tract Islands and Berms","11/30/2022","WTIB-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",151,11.5,10.52,615,7.8,3.8,0.19,0.56,8.6," 1=absent",2," Inside",NA," false"," ",2022-11-30,2022,11,"2022-11-30 14:53","Fall","",3.5,3.5,322.75016704264," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14310,36,6,"","",NA,"",27917,76,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"LAMOPE06-WTIB-30NOV2022","Mississippi Silverside",0,1115.413830142,1115.413830142,1115.413830142,1,"LAMOPE06-WTIB-30NOV2022","Mississippi Silverside"
"266","LAMOPE07-ARNO-03MAY2023","9999",345,13472,8071,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","14:40","",NA,NA,NA,38.178006,121.906103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," depth from handheld. gps 5. accuracy 2m. not paired.",NA,"true","Mudsucker","DMC;ED;AM","Arnold Slough","05/03/2023","ARNO-UNK","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," NE"," 1=high slack",38,16.1,8.51,782,7.5,19.9,0.89,0.94,20.8," 1=absent",1," Inside",NA," false"," ",2023-05-03,2023,5,"2023-05-03 14:40","Spring","Handheld depth finder",1,1,107.56568890144," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15357,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-ARNO-03MAY2023","No Catch",NA,0,0,0,NA,"LAMOPE07-ARNO-03MAY2023","No Catch"
"267","LAMOPE07-ARNO-16MAR2023","197",315,12459,7439,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,NA,NA,"","11:22","",NA,NA,NA,38.178302,121.901038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 4m. not paired. ",NA,"true","Mudsucker","AC;ED;AM;GP","Arnold Slough","03/16/2023","ARNO-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",28,13,9.49,1275,7.4,26.8,0.42,0.77,25.3," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 11:22","Spring","",1.2,1.2,128.699383986074," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14850,3,0,"","",NA,"",28822,87,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",3,"LAMOPE07-ARNO-16MAR2023","Mississippi Silverside",0,233.10134882422,233.10134882422,233.10134882422,1,"LAMOPE07-ARNO-16MAR2023","Mississippi Silverside"
"268","LAMOPE07-ARNO-21DEC2022","197",315,12154,7153,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","11:44","",NA,NA,NA,38.178305,121.901662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," depth using secchi. dominant vegetation in net: filalg. gps 5; accuracy 3m. not paired. noticed hole (1ft diameter) during payout of net; marked with yellow tape.",NA,"true","Mudsucker","AC;DMC;SH;KS","Arnold Slough","12/21/2022","ARNO-UNK","5=fog","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",51,8.6,10.32,6626,7.4,12.9,0.28,0.59,15.1," 1=absent",2," Inside",1," false"," HEXAGON 15 (13 WAS SHALLOW)",2022-12-21,2022,12,"2022-12-21 11:44","Fall","",1.4,1.4,149.151524838822," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14154,1,0,"","",NA,"",26766,44,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",1,"LAMOPE07-ARNO-21DEC2022","Mississippi Silverside",0,67.045911939595,67.045911939595,67.045911939595,1,"LAMOPE07-ARNO-21DEC2022","Mississippi Silverside"
"269","LAMOPE07-ARNO-22NOV2022","197",315,12211,7209,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 1= with flow"," ",0.7,NA,NA,NA,"","12:35","",NA,NA,NA,38.18192,121.899564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. code 2 - with tide but very little flow",NA,"true","Chinook","AC;ED;GP;KS","Arnold Slough","11/22/2022","ARNO-UNK","2=33-66% clouds","0=Calm; glassy"," N"," 4=flood",62,11.3,10.84,9866,7.4,8,0.15,0.6,18.6," 1=absent",2," Inside",NA," false"," DELETE POLYGONS 25 24 27",2022-11-22,2022,11,"2022-11-22 12:35","Fall","",0.7,0.7,74.5872320897056," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14271,65,35,"","",NA,"",27550,96,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"LAMOPE07-ARNO-22NOV2022","Mississippi Silverside",0,8714.62825190039,8714.62825190039,8714.62825190039,1,"LAMOPE07-ARNO-22NOV2022","Mississippi Silverside"
"270","LAMOPE07-BROW-05DEC2022","197",315,12107,7108,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",1.2,NA,NA,NA,"","12:01","",NA,NA,NA,38.040164,121.858462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%"," ",NA,""," cod end filled with detritus; code 2 - had to rinse net over side of boat because net was filled with detritus; may have lost some fish. dominant vegetation in sample: ulva; myrspi; gps 5 accuracy 2m; paired n",NA,"true","Mudsucker","AC;ED;GP;KS","Browns Island","12/05/2022","BROW-UNK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," S"," 4=flood",156,9.8,6.77,10751,6.9,3,0.22,0.67,24.7," 1=absent",2," Inside",NA," false"," ",2022-12-05,2022,12,"2022-12-05 12:01","Fall","",1.5,1.5,159.12201242824," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14051,1,0,"","",NA,"",26269,64,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",1,"LAMOPE07-BROW-05DEC2022","Mississippi Silverside",0,62.8448562671978,62.8448562671978,62.8448562671978,1,"LAMOPE07-BROW-05DEC2022","Mississippi Silverside"
