"SampleID_key","SampleID_frp","VisitNo","QAQC","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","newStation","fixedLatStart","fixedLongStart","fixedLatEnd","fixedLongEnd"
12663,"PHY15-FLYW-19APR2023",7623,"true","Phyto","PHY",""," "," "," Channel",1.2,NA,NA,NA,"","","",NA,NA,0,38.360894,121.641406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 13:48; hand dip at surface","FLYW-CH-ENTRANCE",38.360894,-121.641406,NA,NA
12664,"PHY16-FLYW-19APR2023",7624,"true","Phyto","PHY",""," "," "," Channel",0.1,NA,NA,NA,"","","",NA,NA,0,38.360936,121.641406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time 13:58; hand dip at surface","FLYW-CH-ENTRANCE",38.360936,-121.641406,NA,NA
12665,"PHY17-TOED-19APR2023",7625,"true","Phyto","PHY",""," "," "," Channel edge",0.2,NA,NA,NA,"","","",NA,NA,0,38.360597,121.639646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 13:37; hand dip at surface","TOED-N",38.360597,-121.639646,NA,NA
12666,"PHY18-TOED-19APR2023",7626,"true","Phyto","PHY",""," "," "," Channel edge",0.2,NA,NA,NA,"","","",NA,NA,0,38.356346,121.64164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 14:18; hand dip at surface","TOED-S",38.356346,-121.64164,NA,NA
12701,"PHY11-LIBE-20APR2023",7641,"true","Phyto","PHY",""," "," "," Channel",2,NA,NA,NA,"","","",NA,NA,0.5,38.245279,121.683514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",4," "," time: 09:21; NISK9; paired with EF0423B0085","LIBE-UNK",38.245279,-121.683514,NA,NA
12702,"PHY12-LIBE-20APR2023",7642,"true","Phyto","PHY",""," "," "," Channel",3,NA,NA,NA,"","","",NA,NA,0,38.257557,121.688127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",5," "," time: 09:42; hand dip at surface","LIBE-UNK",38.257557,-121.688127,NA,NA
12703,"PHY13-LIBE-20APR2023",7643,"true","Phyto","PHY",""," "," "," Channel",1.3,NA,NA,NA,"","","",NA,NA,0.5,38.279146,121.69254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 10:05; NISK9; paired with EF0423B0086","LIBE-UNK",38.279146,-121.69254,NA,NA
12704,"PHY14-LIBE-20APR2023",7644,"true","Phyto","PHY",""," "," "," Channel",1,NA,NA,NA,"","","",NA,NA,0,38.300047,121.667692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 13:31; hand dip at surface","LIBE-UNK",38.300047,-121.667692,NA,NA
12705,"PHY15-STAI-20APR2023",7645,"true","Phyto","PHY",""," "," "," Channel",1.1,NA,NA,NA,"","","",NA,NA,0,38.321647,121.685669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 10:36; hand dip at surface","STAI-S",38.321647,-121.685669,NA,NA
12706,"PHY16-STAI-20APR2023",7646,"true","Phyto","PHY",""," "," "," Channel",3.5,NA,NA,NA,"","","",NA,NA,0.5,38.329136,121.676085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," time: 10:45; NISK9; paired with EF0423B0083","STAI-M",38.329136,-121.676085,NA,NA
12707,"PHY17-STAI-20APR2023",7647,"true","Phyto","PHY",""," "," "," Channel",0.5,NA,NA,NA,"","","",NA,NA,0,38.335971,121.672955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 11:05; hand dip at surface","STAI-M",38.335971,-121.672955,NA,NA
12708,"PHY18-STAI-20APR2023",7648,"true","Phyto","PHY",""," "," "," Channel",5,NA,NA,NA,"","","",NA,NA,0.5,38.323812,121.667251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," time: 13:10; NISK9; paired with EF0423B0084","STAI-LIBE",38.323812,-121.667251,NA,NA
12709,"PHY19-LOWE-20APR2023",7649,"true","Phyto","PHY",""," "," "," Channel",1.8,NA,NA,NA,"","","",NA,NA,0,38.341122,121.665425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",NA," "," time: 11:25; hand dip at surface","LOWE-CH-ENTRANCE-S",38.341122,-121.665425,NA,NA
12710,"PHY20-LOWE-20APR2023",7650,"true","Phyto","PHY",""," "," "," Channel",1.2,NA,NA,NA,"","","",NA,NA,0.5,38.345329,121.66892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 11:44; NISK9; paired with EF0423B0081","LOWE-CH-W",38.345329,-121.66892,NA,NA
12711,"PHY21-LOWE-20APR2023",7651,"true","Phyto","PHY",""," "," "," Channel",1.3,NA,NA,NA,"","","",NA,NA,0.5,38.355248,121.659672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 12:19; NISK9; paired with EF0423B0082","LOWE-CH-ENTRANCE-N",38.355248,-121.659672,NA,NA
12712,"PHY22-LOWE-20APR2023",7652,"true","Phyto","PHY",""," "," "," Channel",0.9,NA,NA,NA,"","","",NA,NA,0,38.350569,121.660976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time not recorded; hand dip at surface","LOWE-CH-E",38.350569,-121.660976,NA,NA
12713,"PHY1-PROS-25APR2023",7653,"true","Phyto","PHY",""," "," "," Channel",1,NA,NA,NA,"","","",NA,NA,0.5,38.252295,121.661922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 10:54; NISK8; paired with EF0423B0089","PROS-S",38.252295,-121.661922,NA,NA
12714,"PHY2-PROS-25APR2023",7654,"true","Phyto","PHY",""," "," "," Channel",1.1,NA,NA,NA,"","","",NA,NA,0.4,38.25166,121.658885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 11:37; hand dip at surface","PROS-S",38.25166,-121.658885,NA,NA
12715,"PHY3-PROS-25APR2023",7655,"true","Phyto","PHY",""," "," "," Channel",1.2,NA,NA,NA,"","","",NA,NA,0.5,38.248225,121.660974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 11:51; NISK9; paired with EF0423B0091","PROS-S",38.248225,-121.660974,NA,NA
12716,"PHY4-PROS-25APR2023",7656,"true","Phyto","PHY",""," "," "," Channel edge",0.2,NA,NA,NA,"","","",NA,NA,0,38.253162,121.6613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 12:38","PROS-N",38.253162,-121.6613,NA,NA
12717,"PHY5-MINE-25APR2023",7657,"true","Phyto","PHY",""," "," "," Channel edge",NA,NA,NA,NA,"","","",NA,NA,0.5,38.255039,121.654967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," depth >1m; time: 13:19; NISK9; paired with EF0423B0092","MINE-M",38.255039,-121.654967,NA,NA
12718,"PHY6-MINE-25APR2023",7658,"true","Phyto","PHY",""," "," "," Channel edge",1,NA,NA,NA,"","","",NA,NA,0.5,38.272432,121.642496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 14:12; NISK9; paired with EF0423B0093","MINE-N",38.272432,-121.642496,NA,NA
12719,"PHY7-MINE-25APR2023",7659,"true","Phyto","PHY",""," "," "," Channel edge",0.2,NA,NA,NA,"","","",NA,NA,0,38.277062,121.638525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 14:44; hand dip at surface","MINE-N",38.277062,-121.638525,NA,NA
12720,"PHY8-MINE-25APR2023",7660,"true","Phyto","PHY",""," "," "," Channel edge",0.2,NA,NA,NA,"","","",NA,NA,0,38.283159,121.64417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 14:54; hand dip at surface","MINE-N",38.283159,-121.64417,NA,NA
12721,"PHY11-WING-22MAR2023",7661,"true","Phyto","PHY",""," "," "," Channel",1,NA,NA,NA,"","","",NA,NA,0.5,38.22491,122.037326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 09:03; paired with EF0323B0009","WING-BROOD",38.22491,-122.037326,NA,NA
12722,"PHY13-WING-22MAR2023",7662,"true","Phyto","PHY",""," "," "," Channel",1,NA,NA,NA,"","","",NA,NA,0.5,38.215557,122.036851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 09:43; paired with EF0323B0011","WING-CH-INT-PERIM",38.215557,-122.036851,NA,NA
12723,"PHY12-WING-22MAR2023",7663,"true","Phyto","PHY",""," "," "," Channel",NA,NA,NA,NA,"","","",NA,NA,0.5,38.216572,122.034563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 10:10","WING-TP-INT",38.216572,-122.034563,NA,NA
12724,"PHY14-RUSH-22MAR2023",7664,"true","Phyto","PHY",""," "," "," Channel",0.8,NA,NA,NA,"","","",NA,NA,0.5,38.198872,122.028515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 10:29; paired with EF0323B0012","RUSH-S",38.198872,-122.028515,NA,NA
12725,"PHY15-RUSH-22MAR2023",7665,"true","Phyto","PHY",""," "," "," Channel",NA,NA,NA,NA,"","","",NA,NA,0.5,38.204728,122.028677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," no water depth recorded; time: 11:00; paired with EF0323B0013","RUSH-UNK",38.204728,-122.028677,NA,NA
12726,"PHY16-RUSH-22MAR2023",7666,"true","Phyto","PHY",""," "," "," Channel",NA,NA,NA,NA,"","","",NA,NA,0.5,38.200114,122.032215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," no water depth recorded; time: 11:20","RUSH-N",38.200114,-122.032215,NA,NA
12727,"PHY17-PEYT-22MAR2023",7667,"true","Phyto","PHY",""," "," "," Channel",1.5,NA,NA,NA,"","","",NA,NA,0.5,38.209308,122.033629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 11:42; paired with EF0323B0014","PEYT-SUIS",38.209308,-122.033629,NA,NA
12728,"PHY18-PEYT-22MAR2023",7668,"true","Phyto","PHY",""," "," "," Channel",0.8,NA,NA,NA,"","","",NA,NA,0.5,38.226699,122.035522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 12:06; paired with EF0323B0015","PEYT-PEYT",38.226699,-122.035522,NA,NA
12729,"PHY19-PEYT-22MAR2023",7669,"true","Phyto","PHY",""," "," "," Channel",1.2,NA,NA,NA,"","","",NA,NA,0.5,38.223313,122.04334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 12:35","PEYT-PEYT",38.223313,-122.04334,NA,NA
12730,"PHY11-POTR-23MAR2023",7670,"true","Phyto","PHY",""," "," "," Channel edge",1.6,NA,NA,NA,"","","",NA,NA,0.5,38.212216,121.920921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," Meter stick"," time: 08:56; NISK9; paired with EF0323B0022","POTR-UNK",38.212216,-121.920921,NA,NA
12731,"PHY12-POTR-23MAR2023",7671,"true","Phyto","PHY",""," "," "," Channel edge",0.9,NA,NA,NA,"","","",NA,NA,0.5,38.214832,121.927207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time: 09:32; NISK9; paired with EF0323B0023","POTR-UNK",38.214832,-121.927207,NA,NA
12741,"PHY13-POTR-23MAR2023",7681,"true","Phyto","PHY",""," "," "," Channel edge",NA,NA,NA,NA,"","","",NA,NA,0.5,38.212438,121.921609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," Meter stick"," depth greater than 2m; time: 10:00; NISK9","POTR-UNK",38.212438,-121.921609,NA,NA
12742,"PHY14-BRAD-23MAR2023",7682,"true","Phyto","PHY",""," "," "," Channel",1,NA,NA,NA,"","","",NA,NA,0.5,38.196434,121.92158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," time: 10:30; NISK9 paired with EF0323B0020","BRAD-N",38.196434,-121.92158,NA,NA
12743,"PHY15-BRAD-23MAR2023",7683,"true","Phyto","PHY",""," "," "," Channel",1,NA,NA,NA,"","","",NA,NA,0.5,38.182507,121.922622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time: 10:54; NISK9; paired with EF0323B0021","BRAD-W",38.182507,-121.922622,NA,NA
12744,"PHY16-BRAD-23MAR2023",7684,"true","Phyto","PHY",""," "," "," ",0.4,NA,NA,NA,"","","",NA,NA,0,38.183684,121.915059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," time: 11:12; hand dip","BRAD-E",38.183684,-121.915059,NA,NA
12745,"PHY17-ARNO-23MAR2023",7685,"true","Phyto","PHY",""," "," "," Channel",0.8,NA,NA,NA,"","","",NA,NA,0.5,38.180085,121.905488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time: 11:24; NISK9; paired with EF0323B0018","ARNO-CH-SE",38.180085,-121.905488,NA,NA
12746,"PHY18-ARNO-23MAR2023",7686,"true","Phyto","PHY",""," "," "," Channel",0.8,NA,NA,NA,"","","",NA,NA,0.5,38.178747,121.906967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time: 11:50; NISK9; paired with EF0323B0019","ARNO-CH-NE",38.178747,-121.906967,NA,NA
12747,"PHY19-ARNO-23MAR2023",7687,"true","Phyto","PHY",""," "," "," ",0.4,NA,NA,NA,"","","",NA,NA,0,38.178802,121.905246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," hand dip","ARNO-UNK",38.178802,-121.905246,NA,NA
12748,"PHY11-NURS-27MAR2023",7688,"true","Phyto","PHY",""," "," "," Channel edge",1,NA,NA,NA,"","","",NA,NA,0.5,38.196998,121.912946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," Meter stick"," time: 09:04; NISK9; paired with EF0323B0034","NURS-EXT-BRAD-E",38.196998,-121.912946,NA,NA
12749,"PHY12-NURS-27MAR2023",7689,"true","Phyto","PHY",""," "," "," Channel",NA,NA,NA,NA,"","","",NA,NA,0.5,38.183992,121.902693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time: 09:41; depth greater than 2m; NISK9; paired with EF0323B0035","NURS-EXT-BRAD-E",38.183992,-121.902693,NA,NA
12750,"PHY13-NURS-27MAR2023",7690,"true","Phyto","PHY",""," "," "," Channel",1.5,NA,NA,NA,"","","",NA,NA,0.5,38.183163,121.912252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time: 09:29; NISK9","NURS-LHB-NE",38.183163,-121.912252,NA,NA
12751,"PHY14-BLAC-27MAR2023",7691,"true","Phyto","PHY",""," "," "," Pond",0.6,NA,NA,NA,"","","",NA,NA,0.4,38.177868,121.911799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time: 10:13; NISK9; paired with EF0323B0032","BLAC-INT",38.177868,-121.911799,NA,NA
12752,"PHY15-BLAC-27MAR2023",7692,"true","Phyto","PHY",""," "," "," Channel",0.7,NA,NA,NA,"","","",NA,NA,0.5,38.179968,121.906387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time 10:42; NISK9; paired with EF0323B0033","BLAC-CH-2",38.179968,-121.906387,NA,NA
12753,"PHY16-BLAC-27MAR2023",7693,"true","Phyto","PHY",""," "," "," Channel",0.8,NA,NA,NA,"","","",NA,NA,0.5,38.180337,121.91197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," Meter stick"," time: 10:59; NISK9","BLAC-CH-1",38.180337,-121.91197,NA,NA
12754,"PHY11-BROW-08MAY2023",7694,"true","Phyto","PHY",""," "," "," Channel",0.8,NA,NA,NA,"","","",NA,NA,0.2,38.038858,121.848133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," Meter stick"," time: 09:29; phyto sample had 3mL lugols; NISK9","BROW-EXT-S",38.0339113333333,-121.856892,NA,NA
12755,"CAST01-WTIB-12APR2023",7695,"true","Cast","CASTB",""," "," "," ",2.3,NA,NA,NA,"","08:48","",NA,NA,NA,38.095334,121.589949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," GPS 6; ACCURACY 3M. PAIRED. 4 attempts. time copied from invert data sheet. estimated time casting ~20 minutes. GPS calculated 2023 sample inventory ED 9/11/23","WTIB-CH-INT",38.095334,-121.589949,NA,NA
12756,"LAMOPE01-WTIB-12APR2023",7696,"true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.6,NA,NA,NA,"","15:25","",NA,NA,NA,38.095075,121.583455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6; ACCURACY 3M. PAIRED. CODE 2 - DEPTH. GPS calculated 2023 sample inventory 9/11/23 ED","WTIB-CH-N",38.095075,-121.583455,NA,NA
12757,"LAMOPE02-WTIB-12APR2023",7697,"true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",7.2,NA,NA,NA,"","15:49","",NA,NA,NA,38.094666,121.577413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6; ACCURACY 3M. PAIRED. GPS calculated in 2023 sample inventory ED9/11/23","WTIB-CH-S",38.094666,-121.577413,NA,NA
12758,"LAMOPE03-WTIB-12APR2023",7698,"true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",8.5,NA,NA,NA,"","16:06","",NA,NA,NA,38.094831,121.591121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6. ACCURACY 3M. PAIRED. CODE 2 - DEPTH. GPS calculated 2023 sample inventory ED 9/11/23","WTIB-CH-S",38.094831,-121.591121,NA,NA
12760,"PHY12-BROW-08MAY2023",7700,"true","Phyto","PHY",""," "," "," Channel",1.6,NA,NA,NA,"","","",NA,NA,0.4,38.042032,121.864307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," Meter stick"," time: 09:43; NISK9; paired with EF0523B0101","BROW-CH-CONNECT",38.0370853333333,-121.873066,NA,NA
12761,"PHY13-BROW-08MAY2023",7701,"true","Phyto","PHY",""," "," "," Channel",1.3,NA,NA,NA,"","","",NA,NA,0.5,38.044341,121.849273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," Meter stick"," time: 10:17; NISK9; paired with EF0523B0102","BROW-TP",38.0393943333333,-121.858032,NA,NA
12762,"PHY14-BROW-08MAY2023",7702,"true","Phyto","PHY",""," "," "," Channel",1.5,NA,NA,NA,"","","",NA,NA,0.5,38.047533,121.862693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," Meter stick"," time 10:44; NISK9","BROW-CH-MAIN",38.0425863333333,-121.871452,NA,NA
12781,"PHY15-CHIP-08MAY2023",7721,"true","Phyto","PHY",""," "," "," Channel",2,NA,NA,NA,"","","",NA,NA,0.3,38.060757,121.908973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," Meter stick"," time: 11:08; NISK9; paired with EF0523B0098","CHIP-UNK",38.060757,-121.908973,NA,NA
12782,"PHY16-CHIP-08MAY2023",7722,"true","Phyto","PHY",""," "," "," Channel",0.7,NA,NA,NA,"","","",NA,NA,0.2,38.064275,121.898404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," Meter stick"," time 11:38; NISK9; paired with EF0523B0096","CHIP-UNK",38.0593283333333,-121.907163,NA,NA
12783,"PHY17-CHIP-08MAY2023",7723,"true","Phyto","PHY",""," "," "," Channel",1.8,NA,NA,NA,"","","",NA,NA,0.5,38.07536,121.904228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," Meter stick"," time: 12:07; NISK9","CHIP-UNK",38.0704133333333,-121.912987,NA,NA
12784,"PHY18-CHIP-08MAY2023",7724,"true","Phyto","PHY",""," "," "," Channel",0.9,NA,NA,NA,"","","",NA,NA,0.4,38.06092,121.918531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," Meter stick"," time 12:34; NISK9","CHIP-UNK",38.0559733333333,-121.92729,NA,NA
12801,"PHY19-HONK-08MAY2023",7741,"true","Phyto","PHY",""," "," "," Channel",1.7,NA,NA,NA,"","","",NA,NA,0.5,38.071329,121.915471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",NA," Meter stick"," time: 12:50; NISK9; paired with EF0523B0099","HONK-HONK",38.0663823333333,-121.92423,NA,NA
12802,"PHY20-HONK-08MAY2023",7742,"true","Phyto","PHY",""," "," "," Channel",NA,NA,NA,NA,"","","",NA,NA,0.5,38.075906,121.902547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",4," "," time: 13:13; depth is greater than 2m; NISK9","HONK-SPOON",38.0709593333333,-121.911306,NA,NA
12803,"PHY21-HONK-08MAY2023",7743,"true","Phyto","PHY",""," "," "," Channel",NA,NA,NA,NA,"","","",NA,NA,0.5,38.063584,121.896017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," Meter stick"," depth greater than 2m; time: 13:24; NISK9; paired with EF0523B0100","HONK-SPOON",38.0586373333333,-121.904776,NA,NA
