"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthOfWater3","DepthMeters","volume"
"31",7169,12170,"LAMOPE04-LOWE-15NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.4,NA,NA,NA,"","11:15","",NA,NA,NA,38.355909,121.659317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. dominant vegetation in net: potcri",NA,"true","Mudsucker","MA;ED;SH;GP","Lower Yolo Ranch","11/15/2022","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",52,9.2,11.67,694,8,8.8,0.13,0.55,12.1," 1=absent",2," Inside",NA," false"," ",2022-11-15,2022,11,"2022-11-15 11:15","Fall","",2.7,2.7,2.7,NA
"32",7170,12171,"LAMOPE05-LOWE-15NOV2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",2.7,NA,NA,NA,"","12:06","",NA,NA,NA,38.345712,121.668672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. code 2 - deployed a little funky because of the way the water was moving and narrow channel",NA,"true","Mudsucker","MA;ED;SH;GP","Lower Yolo Ranch","11/15/2022","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",105,11.2,10.94,247,7.9,4.8,0.12,0.39,8.7," 1=absent",2," Inside",NA," false"," ",2022-11-15,2022,11,"2022-11-15 12:06","Fall","",3,3,3,NA
"33",7405,12425,"CASTNET01-LOWE-17MAR2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"AM","11:14","",NA,NA,NA,38.352385,121.661029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5; accuracy 2m. not paired. inside. 9 casts",NA,"true","Mudsucker","DMC;ED;AM;GP","Lower Yolo Ranch","03/17/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",NA,12.6,8.78,221,7.5,88.7,0.71,1.33,12.6," 1=absent",1," Inside",NA," false"," ",2023-03-17,2023,3,"2023-03-17 11:14","Spring","",NA,NA,NA,NA
"34",7406,12426,"CASTNET02-FLYW-17MAR2023","true","Cast","CAST",""," "," "," ",1.9,NA,NA,NA,"AM","12:25","",NA,NA,NA,38.360451,121.642178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5; accuracy 2m. not paired.casts done ""on land"" since site covered with water. very high flow. 3 casts",NA,"true","Mudsucker","DMC;ED;AM;GP","Flyway Farms","03/17/2023","FLYW-UNK","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",16,12.5,9.03,156,7.4,71.8,0.58,1.06,12.1," 1=absent",1," Inside",NA," false"," ",2023-03-17,2023,3,"2023-03-17 12:25","Spring","",1.9,1.9,1.9,NA
"35",7428,12448,"CAST01-TULE-20MAR2023","true","Cast","CAST",""," "," "," ",1.8,NA,NA,NA,"CB;ED;GN;GP","13:02","",NA,NA,NA,38.116551,121.981678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5; accuracy 2m. not paired. inside. end time 13:10. 3 throws of cast net. depth is 1.8 m.",NA,"true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-CH-SM-12","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",9,13.3,9.59,832,7.5,116.9,0.98,1.36,12.1," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 13:02","Spring","",1.8,1.8,1.8,NA
"36",7430,12450,"CAST02-TULE-20MAR2023","true","Cast","CAST",""," "," "," ",0.9,NA,NA,NA,"","14:00","",NA,NA,NA,38.12765,121.986978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5; accuracy 2m. not paired. depth 0.9 m. 6 casts.",NA,"true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",9,14.2,9.92,842,7.8,115.8,1.05,1.53,9.8," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 14:00","Spring","",0.9,0.9,0.9,NA
"37",7464,12485,"CAST01-PEYT-04APR2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"","00:00","",NA,NA,NA,38.226724,122.040664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," 4 casts",NA,"true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",19,12.7,8.51,1414,7.7,38.8,0.37,1.52,34.8," 1=absent",2," Inside",NA," false"," guest Danie",2023-04-04,2023,4,"2023-04-04 00:00","Spring","",NA,NA,NA,NA
"38",7494,12534,"CAST01-BROW-05APR2023","true","Cast","CAST",""," "," "," ",2.8,NA,NA,NA,"","14:56","",NA,NA,NA,38.038632,121.86813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," 6 good casts/ casts done right next to salmon cages",NA,"true","Mudsucker","AC;ED;AM;GN","Browns Island","04/05/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",50,13.2,10.04,222,7.4,13.7,0.13,0.5,14.3," 1=absent",2," Inside",NA," false"," ",2023-04-05,2023,4,"2023-04-05 14:56","Spring","",2.8,2.8,2.8,NA
"39",7695,12755,"CAST01-WTIB-12APR2023","true","Cast","CAST",""," "," "," ",2.3,NA,NA,NA,"","08:48","",NA,NA,NA,38.095334,121.589949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6; accuracy 3m. paired. 4 attempts. time copied from invert data sheet. estimated time casting ~20 minutes. gps calculated 2023 sample inventory ed 9/11/23",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",69,14.6,9.34,156,7.4,7.5,0.34,0.47,14.4," 1=absent",1," Inside",NA," false"," Guest=Alec Strachan. ",2023-04-12,2023,4,"2023-04-12 08:48","Spring","",2.3,2.3,2.3,NA
"40",7699,12759,"CAST01-TULE-17APR2023","true","Cast","CAST",""," "," "," ",2.2,NA,NA,NA,"","13:35","",NA,NA,NA,38.126224,121.987003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," depth from invert trawl. gps 5; accuracy 3m. paired",NA,"false","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-LG-SE","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",12,14.3,10.07,345,7.9,87.7,0.48,1.84,6.9," 1=absent",2," Inside",NA," false"," get WQ from invert trawl",2023-04-17,2023,4,"2023-04-17 13:35","Spring","Handheld depth finder",2.2,2.2,2.2,NA
"41",7784,12844,"CAST01-TULE-18APR2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"AM","10:21","",NA,NA,NA,38.126572,121.987524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," 5 good casts; gps 6 accuracy 2. gps from geo-tagged photos - ed 9/7/2023",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","04/18/2023","TULE-CH-LG-M","1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",NA,14.5,10.69,3109,7.1,112.6,0.73,4.09,67," 1=absent",2," Inside",NA," true"," water quality taken in a bucket taken from a small pool with water pouring off the land. Water disturbed but tried to get the cleanest possible. ",2023-04-18,2023,4,"2023-04-18 10:21","Spring","",NA,NA,NA,NA
"42",7787,12848,"CAST02-TULE-18APR2023","true","Cast","CAST",""," "," "," Pond",NA,NA,NA,NA,"AC;ED;GU;AM","11:52","",NA,NA,NA,38.1236,121.9807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," same wq as lamope06-tule-18apr2023; 4 casts. gps 6 accuracy 3m. gps from geo-tagged photos - ed 9/7/2023",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","04/18/2023","TULE-TP-1","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",17,13.6,9.09,1380,7.5,50.8,0.46,1.61,20.8," 1=absent",2," Inside",NA," false"," Guest : Anthony Elias-Linarez",2023-04-18,2023,4,"2023-04-18 11:52","Spring","",NA,NA,NA,NA
"43",7982,13426,"CAST01-DECK-10MAY2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"AM","07:40","",NA,71,NA,38.084942,121.723334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. gps from geo-tagged photos - ed 9/11/2023",NA,"true","Mudsucker","CB;AC;ED;AM","Decker Island","05/10/2023","DECK-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",NA,14.6,9.19,124,7.5,7.5,0.11,0.35,6.9," 1=absent",2," Inside",NA," false"," ",2023-05-10,2023,5,"2023-05-10 07:40","Spring","",NA,NA,NA,NA
"44",7983,13427,"CAST02-DECK-10MAY2023","true","Cast","CAST",""," "," "," ",1.9,NA,NA,NA,"ED;AM","08:33","",NA,70,NA,38.084277,121.723929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," depth from handheld. gps from geo-tagged photo - ed 9/11/2023",NA,"true","Mudsucker","CB;AC;ED;AM","Decker Island","05/10/2023","DECK-TP","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",71,14.6,9.51,124,7.6,7.7,0.09,0.38,6.7," 1=absent",2," Inside",NA," false"," ",2023-05-10,2023,5,"2023-05-10 08:33","Spring","Handheld depth finder",1.9,1.9,1.9,NA
"45",8004,13428,"CAST01-TULE-16MAY2023","true","Cast","CAST",""," "," "," ",1.6,NA,NA,NA,"AM","10:20","",NA,63,NA,38.131348,121.99132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. depth from handheld.",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",16,17.6,9.45,353,7.8,57.7,1.23,5.01,9.9," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 10:20","Spring","Handheld depth finder",1.6,1.6,1.6,NA
"46",8005,13429,"CAST02-TULE-16MAY2023","true","Cast","CAST",""," "," "," ",2.3,NA,NA,NA,"AM","11:05","",NA,72,NA,38.121323,121.982431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. depth from handheld.",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",20,19.5,6.63,1104,7.2,42.2,0.66,2.18,26.7," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 11:05","Spring","Handheld depth finder",2.3,2.3,2.3,NA
"47",8028,13432,"CAST01-LOWE-26MAY2023","true","Cast","CAST",""," "," "," ",0.9,NA,NA,NA,"AM","08:16","",NA,72,NA,38.34965,121.676211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring","Handheld depth finder",0.9,0.9,0.9,NA
"48",8031,13435,"CAST02-LOWE-26MAY2023","true","Cast","CAST",""," "," "," ",1,NA,NA,NA,"AM","11:07","",NA,67,NA,38.35362,121.660628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. lavaged larbas @374: nothing. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,19.5,8.28,562,8,13.6,0.17,0.67,23.5," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 11:07","Spring","Handheld depth finder",1,1,1,NA
"49",8045,13446,"CAST01-FLYW-27APR2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"ED","14:05","",NA,38,NA,38.361107,121.643018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5 accuracy 2m. percent open: avg of all. actual: 80%; 30%; 40%; 10%; 30%. paired? y",NA,"true","Mudsucker","AC;DC;ED;GU","Flyway Farms","04/27/2023","FLYW-CH-ENTRANCE","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",64,23,8.11,759,8.6,7.5,0.25,1.78,1703," 1=absent",2," Inside",NA," true"," Guests: Brian Armstrong and Anthony Elias-Linarez. PH sensor acting up this whole day. FDOM wrong",2023-04-27,2023,4,"2023-04-27 14:05","Spring","",NA,NA,NA,NA
"50",8067,13468,"CAST01-WING-03MAY2023","true","Cast","CAST",""," "," "," ",0.8,NA,NA,NA,"ED","12:00","",NA,73,NA,38.224422,122.037579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5; accuracy 2m. not paired. percent open avg. actual: 80%; 80%; 70%; 80%; 60%; 70% depth from handheld",NA,"true","Mudsucker","DMC;ED;AM","Wings Landing","05/03/2023","WING-BROOD","3=66-100% clouds","0=Calm; glassy"," NE"," 4=flood",20,16.1,6.7,2198,7.7,52.2,1.13,2.09,48," 1=absent",1," Inside",NA," false"," cast net only",2023-05-03,2023,5,"2023-05-03 12:00","Spring","Handheld depth finder",0.8,0.8,0.8,NA
"51",8078,13485,"CAST01-TULE-15JUN2023","true","Cast","CAST",""," "," "," ",1.4,NA,NA,NA,"AM","10:32","",NA,54,NA,38.126071,121.986332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5 accuracy 2m",NA,"true","Kvichak","AC;ED;SH;AM","Tule Red","06/15/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",24,19,6.46,631,7.3,50.8,0.39,1.09,19.5," 1=absent",2," Inside",NA," false"," ",2023-06-15,2023,6,"2023-06-15 10:32","Summer","",1.4,1.4,1.4,NA
