"","SampleID_frp","OrganismID","VisitNo","QAQC","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData","SiteComments","newStation","newLocation","SampleID_key","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","fixedLatStart","fixedLongStart","fixedLatEnd","fixedLongEnd","X","CommonName.x","subsample","Count","AdjCount","LAB_NAME","Date","effort","CPUE","Visit.Date2","year","month","OrganismCode","FishCode","Code_UCDAVIS","Code_YBFM","CommonName.y","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","Legend2"
"385","MAC21-RYER-05SEP2023",121,8221,"true","Kvichak","CB;ED;GU;AM","Ryer Island","09/05/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",39,21.1,7.77,10568,7.5,13.4,0.34,0.32,9," 2=low",1," Inside",NA," false"," guest Leigh Sanders","RYER-CH-LG-M","Ryer Island",13661,"Trawl","MAC",""," "," 2= against flow"," Channel",2.5,NA,NA,NA,"","08:56","09:06",10,NA,NA,38.086496,122.023807,38.086081,122.018796,31511,540435,559910,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 5",2," "," ",38.086496,-122.023807,38.086081,-122.018796,2339,"Crab zoea",100,6,6,"FRP","2023-09-05",102.759963848958,0.0583884985481222,2023-09-05,2023,9,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"386","MAC13-WINT-22AUG2023",121,8143,"true","Mudsucker","AC;DH;SH;GN","Winter Island","08/22/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",88,22.9,6.79,1245,7.2,5.5,0.29,0.36,8.8," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island",13565,"Trawl","MAC",""," "," 2= against flow"," Channel",3,NA,NA,NA,"","09:11","09:21",10,NA,NA,38.031841,121.842682,38.033881,121.84387,31506,660988,676767,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",11,11," "," Garmin 6",2," "," ",38.031841,-121.842682,38.033881,-121.84387,1867,"Crab zoea",100,203,203,"FRP","2023-08-22",83.2579958702293,2.43820425747946,2023-08-22,2023,8,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"387","MAC13-TULE-05SEP2023",121,8227,"true","Mudsucker","DD;GU;DH;SH;GN","Tule Red","09/05/2023","TULE-CH-SM-11","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",73,19.8,4.44,11941,7,9.1,0.15,0.54,23.7," 1=absent",2," Inside",NA," false"," Guest is Natalie Kolm","TULE-CH-SM-11","Tule Red",13673,"Trawl","MAC",""," "," 2= against flow"," ",2.2,NA,49,NA,"","10:22","00:00",NA,NA,NA,38.11984,121.982107,NA,NA,31506,729848,731667,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","5.Boogie board",11,11," "," Garmin 6",2," "," ",38.11984,-121.982107,NA,NA,1818,"Crab zoea",100,1,1,"FRP","2023-09-05",9.62112750161874,0.103937922019197,2023-09-05,2023,9,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"388","MAC12-WINT-22AUG2023",121,8142,"true","Mudsucker","AC;DH;SH;GN","Winter Island","08/22/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",100,23,7.73,1521,7.6,6.4,0.23,0.29,7.7," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island",13563,"Trawl","MAC",""," "," 2= against flow"," Channel",2.4,NA,NA,NA,"","08:36","08:45",10.3,NA,NA,38.029553,121.841383,38.031597,121.842574,31506,645565,660975,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",11,11," "," Garmin 6",2," "," MAC net slipped off at beginning of trawl; added 15 seconds to trawl",38.029553,-121.841383,38.031597,-121.842574,1490,"Crab zoea",100,297,297,"FRP","2023-08-22",81.310964976249,3.65264389724995,2023-08-22,2023,8,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"389","MAC21-BROW-22AUG2023",121,8145,"true","Chinook","DMC;ED;GU;AM","Browns Island","08/22/2023","BROW-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",106,22.6,5.95,2333,7,5.7,0.16,0.42,8.3," 1=absent",2," Inside",NA," false"," guest Natalie Kolm; used GPS from iPad","BROW-CH-W","Browns Island",13567,"Trawl","MAC",""," "," 2= against flow"," Channel",1.1,NA,NA,NA,"","08:18","08:28",10,NA,NA,38.036204,121.873813,38.040456,121.873657,31511,469025,487568,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," "," ",NA," "," GPS from iPad",38.036204,-121.873813,38.040456,-121.873657,2246,"Crab zoea",100,551,551,"FRP","2023-08-22",97.8422598023741,5.63151342899206,2023-08-22,2023,8,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"390","MAC11-WINT-22AUG2023",121,8141,"true","Mudsucker","AC;DH;SH;GN","Winter Island","08/22/2023","WINT-CH-BREACH-E","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",92,22.6,7.65,2710,7.5,7.2,0.29,0.34,8.1," 1=absent",1," Inside",NA," false"," ","WINT-CH-BREACH-E","Winter Island",13561,"Trawl","MAC",""," "," 2= against flow"," Channel",2,NA,NA,NA,"","07:57","08:03",6.5,NA,NA,38.047811,121.848492,38.045852,121.850509,31506,632565,645539,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",11,11," "," Garmin 6",5," "," MAC hit veg; less than 1/2 of cod-end with filamentous algae; cod-end out of water for 10 seconds with flowmeter still in water; MAC only 6.5 minutes because we sampled entire breach and reached interior channel",38.047811,-121.848492,38.045852,-121.850509,1156,"Crab zoea",25,91,364,"FRP","2023-08-22",68.4573951720866,5.31717572783752,2023-08-22,2023,8,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"391","MAC22-RYER-05SEP2023",121,8222,"true","Kvichak","CB;ED;GU;AM","Ryer Island","09/05/2023","RYER-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",46,20.3,6.9,11193,7.3,10.2,0.33,0.36,9.8," 2=low",1," Inside",NA," false"," guest: Leigh","RYER-N","Ryer Island",13663,"Trawl","MAC",""," "," 2= against flow"," Channel",1.3,NA,NA,NA,"","10:10","10:16",6,NA,NA,38.085752,122.015571,38.085929,122.013678,31511,573964,581913,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," "," Garmin 5",2," "," retowed MAC due to veg + mud + shallow depth; MAC 1st tow hit mud; discarded; retowed",38.085752,-122.015571,38.085929,-122.013678,2472,"Crab zoea",100,1,1,"FRP","2023-09-05",41.9429500711358,0.0238419090289068,2023-09-05,2023,9,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"392","MAC12-TULE-05SEP2023",121,8226,"true","Mudsucker","DD;GU;DH;SH;GN","Tule Red","09/05/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",41,19.7,8.13,11409,7.8,18.5,0.3,0.7,9.2," 1=absent",2," Inside",NA," false"," guest: NK (Natalie Kolm)","TULE-CH-LG-M","Tule Red",13671,"Trawl","MAC",""," "," 2= against flow"," Channel",2.1,NA,NA,NA,"","09:39","09:50",10,NA,NA,38.131166,121.990222,38.128485,121.987827,31506,712014,729819,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",11,11," "," Garmin 6",5," "," ",38.131166,-121.990222,38.128485,-121.987827,1452,"Crab zoea",100,126,126,"FRP","2023-09-05",93.9481980144136,1.3411646275607,2023-09-05,2023,9,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"393","MAC14-WINT-22AUG2023",121,8144,"true","Mudsucker","AC;DH;SH;GN","Winter Island","08/22/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",113,22.9,6.23,1317,7.1,6,0.25,0.33,9," 1=absent",1," Inside",NA," false"," re-doing same location because other stations have too much SAV","WINT-CH-INT","Winter Island",13575,"Trawl","MAC",""," "," 2= against flow"," Channel",2,NA,NA,NA,"","09:55","10:05",10,NA,NA,38.029437,121.841304,38.031326,121.842422,31506,676871,694449,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",11,11," "," Garmin 6",NA," "," ",38.029437,-121.841304,38.031326,-121.842422,2178,"Crab zoea",100,6,6,"FRP","2023-08-22",92.750431041694,0.0646897263183912,2023-08-22,2023,8,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"394","MAC23-BROW-22AUG2023",121,8147,"true","Chinook","DMC;ED;GU;AM","Browns Island","08/22/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",99,23,6.61,3573,7.1,5.4,0.15,0.37,11," 2=low",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island",13571,"Trawl","MAC",""," "," 2= against flow"," Channel",3.9,NA,NA,NA,"","10:00","10:10",10,NA,NA,38.039907,121.870208,38.0384,121.867033,31511,504872,522866,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," "," Garmin 5",2," "," ",38.039907,-121.870208,38.0384,-121.867033,2537,"Crab zoea",100,151,151,"FRP","2023-08-22",94.9454577405986,1.59038677145092,2023-08-22,2023,8,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"395","MAC11-TULE-05SEP2023",121,8225,"true","Mudsucker","DD;GU;DH;SH;GN","Tule Red","09/05/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",44,19.6,8.06,11450,7.6,15.2,0.39,0.94,10," 1=absent",2," Inside",NA," false"," Guest is NK (Natalie Kolm)","TULE-CH-LG-SE","Tule Red",13669,"Trawl","MAC",""," "," 2= against flow"," Channel",2.3,NA,NA,NA,"","08:44","08:54",10,NA,NA,38.125794,121.985629,38.122758,121.983482,31506,694553,711887,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",11,11," "," Garmin 6",3," "," ",38.125794,-121.985629,38.122758,-121.983482,1113,"Crab zoea",100,71,71,"FRP","2023-09-05",91.4629634586827,0.77627049589393,2023-09-05,2023,9,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"396","MAC24-BROW-22AUG2023",121,8148,"true","Chinook","DMC;ED;GU;AM","Browns Island","08/22/2023","BROW-CH-MAIN","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",162,22.9,3.45,3402,6.8,2.3,0.13,0.67,21.1," 2=low",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island",13573,"Trawl","MAC",""," "," 2= against flow"," Channel",3.6,NA,NA,NA,"","10:27","10:37",10,NA,NA,38.039702,121.864224,38.038301,121.860333,31511,522877,540421,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 5",2," "," ",38.039702,-121.864224,38.038301,-121.860333,2702,"Crab zoea",100,25,25,"FRP","2023-08-22",92.5710298211105,0.270062891687728,2023-08-22,2023,8,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"397","MAC24-RYER-05SEP2023",121,8224,"true","Kvichak","CB;ED;GU;AM","Ryer Island","09/05/2023","RYER-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",58,21.1,6.85,10591,7.2,8.2,0.22,0.28,10.7," 2=low",1," Inside",NA," false"," tides shifting/wonky","RYER-S","Ryer Island",13667,"Trawl","MAC",""," "," 2= against flow"," Channel",2.6,NA,NA,NA,"","11:34","11:44",10,NA,NA,38.080988,122.017567,38.077346,122.013813,31511,600520,621564,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 5",2," "," ",38.080988,-122.017567,38.077346,-122.013813,2773,"Crab zoea",100,11,11,"FRP","2023-09-05",111.03880252824,0.0990644689022325,2023-09-05,2023,9,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"398","MAC22-BROW-22AUG2023",121,8146,"true","Chinook","DMC;ED;GU;AM","Browns Island","08/22/2023","BROW-CH-MAIN","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",106,22.4,7.69,3201,7.5,6.5,0.19,0.37,7.4," 2=low",2," Inside",NA," false"," eDNA sample taken","BROW-CH-MAIN","Browns Island",13569,"Trawl","MAC",""," "," 2= against flow"," Channel",3.7,NA,NA,NA,"","09:17","09:27",10,NA,NA,38.042459,121.870375,38.040725,121.869207,31511,487616,504824,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 5",2," "," ",38.042459,-121.870375,38.040725,-121.869207,2379,"Crab zoea",100,142,142,"FRP","2023-08-22",90.798123641226,1.5639089697612,2023-08-22,2023,8,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"399","MAC23-RYER-05SEP2023",121,8223,"true","Kvichak","CB;ED;GU;AM","Ryer Island","09/05/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",58,20.9,6.82,10570,7.2,9.2,0.25,0.32,10.8," 2=low",1," Inside",NA," false"," guest: Leigh","RYER-CH-LG-M","Ryer Island",13665,"Trawl","MAC",""," "," 2= against flow"," Channel",2,NA,NA,NA,"","10:58","11:08",10,NA,NA,38.080687,122.016961,38.082893,122.013112,31511,581929,600500,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 5",2," "," ",38.080687,-122.016961,38.082893,-122.013112,2644,"Crab zoea",100,7,7,"FRP","2023-09-05",97.9900019840312,0.0714358593557407,2023-09-05,2023,9,"74","","","","crab zoea","Invertebrate","","","","Decapoda","Malacostraca","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","","Other","Decapoda","Decapoda","crab zoea",""
"400","MAC24-WTIB-12APR2023",123,7908,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",58,15.6,10.95,154,7.8,11.3,0.38,0.78,13.2," 1=absent",1," Outside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm",13189,"Trawl","MAC",""," "," 2= against flow"," Channel",4.4,NA,NA,NA,"","14:17","14:24",6.8,NA,NA,38.102802,121.584709,38.101528,121.580856,31511,359878,374059,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",4," "," MAC 6 minutes and 50 seconds.",38.0978553333333,-121.593468,38.0965813333333,-121.589615,2779,"Crangonyx",100,1,1,"FRP","2023-04-12",74.8261385028025,0.0133643138615598,2023-04-12,2023,4,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
"401","MAC13-DECK-11APR2023",123,7915,"true","SeaArk","GU;SH;GN","Decker Island","04/11/2023","DECK-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," "," 2=ebb",76,15.3,8.57,169,7,11.1,0.13,0.43,11.3," 1=absent",2," Inside",NA," false"," ","DECK-CH-INT","Decker Island",13219,"Trawl","MAC",""," "," 2= against flow"," Channel",1.4,NA,50,NA,"","13:00","00:00",NA,NA,NA,38.084441,121.723933,NA,NA,31506,73337,77509,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","5.Boogie board",11,11," "," Garmin 5",2," "," ",38.084441,-121.723933,NA,NA,1605,"Crangonyx",100,5,5,"FRP","2023-04-11",9.8174770424681,0.509295817894065,2023-04-11,2023,4,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
"402","MAC21-BROW-13NOV2023",123,8532,"true","Chinook","AC;ED;SH;MO","Browns Island","11/13/2023","BROW-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",78,16.3,9.03,9055,7.6,7.1,0.04,0.3,7.8," 1=absent",1," Inside",NA," false"," ","BROW-CH-W","Browns Island",14036,"Trawl","MAC",""," "," 2= against flow"," Channel",1.7,NA,NA,NA,"","14:15","14:25",10,NA,NA,38.035779,121.873834,38.041603,121.873703,31507,117686,143712,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," "," ",5," "," hit some veg pieces floating in water column; not a large amount",38.035779,-121.873834,38.041603,-121.873703,2236,"Crangonyx",100,1,1,"FRP","2023-11-13",137.326357850218,0.00728192326407362,2023-11-13,2023,11,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
"403","MAC14-LOWE-16AUG2023",123,8208,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","08/16/2023","LOWE-CH-ENTRANCE-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",76,24.7,5.03,221,7.2,8,0.15,0.53,13.6," 1=absent",1," Inside",NA," false"," ","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch",13637,"Trawl","MAC",""," "," 2= against flow"," Channel",2.3,NA,NA,NA,"","10:41","10:46",5,NA,NA,38.341124,121.665389,38.342191,121.665105,31511,303430,314403,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," 34-66%"," Garmin 6",4," "," MAC stopped short because cod end already 1/2 full of filamentous algae",38.341124,-121.665389,38.342191,-121.665105,2046,"Crangonyx",100,2,2,"FRP","2023-08-16",57.8991056900961,0.0345428478758371,2023-08-16,2023,8,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
"404","MAC21-FLYW-27APR2023",123,7879,"true","Mudsucker","BA;AC;DC;ED;AE","Flyway Farms","04/27/2023","FLYW-CH-W","1=0-33% clouds","0=Calm; glassy"," NW"," 1=high slack",53,21.9,6.79,761,9.4,11.2,0.31,1.82,16.4," 1=absent",2," Inside",NA," false"," ","FLYW-CH-W","Yolo Flyway Farms",13112,"Trawl","MAC",""," "," 2= against flow"," Channel",1.2,NA,NA,NA,"","11:23","11:28",5,NA,NA,38.360976,121.643051,38.360859,121.645489,31506,292593,293669,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",11,11," "," Garmin 5",2," "," not enough distance for 10 min mac trawl. 1 large crayfish removed from mac trawl. ",38.360976,-121.643051,38.360859,-121.645489,2278,"Crangonyx",25,1,4,"FRP","2023-04-27",5.6775209808205,0.704532843385799,2023-04-27,2023,4,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
"405","MAC11-DECK-08NOV2023",123,8525,"true","SeaArk","DMC;DH;GN","Decker Island","11/08/2023","DECK-CH-INT","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",NA,15.8,9.99,193,7.7,5,0.15,0.32,5.7," 1=absent",2," Inside",NA," false"," no secchi because giant log flowed down and disrupted sediment.","DECK-CH-INT","Decker Island",14025,"Trawl","MAC",""," "," 2= against flow"," Channel",1.5,NA,54,NA,"","13:48","00:00",NA,NA,NA,38.084865,121.723397,NA,NA,31507,109000,111473,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","5.Boogie board",5,5," "," ",5," "," Each tow is 9m; modified boogie board with pulley system",38.084865,-121.723397,NA,NA,921,"Crangonyx",100,4,4,"FRP","2023-11-08",10.6028752058656,0.377256161403011,2023-11-08,2023,11,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
"406","MAC11-DECK-11APR2023",123,7825,"true","SeaArk","GU;SH;GN","Decker Island","04/11/2023","DECK-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",78,14.4,8.86,169,7.1,7.9,0.11,0.39,10.5," 1=absent",2," Inside",NA," false"," boogie board used for all 3 nets. 3/10 neuston tows mostly underwater","DECK-CH-INT","Decker Island",13212,"Trawl","MAC",""," "," 2= against flow"," Channel",1.5,NA,53,NA,"","11:00","00:00",NA,NA,NA,38.08443,121.723975,NA,NA,31506,67161,70356,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","5.Boogie board",11,11," "," Garmin 5",2," "," ",38.08443,-121.723975,NA,NA,936,"Crangonyx",100,1,1,"FRP","2023-04-11",10.4065256650162,0.09609355054605,2023-04-11,2023,4,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
"407","MAC24-PEYT-13APR2023",123,7928,"true","Mudsucker","MA;ED;GU;AM","Peytonia-Suisun","04/13/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",23,16.2,7.3,2004,7.7,32.6,0.39,1.96,41.2," 1=absent",2," Inside",NA," false"," mac trawled next to salmon cage","PEYT-PEYT","Peytonia-Suisun",13272,"Trawl","MAC",""," "," 2= against flow"," Channel",2.8,NA,NA,NA,"","12:55","13:05",10,NA,NA,38.231794,122.027476,38.230913,122.03093,31511,436986,459014,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," MAC trawled next to salmon cage",38.2268473333333,-122.036235,38.2259663333333,-122.039689,2765,"Crangonyx",100,1,1,"FRP","2023-04-13",116.230884912188,0.00860356522928909,2023-04-13,2023,4,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
"408","MAC23-FLYW-27APR2023",123,7886,"true","Mudsucker","BA;AC;DC;ED;AE","Flyway Farms","04/27/2023","FLYW-CH-ENTRANCE","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",39,23.2,7.73,760,8.9,10,0.21,1.68,16.1," 1=absent",2," Inside",NA," false"," ","FLYW-CH-ENTRANCE","Yolo Flyway Farms",13135,"Trawl","MAC",""," "," 2= against flow"," Channel edge",1.4,NA,NA,NA,"","13:29","13:34",5,NA,NA,38.360596,121.640189,38.360884,121.642934,31506,309383,318877,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",11,11," "," Garmin 5",2," "," mac 5 minutes; hit end of station",38.360596,-121.640189,38.360884,-121.642934,2585,"Crangonyx",100,1,1,"FRP","2023-04-27",50.0951525947117,0.0199620112566653,2023-04-27,2023,4,"110","","","","Crangonyx","Invertebrate","","Crangonyx","Crangonycitidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Crangonyx",""
