"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season"
"134",7826,12930,"EAV21-HORS-11APR2023","true","MI","EAV",""," "," "," Channel edge",1.3,NA,NA,NA,"","08:24","",NA,NA,0.7,38.088684,121.724391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",72,13.9,10.04,177,7.6,7.4,0.32,0.64,10.7," 1=absent",1," Inside",NA," false"," guest Alec",2023-04-11,2023,4,"2023-04-11 08:24","Spring"
"135",7826,12932,"ZOOP21-HORS-11APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",4.6,NA,NA,NA,"","08:59","09:04",5,NA,NA,38.088752,121.724703,38.087896,121.721647,31512,101062,109097,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","","1",1," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",72,13.9,10.04,177,7.6,7.4,0.32,0.64,10.7," 1=absent",1," Inside",NA," false"," guest Alec",2023-04-11,2023,4,"2023-04-11 08:59","Spring"
"136",7826,12931,"PPG21-HORS-11APR2023","true","MI","PPG",""," "," "," Channel edge",1.3,NA,NA,NA,"","08:24","",NA,NA,1.3,38.088684,121.724391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",80,10,0,0,0,10,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",72,13.9,10.04,177,7.6,7.4,0.32,0.64,10.7," 1=absent",1," Inside",NA," false"," guest Alec",2023-04-11,2023,4,"2023-04-11 08:24","Spring"
"137",7826,12929,"MAC21-HORS-11APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",3.5,NA,NA,NA,"","08:59","09:09",10,NA,NA,38.088752,121.724703,38.087711,121.718165,31511,250786,275428,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",72,13.9,10.04,177,7.6,7.4,0.32,0.64,10.7," 1=absent",1," Inside",NA," false"," guest Alec",2023-04-11,2023,4,"2023-04-11 08:59","Spring"
"138",7826,12933,"NT21-HORS-11APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",4.6,NA,NA,NA,"","08:59","09:04",5,NA,NA,38.088752,121.724703,38.087896,121.721647,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",72,13.9,10.04,177,7.6,7.4,0.32,0.64,10.7," 1=absent",1," Inside",NA," false"," guest Alec",2023-04-11,2023,4,"2023-04-11 08:59","Spring"
"139",7827,12938,"PPG22-HORS-11APR2023","true","MI","PPG",""," "," "," Channel edge",2.3,NA,NA,NA,"","10:20","",NA,NA,2.3,38.088526,121.708744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",80,15,0,0,0,5,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",62,14.5,10.12,169,7.5,9.2,0.41,0.87,11.4," 1=absent",1," Inside",NA," false"," guest Alec; environmentals done @ end of trawl with sweep and ponar",2023-04-11,2023,4,"2023-04-11 10:20","Spring"
"140",7827,12935,"ZOOP22-HORS-11APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.2,NA,NA,NA,"","09:42","09:47",5,NA,NA,38.088148,121.711305,38.088114,121.711161,31512,109094,117091,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",62,14.5,10.12,169,7.5,9.2,0.41,0.87,11.4," 1=absent",1," Inside",NA," false"," guest Alec; environmentals done @ end of trawl with sweep and ponar",2023-04-11,2023,4,"2023-04-11 09:42","Spring"
"141",7827,12936,"NT22-HORS-11APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",1.2,NA,NA,NA,"","09:42","09:47",5,NA,NA,38.088148,121.711305,38.088114,121.711161,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",62,14.5,10.12,169,7.5,9.2,0.41,0.87,11.4," 1=absent",1," Inside",NA," false"," guest Alec; environmentals done @ end of trawl with sweep and ponar",2023-04-11,2023,4,"2023-04-11 09:42","Spring"
"142",7827,12934,"MAC22-HORS-11APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.3,NA,NA,NA,"","09:42","09:52",10,NA,NA,38.088148,121.711305,38.088267,121.707972,31511,275728,299106,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",62,14.5,10.12,169,7.5,9.2,0.41,0.87,11.4," 1=absent",1," Inside",NA," false"," guest Alec; environmentals done @ end of trawl with sweep and ponar",2023-04-11,2023,4,"2023-04-11 09:42","Spring"
"143",7827,12937,"EAV22-HORS-11APR2023","true","MI","EAV",""," "," "," Channel edge",2.3,NA,NA,NA,"","10:20","",NA,NA,1.5,38.088526,121.708744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," 12 stems sampled",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",62,14.5,10.12,169,7.5,9.2,0.41,0.87,11.4," 1=absent",1," Inside",NA," false"," guest Alec; environmentals done @ end of trawl with sweep and ponar",2023-04-11,2023,4,"2023-04-11 10:20","Spring"
"144",7829,12944,"PPG23-HORS-11APR2023","true","MI","PPG",""," "," "," Channel edge",0.9,NA,NA,NA,"","","",NA,NA,0.9,38.087704,121.719294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",65,10,0,0,0,25,NA,NA," false"," "," ","","",NA," "," Garmin 6",4," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",76,14.3,10.04,172,7.5,9.9,0.3,0.62,10.9," 1=absent",1," Inside",NA," false"," guest: Alec S.",2023-04-11,2023,4,"2023-04-11 ","Spring"
"145",7829,12943,"EAV23-HORS-11APR2023","true","MI","EAV",""," "," "," Channel edge",2.1,NA,NA,NA,"","","",NA,NA,1.1,38.087704,121.719294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",4," "," 20 stems",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",76,14.3,10.04,172,7.5,9.9,0.3,0.62,10.9," 1=absent",1," Inside",NA," false"," guest: Alec S.",2023-04-11,2023,4,"2023-04-11 ","Spring"
"146",7829,12940,"ZOOP23-HORS-11APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",4.2,NA,NA,NA,"","10:56","11:01",5,NA,NA,38.088951,121.725223,38.088152,121.722913,31512,117107,125047,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 6",4," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",76,14.3,10.04,172,7.5,9.9,0.3,0.62,10.9," 1=absent",1," Inside",NA," false"," guest: Alec S.",2023-04-11,2023,4,"2023-04-11 10:56","Spring"
"147",7829,12939,"MAC23-HORS-11APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",4.4,NA,NA,NA,"","10:56","11:06",10,NA,NA,38.088951,121.725223,38.087609,121.71988,31511,300656,324579,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",4," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",76,14.3,10.04,172,7.5,9.9,0.3,0.62,10.9," 1=absent",1," Inside",NA," false"," guest: Alec S.",2023-04-11,2023,4,"2023-04-11 10:56","Spring"
"148",7829,12942,"NT23-HORS-11APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",4.2,NA,NA,NA,"","10:56","11:01",5,NA,NA,38.088951,121.725223,38.088152,121.722913,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",4," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",76,14.3,10.04,172,7.5,9.9,0.3,0.62,10.9," 1=absent",1," Inside",NA," false"," guest: Alec S.",2023-04-11,2023,4,"2023-04-11 10:56","Spring"
"149",7830,12947,"NT24-HORS-11APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",1.9,NA,NA,NA,"","12:19","12:23",5,NA,NA,38.088141,121.712963,38.088092,121.711067,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," Data sheet has GPS 1 start as 38.087951; 121.713974; but Comments say Mac Start as 38.088141; 121.712963. Mac Start value entered as starting lat/long.",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",51,15.2,10.8,168,7.8,12.1,0.34,0.87,11," 1=absent",1," Inside",NA," false"," ",2023-04-11,2023,4,"2023-04-11 12:19","Spring"
"150",7830,12948,"EAV24-HORS-11APR2023","true","MI","EAV",""," "," "," Channel edge",1,NA,NA,NA,"","12:00","",NA,NA,0.5,38.088303,121.715102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," 22 stems sampled",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",51,15.2,10.8,168,7.8,12.1,0.34,0.87,11," 1=absent",1," Inside",NA," false"," ",2023-04-11,2023,4,"2023-04-11 12:00","Spring"
"151",7830,12949,"PPG24-HORS-11APR2023","true","MI","PPG",""," "," "," Channel edge",1,NA,NA,NA,"","12:00","",NA,NA,1,38.088303,121.715102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",75,5,0,0,0,20,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",51,15.2,10.8,168,7.8,12.1,0.34,0.87,11," 1=absent",1," Inside",NA," false"," ",2023-04-11,2023,4,"2023-04-11 12:00","Spring"
"152",7830,12945,"MAC24-HORS-11APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",4.8,NA,NA,NA,"","12:19","12:30",10,NA,NA,38.088141,121.712963,38.088316,121.70711,31511,324834,347435,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," Data sheet has GPS 1 start as 38.087951; 121.713974; but Comments say Mac Start as 38.088141; 121.712963. Mac Start value entered as starting lat/long.",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",51,15.2,10.8,168,7.8,12.1,0.34,0.87,11," 1=absent",1," Inside",NA," false"," ",2023-04-11,2023,4,"2023-04-11 12:19","Spring"
"153",7830,12946,"ZOOP24-HORS-11APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.9,NA,NA,NA,"","12:19","12:23",5,NA,NA,38.088141,121.712963,38.088092,121.711067,31512,125061,132304,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," Data sheet has GPS 1 start as 38.087951; 121.713974; but Comments say Mac Start as 38.088141; 121.712963. Mac Start value entered as starting lat/long.",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",51,15.2,10.8,168,7.8,12.1,0.34,0.87,11," 1=absent",1," Inside",NA," false"," ",2023-04-11,2023,4,"2023-04-11 12:19","Spring"
"154",7831,12953,"EAV11-RUSH-12APR2023","true","MI","EAV",""," "," "," Channel edge",0.4,NA,NA,NA,"","08:30","",NA,NA,0.2,38.20441,122.028251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," 40 stems",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",14,15.6,7.42,2212,7.5,37.7,0.66,3.02,39.5," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 08:30","Spring"
"155",7831,12950,"MAC11-RUSH-12APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","08:56","09:01",5.5,NA,NA,38.204612,122.028323,38.204941,122.026411,31506,81950,91469,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","11",11," "," Garmin 5",2," "," Tows stopped at 5 min because channel becomes too shallow. MAC started 30s before NT/Zoop. so starting GPS for MAC is a bit off",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",14,15.6,7.42,2212,7.5,37.7,0.66,3.02,39.5," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 08:56","Spring"
"156",7831,12954,"PPG11-RUSH-12APR2023","true","MI","PPG",""," "," "," Channel edge",1.3,NA,NA,NA,"","08:30","",NA,NA,1.3,38.20441,122.028251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",95,0,0,0,0,5,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",14,15.6,7.42,2212,7.5,37.7,0.66,3.02,39.5," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 08:30","Spring"
"157",7831,12952,"NT11-RUSH-12APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","08:56","09:01",5,NA,NA,38.204612,122.028323,38.204941,122.026411,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",14,15.6,7.42,2212,7.5,37.7,0.66,3.02,39.5," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 08:56","Spring"
"158",7831,12951,"ZOOP11-RUSH-12APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","08:56","09:01",5,NA,NA,38.204612,122.028323,38.204941,122.026411,31508,33151,38970,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",14,15.6,7.42,2212,7.5,37.7,0.66,3.02,39.5," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 08:56","Spring"
"159",7832,12956,"PPG12-RUSH-12APR2023","true","MI","PPG",""," "," "," Channel edge",0.8,NA,NA,NA,"","09:52","",NA,NA,0.8,38.205093,122.028569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",75,0,0,0,0,25,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",20,16.4,6.46,2533,7.5,47.1,0.9,3.7,40.4," 1=absent",2," Inside",NA," false"," point samples taken at side channel N. Point samples only",2023-04-12,2023,4,"2023-04-12 09:52","Spring"
"160",7832,12955,"EAV12-RUSH-12APR2023","true","MI","EAV",""," "," "," Channel edge",0.6,NA,NA,NA,"","09:52","",NA,NA,0.3,38.205093,122.028569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ~50 stems sampled",NA,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",20,16.4,6.46,2533,7.5,47.1,0.9,3.7,40.4," 1=absent",2," Inside",NA," false"," point samples taken at side channel N. Point samples only",2023-04-12,2023,4,"2023-04-12 09:52","Spring"
"161",7833,12961,"PPG13-RUSH-12APR2023","true","MI","PPG",""," "," "," Channel edge",1,NA,NA,NA,"","10:20","",NA,NA,1,38.202637,122.03012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",95,0,0,0,0,5,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,15.6,7.61,2133,7.7,3.9,0.47,2.49,39.7," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 10:20","Spring"
"162",7833,12959,"NT12-RUSH-12APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",0.8,NA,NA,NA,"","10:39","10:44",5,NA,NA,38.202682,122.029946,38.203485,122.028824,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,15.6,7.61,2133,7.7,3.9,0.47,2.49,39.7," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 10:39","Spring"
"163",7833,12957,"MAC12-RUSH-12APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",0.8,NA,NA,NA,"","10:39","10:49",10,NA,NA,38.202682,122.029946,38.204581,122.028823,31506,91464,110352,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","11",11," "," Garmin 5",2," "," MAC had a second bottle so it is 2 jars not 1",NA,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,15.6,7.61,2133,7.7,3.9,0.47,2.49,39.7," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 10:39","Spring"
"164",7833,12958,"ZOOP12-RUSH-12APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",0.8,NA,NA,NA,"","10:39","10:44",5,NA,NA,38.202682,122.029946,38.203485,122.028824,31508,38988,45091,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,15.6,7.61,2133,7.7,3.9,0.47,2.49,39.7," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 10:39","Spring"
"165",7833,12960,"EAV13-RUSH-12APR2023","true","MI","EAV",""," "," "," Channel edge",0.3,NA,NA,NA,"","10:20","",NA,NA,0.3,38.202637,122.03012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",5," "," EAV - too shallow to do 1/2 depth; 30 stems",NA,"true","Chinook","CB;DMC;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,15.6,7.61,2133,7.7,3.9,0.47,2.49,39.7," 1=absent",2," Inside",NA," false"," ",2023-04-12,2023,4,"2023-04-12 10:20","Spring"
"166",7834,12965,"PPG14-RUSH-12APR2023","true","MI","PPG",""," "," "," Channel edge",1.4,NA,NA,NA,"","11:49","",NA,NA,1.4,38.198251,122.033155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",60,0,0,0,0,40,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",23,15.9,7.83,2067,7.7,34.1,0.49,2.21,39.7," 1=absent",2," Inside",NA," false"," MAC hit bottom cannot redo because it was too shallow",2023-04-12,2023,4,"2023-04-12 11:49","Spring"
"167",7834,12962,"ZOOP13-RUSH-12APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","11:49","11:54",5,NA,NA,38.198155,122.032758,38.199571,122.032107,31508,45091,50858,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",23,15.9,7.83,2067,7.7,34.1,0.49,2.21,39.7," 1=absent",2," Inside",NA," false"," MAC hit bottom cannot redo because it was too shallow",2023-04-12,2023,4,"2023-04-12 11:49","Spring"
"168",7834,12964,"EAV14-RUSH-12APR2023","true","MI","EAV",""," "," "," Channel edge",0.4,NA,NA,NA,"","11:49","",NA,NA,0.3,38.198251,122.033155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," ~ 40 stems sampled; EAV sample hit bottom",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",23,15.9,7.83,2067,7.7,34.1,0.49,2.21,39.7," 1=absent",2," Inside",NA," false"," MAC hit bottom cannot redo because it was too shallow",2023-04-12,2023,4,"2023-04-12 11:49","Spring"
"169",7834,12963,"NT13-RUSH-12APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","11:49","11:54",5,NA,NA,38.198155,122.032758,38.199571,122.032107,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 5",2," "," ",NA,"true","Chinook","CB;DNC;SH;GN","Rush Ranch","04/12/2023","RUSH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",23,15.9,7.83,2067,7.7,34.1,0.49,2.21,39.7," 1=absent",2," Inside",NA," false"," MAC hit bottom cannot redo because it was too shallow",2023-04-12,2023,4,"2023-04-12 11:49","Spring"
