"","VisitNo","newLocation","SampleID_key","GearTypeAbbreviation","Location","FishLength","OrganismId","EntryOrder","OrganismCode","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN"
"1318",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",NA,351,NA,"131","","","","Odonata Other","Invertebrate","","","","Odonata","Insecta","Arthropoda","","","","","larvae",FALSE,"Present",NA,"","Insecta Adult","Insecta","Odonata","Insecta","Odonata Other"
"1319",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",7,469,121497,"974","SPLITT","ST","SPLT","Splittail","Fish","macrolepidotus","Pogonichthys","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Native","Moderate Concern","","MC","",FALSE,"Present",NA,"Sacramento Splittail","Fish Larvae","Fish Larvae","fish","fish","Sacramento Splittail"
"1320",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",3,198,121498,"195","UNID","UNKLARV","","Fish larvae","Fish","","","","","Actinopterygii","Chordata","","","","","larvae",TRUE,"Present",NA,"Fish larvae","Fish Larvae","Fish Larvae","fish","fish","Fish larvae"
"1321",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",6,315,121499,"197","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside"
"1322",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",6,47,121500,"909","BIGLOG","BLP","LP","Bigscale Logperch","Fish","macrolepida","Percidae","Percidae","Perciformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Bigscale Logperch","Fish Larvae","Fish Larvae","fish","fish","Bigscale Logperch"
"1323",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",NA,69,NA,"49","","","","Calanoid Other","Zooplankton","","","","Calanoida","Copepoda","Arthropoda","","","","","adult",TRUE,"Present",NA,"","","Calanoida Adult","Calanoida","Copepoda","Calanoid Other"
"1324",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",NA,140,NA,"28","","","","Cyclopoid UNID","Zooplankton","","","","Cyclopoida","Copepoda","Arthropoda","","","","","adult",TRUE,"Present",NA,"","","Cyclopoida Adult","Cyclopoida","Copepoda","Cyclopoid UNID"
"1325",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",NA,94,NA,"107","","","","Cladocera","Invertebrate","","","","Cladocera","Branchiopoda","Arthropoda","","","","","adult",TRUE,"Present",NA,"","","Cladocera","Cladocera","Cladocera","Cladocera"
"1326",7830,"Horseshoe Bend",12945,"MAC","Horseshoe Bend",NA,238,NA,"137","","","","Hydra","Invertebrate","","Hydra","Hydridae","Hydrida","Hydrozoa","Cnidaria","","","","","adult",FALSE,"Present",NA,"","Cnidaria","Cnidaria","Cnidaria","Cnidaria","Hydra"
"1327",7831,"Rush Ranch",12950,"MAC","Rush Ranch",58,315,29161,"197","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside"
"1328",7831,"Rush Ranch",12950,"MAC","Rush Ranch",52,16,119681,"300","","","","Americorophium spinicorne","Invertebrate","spinicorne","Americorophium","Corophiidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Amphipoda Adult","Amphipoda","Amphipoda","Amphipoda","Americorophium spinicorne"
"1329",7831,"Rush Ranch",12950,"MAC","Rush Ranch",NA,205,NA,"303","","","","Gammarid juvenile","Invertebrate","","","Gammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","larvae",FALSE,"Present",NA,"","Amphipoda Juv","Amphipoda","Gammaridae","Amphipoda","Gammarid"
"1330",7831,"Rush Ranch",12950,"MAC","Rush Ranch",28,133,119682,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1331",7831,"Rush Ranch",12950,"MAC","Rush Ranch",30,133,119683,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1332",7831,"Rush Ranch",12950,"MAC","Rush Ranch",31,133,119684,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1333",7831,"Rush Ranch",12950,"MAC","Rush Ranch",30,133,119685,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1334",7831,"Rush Ranch",12950,"MAC","Rush Ranch",35,133,119686,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1335",7831,"Rush Ranch",12950,"MAC","Rush Ranch",36,133,119687,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1336",7831,"Rush Ranch",12950,"MAC","Rush Ranch",28,133,119688,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1337",7831,"Rush Ranch",12950,"MAC","Rush Ranch",28,133,119689,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1338",7831,"Rush Ranch",12950,"MAC","Rush Ranch",25,133,119690,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1339",7831,"Rush Ranch",12950,"MAC","Rush Ranch",31,133,119691,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1340",7831,"Rush Ranch",12950,"MAC","Rush Ranch",23,133,119692,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1341",7831,"Rush Ranch",12950,"MAC","Rush Ranch",30,133,119693,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1342",7831,"Rush Ranch",12950,"MAC","Rush Ranch",NA,1041,NA,"10055","","","","Oligochaete fragments","Other","","","","","Oligochaeta","Annelida","","","","","",FALSE,"Present",NA,"","Annelida","Annelida","Annelida","Annelida","Oligochaete fragments"
"1343",7831,"Rush Ranch",12950,"MAC","Rush Ranch",9,400,119694,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1344",7831,"Rush Ranch",12950,"MAC","Rush Ranch",9,400,119695,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1345",7831,"Rush Ranch",12950,"MAC","Rush Ranch",8,400,119696,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1346",7831,"Rush Ranch",12950,"MAC","Rush Ranch",8,400,119697,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1347",7831,"Rush Ranch",12950,"MAC","Rush Ranch",8,400,119698,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1348",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119699,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1349",7831,"Rush Ranch",12950,"MAC","Rush Ranch",8,400,119700,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1350",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119701,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1351",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119702,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1352",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119703,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1353",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119704,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1354",7831,"Rush Ranch",12950,"MAC","Rush Ranch",8,400,119705,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1355",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119706,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1356",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119707,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1357",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119708,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1358",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119709,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1359",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119710,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1360",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119711,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1361",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119712,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1362",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119713,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1363",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119714,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1364",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119715,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1365",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119716,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1366",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119717,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1367",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119718,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1368",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119719,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1369",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119720,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1370",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119721,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1371",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119722,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1372",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119723,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1373",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119724,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1374",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119725,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1375",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119726,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1376",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119727,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1377",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119728,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1378",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119729,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1379",7831,"Rush Ranch",12950,"MAC","Rush Ranch",6,400,119730,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1380",7831,"Rush Ranch",12950,"MAC","Rush Ranch",7,400,119731,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1381",7831,"Rush Ranch",12950,"MAC","Rush Ranch",34,315,119732,"197","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside"
"1382",7831,"Rush Ranch",12950,"MAC","Rush Ranch",NA,66,NA,"108","","","","Calanoid","Invertebrate","","","","Calanoida","Copepoda","Arthropoda","","","","","adult",TRUE,"Present",NA,"","","Calanoida Adult","Calanoida","Copepoda","Calanoid"
"1383",7833,"Rush Ranch",12957,"MAC","Rush Ranch",59,315,29162,"197","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside"
"1384",7833,"Rush Ranch",12957,"MAC","Rush Ranch",52,206,116458,"77","","","","Gammarus","Invertebrate","spp.","Gammarus","Gammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Gammarus"
"1385",7833,"Rush Ranch",12957,"MAC","Rush Ranch",22,133,116459,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1386",7833,"Rush Ranch",12957,"MAC","Rush Ranch",26,133,116460,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1387",7833,"Rush Ranch",12957,"MAC","Rush Ranch",29,133,116461,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1388",7833,"Rush Ranch",12957,"MAC","Rush Ranch",29,133,116462,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1389",7833,"Rush Ranch",12957,"MAC","Rush Ranch",29,133,116463,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1390",7833,"Rush Ranch",12957,"MAC","Rush Ranch",36,133,116464,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1391",7833,"Rush Ranch",12957,"MAC","Rush Ranch",35,133,116465,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1392",7833,"Rush Ranch",12957,"MAC","Rush Ranch",29,133,116466,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1393",7833,"Rush Ranch",12957,"MAC","Rush Ranch",38,133,116467,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1394",7833,"Rush Ranch",12957,"MAC","Rush Ranch",28,133,116468,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1395",7833,"Rush Ranch",12957,"MAC","Rush Ranch",21,133,116469,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1396",7833,"Rush Ranch",12957,"MAC","Rush Ranch",21,133,116470,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"1397",7833,"Rush Ranch",12957,"MAC","Rush Ranch",NA,1041,NA,"10055","","","","Oligochaete fragments","Other","","","","","Oligochaeta","Annelida","","","","","",FALSE,"Present",NA,"","Annelida","Annelida","Annelida","Annelida","Oligochaete fragments"
"1398",7833,"Rush Ranch",12957,"MAC","Rush Ranch",NA,357,NA,"102","","","","Oligocheate","Invertebrate","","","","","Oligocheata","Annelida","","","","","adult",FALSE,"Present",NA,"","Annelida","Annelida","Annelida","Annelida","Oligocheate"
"1399",7833,"Rush Ranch",12957,"MAC","Rush Ranch",NA,338,NA,"145","","","","Nematode","Invertebrate","","","","","","Nematoda","","","","","adult",FALSE,"Present",NA,"","Nematoda","Nematoda","Nematoda","Nematoda","Nematode"
"1400",7833,"Rush Ranch",12957,"MAC","Rush Ranch",51,210,116471,"178","","","","Gnorimosphaeroma","Invertebrate","insulare","Gnorimosphaeroma","Sphaeromatidae","Isopoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Isopoda","Isopoda","Isopoda","Isopoda","Gnorimosphaeroma"
"1401",7833,"Rush Ranch",12957,"MAC","Rush Ranch",6,400,116472,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1402",7833,"Rush Ranch",12957,"MAC","Rush Ranch",6,400,116473,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1403",7833,"Rush Ranch",12957,"MAC","Rush Ranch",6,400,116474,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"1404",7833,"Rush Ranch",12957,"MAC","Rush Ranch",8,400,116475,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
