"","Comments","CommonName","Length","Count","Date","DepthOfWater","effort","FishCatchNotes","GearTypeAbbreviation","LAB_NAME","LatitudeEnd","LatitudeStart","LengthOfTrawl","Location","LongitudeEnd","LongitudeStart","NetMeterEnd","NetMeterStart","PercentOpen","SampleID","SampleID_key","SeineCode","SeineDeploymentType","StartTime","TowDirection","Date.1","VisitNo","Width"
"645"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Threespine Stickleback",22,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"646"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Threespine Stickleback",50,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"647"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",30,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"648"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",67,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"649"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",28,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"650"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",60,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"651"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",30,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"652"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",56,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"653"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",47,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"654"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Threespine Stickleback",45,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"655"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Threespine Stickleback",20,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"656"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",72,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"657"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",66,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"658"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mosquitofish",24,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"659"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",60,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"660"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Threespine Stickleback",61,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"661"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mosquitofish",27,1,2023-05-09,0.8,90,"","BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"662"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",42,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"663"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",30,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"664"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",58,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"665"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",38,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"666"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",38,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"667"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Threespine Stickleback",44,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"668"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",54,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"669"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",35,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"670"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Mississippi Silverside",58,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"671"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Tule Perch",129,1,2023-05-09,0.8,90,"","BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"672"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",32,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"673"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",27,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"674"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",32,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"675"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Killifish spp.",43,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"676"," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg","Threespine Stickleback",42,1,2023-05-09,0.8,90,NA,"BEASEI","FRP",NA,38.186072,15,"Bradmoor Island",NA,121.921442,NA,NA,NA,"BEASEI02-BRAD-09MAY2023",13458,"1. No twists; snags; or tears","Crew Members","10:05"," 2= against flow",2023-05-09,8056,15
"677"," gps from phone. depth from handheld","Siberian Prawn",NA,9,2023-11-16,0.7,78.75,"","BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"678"," gps from phone. depth from handheld","Mississippi Silverside",NA,199,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"679"," gps from phone. depth from handheld","Threadfin Shad",56,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"680"," gps from phone. depth from handheld","Mississippi Silverside",78,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"681"," gps from phone. depth from handheld","Mississippi Silverside",45,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"682"," gps from phone. depth from handheld","Mississippi Silverside",46,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"683"," gps from phone. depth from handheld","Mississippi Silverside",93,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"684"," gps from phone. depth from handheld","Mississippi Silverside",90,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"685"," gps from phone. depth from handheld","Mississippi Silverside",96,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"686"," gps from phone. depth from handheld","Mississippi Silverside",77,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"687"," gps from phone. depth from handheld","Threadfin Shad",62,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"688"," gps from phone. depth from handheld","Mississippi Silverside",66,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"689"," gps from phone. depth from handheld","Threadfin Shad",62,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"690"," gps from phone. depth from handheld","Mississippi Silverside",83,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"691"," gps from phone. depth from handheld","Mississippi Silverside",50,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"692"," gps from phone. depth from handheld","Mississippi Silverside",82,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"693"," gps from phone. depth from handheld","Mississippi Silverside",63,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"694"," gps from phone. depth from handheld","Threadfin Shad",80,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"695"," gps from phone. depth from handheld","Threadfin Shad",74,1,2023-11-16,0.7,78.75,"","BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"696"," gps from phone. depth from handheld","Threadfin Shad",62,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"697"," gps from phone. depth from handheld","Threadfin Shad",78,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"698"," gps from phone. depth from handheld","Threadfin Shad",69,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"699"," gps from phone. depth from handheld","Common Carp",213,1,2023-11-16,0.7,78.75,"","BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"700"," gps from phone. depth from handheld","Splittail",103,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"701"," gps from phone. depth from handheld","Mississippi Silverside",93,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"702"," gps from phone. depth from handheld","Threadfin Shad",76,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"703"," gps from phone. depth from handheld","Mississippi Silverside",94,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"704"," gps from phone. depth from handheld","Mississippi Silverside",87,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"705"," gps from phone. depth from handheld","Mississippi Silverside",66,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"706"," gps from phone. depth from handheld","Threadfin Shad",65,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"707"," gps from phone. depth from handheld","Mississippi Silverside",36,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"708"," gps from phone. depth from handheld","Mississippi Silverside",72,1,2023-11-16,0.7,78.75,"","BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"709"," gps from phone. depth from handheld","Mississippi Silverside",65,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"710"," gps from phone. depth from handheld","Splittail",121,1,2023-11-16,0.7,78.75,"","BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"711"," gps from phone. depth from handheld","Mississippi Silverside",63,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"712"," gps from phone. depth from handheld","Mississippi Silverside",57,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"713"," gps from phone. depth from handheld","Mississippi Silverside",80,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"714"," gps from phone. depth from handheld","Mississippi Silverside",81,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"715"," gps from phone. depth from handheld","Splittail",105,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"716"," gps from phone. depth from handheld","Mississippi Silverside",47,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"717"," gps from phone. depth from handheld","Threadfin Shad",84,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"718"," gps from phone. depth from handheld","Mississippi Silverside",72,1,2023-11-16,0.7,78.75,"","BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"719"," gps from phone. depth from handheld","Splittail",121,1,2023-11-16,0.7,78.75,"","BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"720"," gps from phone. depth from handheld","Killifish spp.",26,1,2023-11-16,0.7,78.75,"","BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"721"," gps from phone. depth from handheld","Mississippi Silverside",91,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"722"," gps from phone. depth from handheld","Mississippi Silverside",50,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
"723"," gps from phone. depth from handheld","Mississippi Silverside",81,1,2023-11-16,0.7,78.75,NA,"BEASEI","FRP",NA,38.185791,15,"Bradmoor Island",NA,121.921272,NA,NA,NA,"BEASEI02-BRAD-16NOV2023",13811,"1. No twists; snags; or tears","Crew Members","09:46"," 2= against flow",2023-11-16,8370,15
