"","SampleID_key","CommonName","FishLength","PlusCount","TotalCatch","FishCatchNotes","EntryOrder"
"1126",13478,"Mississippi Silverside",57,0,28,"",29985
"1127",13478,"Mississippi Silverside",72,0,28,"",29979
"1128",13820,"Mississippi Silverside",69,108,138,"",31084
"1129",13478,"Mississippi Silverside",60,0,28,"",29973
"1130",13478,"Mississippi Silverside",52,0,28,"",29989
"1131",13449,"Mississippi Silverside",51,505,535,"",29613
"1132",13478,"Mississippi Silverside",64,0,28,"",29976
"1133",13478,"Mississippi Silverside",61,0,28,"",29975
"1134",13478,"Mississippi Silverside",66,0,28,"",29994
"1135",13478,"Mississippi Silverside",71,0,28,"",29966
"1136",13478,"Mississippi Silverside",61,0,28,"",29967
"1137",13841,"Mississippi Silverside",37,165,195,"",31133
"1138",13478,"Mississippi Silverside",71,0,28,"",29983
"1139",13478,"Mississippi Silverside",60,0,28,"",29988
"1140",13478,"Mississippi Silverside",67,0,28,"",29981
"1141",13841,"Mississippi Silverside",27,165,195,"",31144
"1142",13478,"Mississippi Silverside",66,0,28,"",29987
"1143",13478,"Mississippi Silverside",43,0,28,"",29992
"1144",13841,"Mississippi Silverside",29,165,195,"",31140
"1145",13478,"Mississippi Silverside",64,0,28,"",29993
"1146",13810,"Mississippi Silverside",58,128,158,"",30783
"1147",13478,"Mississippi Silverside",54,0,28,"",29991
"1148",13478,"Mississippi Silverside",57,0,28,"",29982
"1149",13841,"Mississippi Silverside",55,165,195,"",31138
"1150",13841,"Mississippi Silverside",35,165,195,"",31150
"1151",13841,"Mississippi Silverside",27,165,195,"",31132
"1152",13841,"Mississippi Silverside",22,165,195,"",31126
"1153",13841,"Mississippi Silverside",26,165,195,"",31139
"1154",13841,"Mississippi Silverside",33,165,195,"",31130
"1155",13810,"Mississippi Silverside",62,128,158,"",30769
"1156",13841,"Mississippi Silverside",27,165,195,"",31122
"1157",13841,"Mississippi Silverside",16,165,195,"",31124
"1158",13841,"Mississippi Silverside",33,165,195,"",31141
"1159",13841,"Mississippi Silverside",35,165,195,"",31146
"1160",13841,"Mississippi Silverside",29,165,195,"",31131
"1161",13983,"Mississippi Silverside",61,3,33,"",32208
"1162",13841,"Mississippi Silverside",25,165,195,"",31125
"1163",13810,"Mississippi Silverside",60,128,158,"",30777
"1164",13842,"Mississippi Silverside",18,0,4,"",31162
"1165",13983,"Mississippi Silverside",52,3,33,"",32225
"1166",13401,"Mississippi Silverside",31,0,1,"",29355
"1167",13983,"Mississippi Silverside",76,3,33,"",32205
"1168",13964,"Mississippi Silverside",49,29,59,"",31858
"1169",13842,"Mississippi Silverside",89,0,4,"",31159
"1170",13842,"Mississippi Silverside",25,0,4,"",31161
"1171",13983,"Mississippi Silverside",41,3,33,"",32229
"1172",13842,"Mississippi Silverside",31,0,4,"",31160
"1173",13458,"Mississippi Silverside",64,79,109,"",29698
"1174",13983,"Mississippi Silverside",53,3,33,"",32222
"1175",13811,"Mississippi Silverside",36,199,229,"",30820
"1176",13964,"Mississippi Silverside",53,29,59,"",31879
"1177",13964,"Mississippi Silverside",92,29,59,"",31853
"1178",13983,"Mississippi Silverside",51,3,33,"",32224
"1179",12457,"Mississippi Silverside",74,0,3,"",28818
"1180",13964,"Mississippi Silverside",56,29,59,"",31873
"1181",12377,"Mississippi Silverside",42,0,34,"",28594
"1182",13811,"Mississippi Silverside",77,199,229,"",30824
"1183",13964,"Mississippi Silverside",61,29,59,"",31864
"1184",13811,"Mississippi Silverside",91,199,229,"",30815
"1185",13964,"Mississippi Silverside",58,29,59,"",31878
"1186",13964,"Mississippi Silverside",69,29,59,"",31862
"1187",12459,"Mississippi Silverside",74,0,3,"",28823
"1188",12251,"Mississippi Silverside",76,0,1,"",28055
"1189",13917,"Mississippi Silverside",79,0,11,"",31515
"1190",12461,"Mississippi Silverside",45,0,16,"",28830
"1191",13811,"Mississippi Silverside",65,199,229,"",30828
"1192",12461,"Mississippi Silverside",42,0,16,"",28828
"1193",13811,"Mississippi Silverside",90,199,229,"",30805
"1194",12461,"Mississippi Silverside",63,0,16,"",28836
"1195",12461,"Mississippi Silverside",56,0,16,"",28831
"1196",12461,"Mississippi Silverside",74,0,16,"",28829
"1197",12461,"Mississippi Silverside",56,0,16,"",28827
"1198",12461,"Mississippi Silverside",49,0,16,"",28837
"1199",12461,"Mississippi Silverside",50,0,16,"",28840
"1200",12461,"Mississippi Silverside",64,0,16,"",28833
"1201",12461,"Mississippi Silverside",45,0,16,"",28838
"1202",12461,"Mississippi Silverside",55,0,16,"",28834
"1203",12461,"Mississippi Silverside",101,0,16,"",28826
"1204",12461,"Mississippi Silverside",50,0,16,"",28832
"1205",12461,"Mississippi Silverside",55,0,16,"",28835
"1206",12462,"Mississippi Silverside",78,0,7,"",28844
"1207",12462,"Mississippi Silverside",62,0,7,"",28846
"1208",12462,"Mississippi Silverside",70,0,7,"",28845
"1209",13422,"Mississippi Silverside",65,0,9,"",29381
"1210",13422,"Mississippi Silverside",69,0,9,"",29380
"1211",12462,"Mississippi Silverside",65,0,7,"",28847
"1212",12462,"Mississippi Silverside",38,0,7,"",28848
"1213",13986,"Mississippi Silverside",83,0,25,"",32246
"1214",13986,"Mississippi Silverside",70,0,25,"",32261
"1215",12463,"Mississippi Silverside",75,0,1,"",28850
"1216",13986,"Mississippi Silverside",82,0,25,"",32241
"1217",13422,"Mississippi Silverside",68,0,9,"",29386
"1218",13986,"Mississippi Silverside",78,0,25,"",32266
"1219",13986,"Mississippi Silverside",69,0,25,"",32257
"1220",13986,"Mississippi Silverside",74,0,25,"",32254
"1221",14003,"Mississippi Silverside",79,0,27,"",32359
"1222",13986,"Mississippi Silverside",73,0,25,"",32243
"1223",13986,"Mississippi Silverside",69,0,25,"",32265
"1224",13987,"Mississippi Silverside",55,0,5,"",32273
"1225",13922,"Mississippi Silverside",54,1534,1564,"",31546
"1226",13987,"Mississippi Silverside",52,0,5,"",32269
"1227",13937,"Mississippi Silverside",90,71,101,"",31668
"1228",13973,"Mississippi Silverside",52,33,63,"",31925
"1229",13973,"Mississippi Silverside",72,33,63,"",31908
"1230",13973,"Mississippi Silverside",68,33,63,"",31912
"1231",13922,"Mississippi Silverside",54,1534,1564,"",31569
"1232",13937,"Mississippi Silverside",65,71,101,"",31659
"1233",13988,"Mississippi Silverside",57,0,1,"",32274
"1234",13922,"Mississippi Silverside",50,1534,1564,"",31565
"1235",14010,"Mississippi Silverside",65,0,3,"",32378
"1236",13973,"Mississippi Silverside",77,33,63,"",31913
"1237",13812,"Mississippi Silverside",75,293,323,"",30895
"1238",13973,"Mississippi Silverside",75,33,63,"",31933
"1239",13458,"Mississippi Silverside",58,79,109,"",29718
"1240",13812,"Mississippi Silverside",73,293,323,"",30898
"1241",13973,"Mississippi Silverside",60,33,63,"",31923
"1242",13993,"Mississippi Silverside",75,0,11,"",32281
"1243",13973,"Mississippi Silverside",81,33,63,"",31919
"1244",13812,"Mississippi Silverside",62,293,323,"",30885
"1245",13973,"Mississippi Silverside",56,33,63,"",31915
"1246",13812,"Mississippi Silverside",50,293,323,"",30901
"1247",13993,"Mississippi Silverside",80,0,11,"",32282
"1248",13812,"Mississippi Silverside",70,293,323,"",30893
"1249",13812,"Mississippi Silverside",61,293,323,"",30891
"1250",13993,"Mississippi Silverside",77,0,11,"",32286
"1251",13993,"Mississippi Silverside",75,0,11,"",32283
"1252",13993,"Mississippi Silverside",72,0,11,"",32278
"1253",13812,"Mississippi Silverside",55,293,323,"",30882
"1254",12530,"Mississippi Silverside",51,0,7,"",28925
"1255",13994,"Mississippi Silverside",71,8,38,"",32318
"1256",13433,"Mississippi Silverside",70,7,37,"",29419
"1257",12530,"Mississippi Silverside",40,0,7,"",28924
"1258",12530,"Mississippi Silverside",59,0,7,"",28923
"1259",13994,"Mississippi Silverside",68,8,38,"",32303
"1260",13994,"Mississippi Silverside",80,8,38,"",32296
"1261",13433,"Mississippi Silverside",70,7,37,"",29423
"1262",12530,"Mississippi Silverside",52,0,7,"",28926
"1263",13994,"Mississippi Silverside",75,8,38,"",32317
"1264",12530,"Mississippi Silverside",41,0,7,"",28929
"1265",13994,"Mississippi Silverside",73,8,38,"",32316
"1266",13994,"Mississippi Silverside",73,8,38,"",32306
"1267",12532,"Mississippi Silverside",53,0,7,"",28943
"1268",13994,"Mississippi Silverside",59,8,38,"",32302
"1269",12532,"Mississippi Silverside",74,0,7,"",28939
"1270",12532,"Mississippi Silverside",49,0,7,"",28938
"1271",12532,"Mississippi Silverside",45,0,7,"",28942
"1272",12532,"Mississippi Silverside",52,0,7,"",28941
"1273",12532,"Mississippi Silverside",62,0,7,"",28937
"1274",12532,"Mississippi Silverside",55,0,7,"",28940
"1275",13994,"Mississippi Silverside",67,8,38,"",32301
"1276",13994,"Mississippi Silverside",77,8,38,"",32293
"1277",13994,"Mississippi Silverside",60,8,38,"",32314
"1278",13994,"Mississippi Silverside",73,8,38,"",32298
"1279",12272,"Mississippi Silverside",63,0,2,"",28135
"1280",13994,"Mississippi Silverside",63,8,38,"",32292
"1281",12377,"Mississippi Silverside",48,0,34,"",28585
"1282",12273,"Mississippi Silverside",51,0,4,"",28140
"1283",12273,"Mississippi Silverside",40,0,4,"",28138
"1284",13974,"Mississippi Silverside",53,590,620,"",31939
"1285",13994,"Mississippi Silverside",66,8,38,"",32308
"1286",13929,"Mississippi Silverside",64,58,88,"",31624
"1287",13929,"Mississippi Silverside",57,58,88,"",31628
"1288",13434,"Mississippi Silverside",55,0,13,"",29447
"1289",13996,"Mississippi Silverside",50,0,5,"",32323
"1290",13929,"Mississippi Silverside",61,58,88,"",31603
"1291",13434,"Mississippi Silverside",62,0,13,"",29453
"1292",13929,"Mississippi Silverside",63,58,88,"",31630
"1293",13974,"Mississippi Silverside",77,590,620,"",31961
"1294",13434,"Mississippi Silverside",55,0,13,"",29445
"1295",13484,"Mississippi Silverside",71,0,6,"",30172
"1296",13459,"Mississippi Silverside",35,0,12,"",29787
"1297",13929,"Mississippi Silverside",69,58,88,"",31602
"1298",12377,"Mississippi Silverside",53,0,34,"",28575
"1299",12377,"Mississippi Silverside",27,0,34,"",28591
"1300",12277,"Mississippi Silverside",49,0,5,"",28156
"1301",13813,"Mississippi Silverside",30,0,21,"",30929
"1302",13818,"Mississippi Silverside",49,8,38,"",31033
"1303",12277,"Mississippi Silverside",69,0,5,"",28153
"1304",12278,"Mississippi Silverside",58,0,1,"",28164
"1305",14002,"Mississippi Silverside",83,0,10,"",32337
"1306",13813,"Mississippi Silverside",77,0,21,"",30921
"1307",13813,"Mississippi Silverside",52,0,21,"",30919
"1308",14002,"Mississippi Silverside",75,0,10,"",32341
"1309",13813,"Mississippi Silverside",28,0,21,"",30935
"1310",13459,"Mississippi Silverside",67,0,12,"",29788
"1311",14002,"Mississippi Silverside",83,0,10,"",32334
"1312",13974,"Mississippi Silverside",53,590,620,"",31962
"1313",12279,"Mississippi Silverside",64,0,6,"",28168
"1314",14002,"Mississippi Silverside",80,0,10,"",32336
"1315",14003,"Mississippi Silverside",79,0,27,"",32350
"1316",12377,"Mississippi Silverside",57,0,34,"",28593
"1317",12279,"Mississippi Silverside",53,0,6,"",28170
"1318",14003,"Mississippi Silverside",87,0,27,"",32353
"1319",12279,"Mississippi Silverside",40,0,6,"",28169
"1320",13813,"Mississippi Silverside",38,0,21,"",30918
"1321",14003,"Mississippi Silverside",63,0,27,"",32354
"1322",13974,"Mississippi Silverside",77,590,620,"",31942
"1323",13937,"Mississippi Silverside",68,71,101,"",31678
"1324",14003,"Mississippi Silverside",88,0,27,"",32347
"1325",14003,"Mississippi Silverside",64,0,27,"",32360
"1326",12280,"Mississippi Silverside",37,4,34,"",28195
"1327",12538,"Mississippi Silverside",66,0,1,"",28945
"1328",12377,"Mississippi Silverside",42,0,34,"",28569
"1329",12377,"Mississippi Silverside",52,0,34,"",28570
"1330",14003,"Mississippi Silverside",71,0,27,"",32372
"1331",13937,"Mississippi Silverside",61,71,101,"",31679
"1332",13484,"Mississippi Silverside",87,0,6,"",30173
"1333",14003,"Mississippi Silverside",69,0,27,"",32367
"1334",14003,"Mississippi Silverside",89,0,27,"",32355
"1335",12378,"Mississippi Silverside",72,261,291,"",28639
"1336",14003,"Mississippi Silverside",83,0,27,"",32362
"1337",12378,"Mississippi Silverside",55,261,291,"",28622
"1338",12378,"Mississippi Silverside",85,261,291,"",28637
"1339",12539,"Mississippi Silverside",45,0,1,"",29002
"1340",12378,"Mississippi Silverside",55,261,291,"",28638
"1341",12378,"Mississippi Silverside",51,261,291,"",28634
"1342",13911,"Mississippi Silverside",88,0,10,"",31434
"1343",14003,"Mississippi Silverside",69,0,27,"",32361
"1344",14003,"Mississippi Silverside",87,0,27,"",32363
"1345",13937,"Mississippi Silverside",69,71,101,"",31673
"1346",13937,"Mississippi Silverside",75,71,101,"",31676
"1347",12756,"Mississippi Silverside",99,0,1,"",29122
"1348",13383,"Mississippi Silverside",59,0,4,"",29277
"1349",13937,"Mississippi Silverside",79,71,101,"",31674
"1350",12757,"Mississippi Silverside",86,0,1,"",29126
"1351",13790,"Mississippi Silverside",99,0,2,"",30616
"1352",14008,"Mississippi Silverside",53,0,1,"",32377
"1353",13912,"Mississippi Silverside",66,35,65,"",31442
"1354",13384,"Mississippi Silverside",69,0,3,"",29322
"1355",13880,"Mississippi Silverside",62,0,1,"",31325
"1356",13912,"Mississippi Silverside",59,35,65,"",31443
"1357",13975,"Mississippi Silverside",73,197,227,"",32023
"1358",13816,"Mississippi Silverside",85,0,5,"",30990
"1359",14012,"Mississippi Silverside",73,0,4,"",32383
"1360",13912,"Mississippi Silverside",59,35,65,"",31467
"1361",13901,"Mississippi Silverside",69,0,1,"",31345
"1362",14012,"Mississippi Silverside",76,0,4,"",32382
"1363",13975,"Mississippi Silverside",50,197,227,"",32014
"1364",12847,"Mississippi Silverside",45,0,2,"",29153
"1365",12847,"Mississippi Silverside",29,0,2,"",29152
"1366",13462,"Mississippi Silverside",75,20,50,"",29857
"1367",12378,"Mississippi Silverside",50,261,291,"",28629
"1368",13902,"Mississippi Silverside",62,0,7,"",31347
"1369",13902,"Mississippi Silverside",81,0,7,"",31349
"1370",13795,"Mississippi Silverside",52,11,41,"",30618
"1371",13975,"Mississippi Silverside",61,197,227,"",32026
"1372",13912,"Mississippi Silverside",56,35,65,"",31454
"1373",13366,"Mississippi Silverside",70,0,2,"",29202
"1374",13366,"Mississippi Silverside",65,0,2,"",29201
"1375",13902,"Mississippi Silverside",88,0,7,"",31346
"1376",13902,"Mississippi Silverside",84,0,7,"",31350
"1377",13903,"Mississippi Silverside",46,0,25,"",31358
"1378",13903,"Mississippi Silverside",47,0,25,"",31360
"1379",13903,"Mississippi Silverside",64,0,25,"",31370
"1380",13903,"Mississippi Silverside",55,0,25,"",31359
"1381",13975,"Mississippi Silverside",52,197,227,"",32034
"1382",13903,"Mississippi Silverside",61,0,25,"",31356
"1383",13462,"Mississippi Silverside",81,20,50,"",29850
"1384",13903,"Mississippi Silverside",56,0,25,"",31355
"1385",13976,"Mississippi Silverside",42,22,52,"",32085
"1386",13903,"Mississippi Silverside",59,0,25,"",31364
"1387",13903,"Mississippi Silverside",48,0,25,"",31361
"1388",13976,"Mississippi Silverside",50,22,52,"",32087
"1389",13818,"Mississippi Silverside",85,8,38,"",31018
"1390",13903,"Mississippi Silverside",55,0,25,"",31375
"1391",13841,"Mississippi Silverside",26,165,195,"",31123
"1392",13976,"Mississippi Silverside",62,22,52,"",32082
"1393",13818,"Mississippi Silverside",80,8,38,"",31037
"1394",13818,"Mississippi Silverside",45,8,38,"",31015
"1395",13462,"Mississippi Silverside",83,20,50,"",29848
"1396",13818,"Mississippi Silverside",78,8,38,"",31009
"1397",13903,"Mississippi Silverside",58,0,25,"",31374
"1398",13903,"Mississippi Silverside",60,0,25,"",31366
"1399",13976,"Mississippi Silverside",53,22,52,"",32081
"1400",13903,"Mississippi Silverside",35,0,25,"",31362
"1401",13818,"Mississippi Silverside",83,8,38,"",31028
"1402",13818,"Mississippi Silverside",85,8,38,"",31008
"1403",13904,"Mississippi Silverside",52,0,2,"",31380
"1404",13904,"Mississippi Silverside",69,0,2,"",31379
"1405",13804,"Mississippi Silverside",59,47,77,"",30701
"1406",13976,"Mississippi Silverside",46,22,52,"",32091
"1407",13976,"Mississippi Silverside",55,22,52,"",32080
"1408",13976,"Mississippi Silverside",38,22,52,"",32078
"1409",13810,"Mississippi Silverside",79,128,158,"",30766
"1410",13818,"Mississippi Silverside",52,8,38,"",31023
"1411",13908,"Mississippi Silverside",50,0,15,"",31398
"1412",13908,"Mississippi Silverside",66,0,15,"",31396
"1413",13908,"Mississippi Silverside",69,0,15,"",31390
"1414",13908,"Mississippi Silverside",69,0,15,"",31389
"1415",13818,"Mississippi Silverside",78,8,38,"",31031
"1416",13908,"Mississippi Silverside",70,0,15,"",31384
"1417",13908,"Mississippi Silverside",67,0,15,"",31393
"1418",13908,"Mississippi Silverside",76,0,15,"",31392
"1419",13908,"Mississippi Silverside",54,0,15,"",31386
"1420",13818,"Mississippi Silverside",68,8,38,"",31035
"1421",13818,"Mississippi Silverside",67,8,38,"",31022
"1422",13977,"Mississippi Silverside",42,33,63,"",32127
"1423",13983,"Mississippi Silverside",46,3,33,"",32232
"1424",13819,"Mississippi Silverside",55,18,48,"",31073
"1425",13371,"Mississippi Silverside",64,4,34,"",29247
"1426",13371,"Mississippi Silverside",63,4,34,"",29264
"1427",13909,"Mississippi Silverside",63,93,123,"",31416
"1428",12385,"Mississippi Silverside",50,808,838,"",28671
"1429",13371,"Mississippi Silverside",63,4,34,"",29251
"1430",13371,"Mississippi Silverside",60,4,34,"",29246
"1431",13371,"Mississippi Silverside",85,4,34,"",29248
"1432",13371,"Mississippi Silverside",61,4,34,"",29259
"1433",13371,"Mississippi Silverside",64,4,34,"",29270
"1434",13371,"Mississippi Silverside",63,4,34,"",29250
"1435",13371,"Mississippi Silverside",61,4,34,"",29263
"1436",13371,"Mississippi Silverside",63,4,34,"",29254
"1437",13371,"Mississippi Silverside",72,4,34,"",29245
"1438",13371,"Mississippi Silverside",70,4,34,"",29262
"1439",13371,"Mississippi Silverside",53,4,34,"",29258
"1440",13371,"Mississippi Silverside",71,4,34,"",29249
"1441",13371,"Mississippi Silverside",60,4,34,"",29266
"1442",13371,"Mississippi Silverside",56,4,34,"",29257
"1443",13371,"Mississippi Silverside",58,4,34,"",29253
"1444",13371,"Mississippi Silverside",67,4,34,"",29261
"1445",13909,"Mississippi Silverside",62,93,123,"",31401
"1446",13371,"Mississippi Silverside",59,4,34,"",29268
"1447",13909,"Mississippi Silverside",62,93,123,"",31417
"1448",13371,"Mississippi Silverside",58,4,34,"",29269
"1449",13909,"Mississippi Silverside",55,93,123,"",31424
"1450",13371,"Mississippi Silverside",62,4,34,"",29260
"1451",13371,"Mississippi Silverside",63,4,34,"",29244
"1452",13371,"Mississippi Silverside",58,4,34,"",29267
"1453",13371,"Mississippi Silverside",67,4,34,"",29256
"1454",13371,"Mississippi Silverside",61,4,34,"",29255
"1455",13371,"Mississippi Silverside",63,4,34,"",29242
"1456",13371,"Mississippi Silverside",65,4,34,"",29243
"1457",13371,"Mississippi Silverside",62,4,34,"",29241
"1458",13911,"Mississippi Silverside",74,0,10,"",31439
"1459",13911,"Mississippi Silverside",70,0,10,"",31432
"1460",13820,"Mississippi Silverside",55,108,138,"",31092
"1461",13911,"Mississippi Silverside",95,0,10,"",31431
"1462",13911,"Mississippi Silverside",80,0,10,"",31433
"1463",13937,"Mississippi Silverside",96,71,101,"",31666
"1464",13911,"Mississippi Silverside",73,0,10,"",31437
"1465",13911,"Mississippi Silverside",71,0,10,"",31435
"1466",13383,"Mississippi Silverside",66,0,4,"",29278
"1467",13383,"Mississippi Silverside",57,0,4,"",29279
"1468",13979,"Mississippi Silverside",42,435,465,"",32154
"1469",13973,"Mississippi Silverside",71,33,63,"",31930
"1470",13383,"Mississippi Silverside",68,0,4,"",29276
"1471",13912,"Mississippi Silverside",68,35,65,"",31469
"1472",13912,"Mississippi Silverside",61,35,65,"",31457
"1473",13912,"Mississippi Silverside",50,35,65,"",31441
"1474",13987,"Mississippi Silverside",70,0,5,"",32272
"1475",13462,"Mississippi Silverside",62,20,50,"",29844
"1476",13912,"Mississippi Silverside",45,35,65,"",31449
"1477",13973,"Mississippi Silverside",66,33,63,"",31911
"1478",13912,"Mississippi Silverside",66,35,65,"",31460
"1479",13912,"Mississippi Silverside",58,35,65,"",31466
"1480",13912,"Mississippi Silverside",64,35,65,"",31458
"1481",13973,"Mississippi Silverside",94,33,63,"",31909
"1482",13912,"Mississippi Silverside",55,35,65,"",31464
"1483",13912,"Mississippi Silverside",73,35,65,"",31451
"1484",13912,"Mississippi Silverside",62,35,65,"",31459
"1485",13820,"Mississippi Silverside",48,108,138,"",31090
"1486",13912,"Mississippi Silverside",58,35,65,"",31453
"1487",13912,"Mississippi Silverside",34,35,65,"",31447
"1488",13912,"Mississippi Silverside",40,35,65,"",31456
"1489",13912,"Mississippi Silverside",51,35,65,"",31455
"1490",13912,"Mississippi Silverside",57,35,65,"",31465
"1491",13912,"Mississippi Silverside",46,35,65,"",31450
"1492",13912,"Mississippi Silverside",68,35,65,"",31462
"1493",13973,"Mississippi Silverside",83,33,63,"",31916
"1494",13912,"Mississippi Silverside",52,35,65,"",31463
"1495",13912,"Mississippi Silverside",56,35,65,"",31448
"1496",13912,"Mississippi Silverside",63,35,65,"",31452
"1497",13806,"Mississippi Silverside",78,1,31,"",30754
"1498",13806,"Mississippi Silverside",97,1,31,"",30750
"1499",13913,"Mississippi Silverside",82,0,3,"",31472
"1500",13806,"Mississippi Silverside",73,1,31,"",30763
"1501",13913,"Mississippi Silverside",91,0,3,"",31470
"1502",13913,"Mississippi Silverside",99,0,3,"",31471
"1503",13384,"Mississippi Silverside",80,0,3,"",29323
"1504",13384,"Mississippi Silverside",64,0,3,"",29324
"1505",13914,"Mississippi Silverside",72,0,6,"",31479
"1506",13914,"Mississippi Silverside",79,0,6,"",31475
"1507",13914,"Mississippi Silverside",74,0,6,"",31477
"1508",13914,"Mississippi Silverside",69,0,6,"",31480
"1509",13914,"Mississippi Silverside",78,0,6,"",31476
"1510",13841,"Mississippi Silverside",28,165,195,"",31135
"1511",13810,"Mississippi Silverside",32,128,158,"",30772
"1512",13433,"Mississippi Silverside",64,7,37,"",29440
"1513",13810,"Mississippi Silverside",30,128,158,"",30767
"1514",13810,"Mississippi Silverside",45,128,158,"",30776
"1515",13810,"Mississippi Silverside",29,128,158,"",30790
"1516",13917,"Mississippi Silverside",70,0,11,"",31518
"1517",13917,"Mississippi Silverside",68,0,11,"",31516
"1518",13982,"Mississippi Silverside",53,0,23,"",32196
"1519",13917,"Mississippi Silverside",82,0,11,"",31517
"1520",13433,"Mississippi Silverside",66,7,37,"",29441
"1521",13982,"Mississippi Silverside",42,0,23,"",32183
"1522",13810,"Mississippi Silverside",40,128,158,"",30775
"1523",13964,"Mississippi Silverside",60,29,59,"",31856
"1524",13917,"Mississippi Silverside",58,0,11,"",31522
"1525",13929,"Mississippi Silverside",66,58,88,"",31608
"1526",13810,"Mississippi Silverside",45,128,158,"",30779
"1527",13983,"Mississippi Silverside",51,3,33,"",32218
"1528",13964,"Mississippi Silverside",52,29,59,"",31875
"1529",13917,"Mississippi Silverside",68,0,11,"",31513
"1530",13964,"Mississippi Silverside",43,29,59,"",31860
"1531",13964,"Mississippi Silverside",45,29,59,"",31866
"1532",13929,"Mississippi Silverside",64,58,88,"",31626
"1533",13964,"Mississippi Silverside",62,29,59,"",31876
"1534",13458,"Mississippi Silverside",64,79,109,"",29717
"1535",13810,"Mississippi Silverside",63,128,158,"",30786
"1536",13810,"Mississippi Silverside",42,128,158,"",30768
"1537",13810,"Mississippi Silverside",40,128,158,"",30787
"1538",13964,"Mississippi Silverside",48,29,59,"",31877
"1539",13929,"Mississippi Silverside",67,58,88,"",31627
"1540",13964,"Mississippi Silverside",64,29,59,"",31855
"1541",13929,"Mississippi Silverside",67,58,88,"",31606
"1542",13964,"Mississippi Silverside",59,29,59,"",31874
"1543",13811,"Mississippi Silverside",63,199,229,"",30809
"1544",13908,"Mississippi Silverside",82,0,15,"",31388
"1545",13434,"Mississippi Silverside",63,0,13,"",29443
"1546",13434,"Mississippi Silverside",62,0,13,"",29444
"1547",13983,"Mississippi Silverside",45,3,33,"",32227
"1548",13983,"Mississippi Silverside",65,3,33,"",32223
"1549",13964,"Mississippi Silverside",63,29,59,"",31881
"1550",13983,"Mississippi Silverside",67,3,33,"",32221
"1551",13458,"Mississippi Silverside",60,79,109,"",29710
"1552",13811,"Mississippi Silverside",50,199,229,"",30807
"1553",13964,"Mississippi Silverside",64,29,59,"",31868
"1554",13458,"Mississippi Silverside",53,79,109,"",29704
"1555",13983,"Mississippi Silverside",53,3,33,"",32220
"1556",13847,"Mississippi Silverside",78,0,12,"",31184
"1557",13847,"Mississippi Silverside",65,0,12,"",31178
"1558",13458,"Mississippi Silverside",64,79,109,"",29722
"1559",13921,"Mississippi Silverside",62,0,1,"",31527
"1560",13922,"Mississippi Silverside",62,1534,1564,"",31548
"1561",13811,"Mississippi Silverside",72,199,229,"",30823
"1562",13922,"Mississippi Silverside",76,1534,1564,"",31573
"1563",13922,"Mississippi Silverside",59,1534,1564,"",31562
"1564",13972,"Mississippi Silverside",45,0,17,"",31895
"1565",13811,"Mississippi Silverside",81,199,229,"",30829
"1566",13922,"Mississippi Silverside",63,1534,1564,"",31554
"1567",13420,"Mississippi Silverside",74,0,6,"",29374
"1568",13922,"Mississippi Silverside",52,1534,1564,"",31553
"1569",13922,"Mississippi Silverside",59,1534,1564,"",31570
"1570",13848,"Mississippi Silverside",80,0,3,"",31190
"1571",13420,"Mississippi Silverside",69,0,6,"",29373
"1572",13458,"Mississippi Silverside",63,79,109,"",29720
"1573",13972,"Mississippi Silverside",58,0,17,"",31886
"1574",13986,"Mississippi Silverside",98,0,25,"",32244
"1575",12257,"Mississippi Silverside",84,0,6,"",28070
"1576",12257,"Mississippi Silverside",73,0,6,"",28069
"1577",13922,"Mississippi Silverside",80,1534,1564,"",31555
"1578",13422,"Mississippi Silverside",60,0,9,"",29385
"1579",13422,"Mississippi Silverside",65,0,9,"",29382
"1580",13422,"Mississippi Silverside",59,0,9,"",29379
"1581",13922,"Mississippi Silverside",53,1534,1564,"",31571
"1582",13422,"Mississippi Silverside",63,0,9,"",29383
"1583",13922,"Mississippi Silverside",52,1534,1564,"",31574
"1584",13805,"Mississippi Silverside",57,57,87,"",30719
"1585",13937,"Mississippi Silverside",74,71,101,"",31665
"1586",13922,"Mississippi Silverside",93,1534,1564,"",31545
"1587",13937,"Mississippi Silverside",53,71,101,"",31663
"1588",13922,"Mississippi Silverside",54,1534,1564,"",31549
"1589",13812,"Mississippi Silverside",60,293,323,"",30888
"1590",13937,"Mississippi Silverside",68,71,101,"",31669
"1591",13973,"Mississippi Silverside",80,33,63,"",31932
"1592",13462,"Mississippi Silverside",58,20,50,"",29845
"1593",13790,"Mississippi Silverside",94,0,2,"",30617
"1594",13922,"Mississippi Silverside",63,1534,1564,"",31563
"1595",13937,"Mississippi Silverside",90,71,101,"",31660
"1596",13975,"Mississippi Silverside",80,197,227,"",32009
"1597",13812,"Mississippi Silverside",73,293,323,"",30889
"1598",13462,"Mississippi Silverside",66,20,50,"",29837
"1599",13462,"Mississippi Silverside",89,20,50,"",29833
"1600",13973,"Mississippi Silverside",62,33,63,"",31936
"1601",13816,"Mississippi Silverside",88,0,5,"",30987
"1602",13462,"Mississippi Silverside",63,20,50,"",29842
"1603",13806,"Mississippi Silverside",71,1,31,"",30743
"1604",13812,"Mississippi Silverside",65,293,323,"",30897
"1605",13973,"Mississippi Silverside",73,33,63,"",31918
