"","SampleID_key","CommonName","FishLength","PlusCount","TotalCatch","FishLengthComments","EntryOrder"
"511",11546,"Mississippi Silverside",55,0,18,"",25878
"512",10311,"Mississippi Silverside",62,1,26,"",24933
"513",10311,"Mississippi Silverside",59,1,26,"",24936
"514",12118,"Mississippi Silverside",43,51,81,"",26501
"515",12143,"Mississippi Silverside",54,7,37,"",26696
"516",10292,"Mississippi Silverside",53,140,170,"",24835
"517",11546,"Mississippi Silverside",70,0,18,"",25885
"518",10317,"Mississippi Silverside",72,17,47,"",24970
"519",10317,"Mississippi Silverside",65,17,47,"",24968
"520",10317,"Mississippi Silverside",69,17,47,"",24988
"521",10317,"Mississippi Silverside",47,17,47,"",24989
"522",10317,"Mississippi Silverside",54,17,47,"",24984
"523",10317,"Mississippi Silverside",58,17,47,"",24969
"524",10317,"Mississippi Silverside",60,17,47,"",24967
"525",10317,"Mississippi Silverside",60,17,47,"",24977
"526",12118,"Mississippi Silverside",63,51,81,"",26469
"527",10317,"Mississippi Silverside",52,17,47,"",24960
"528",10317,"Mississippi Silverside",70,17,47,"",24973
"529",10317,"Mississippi Silverside",76,17,47,"",24979
"530",10317,"Mississippi Silverside",58,17,47,"",24982
"531",10317,"Mississippi Silverside",66,17,47,"",24983
"532",10317,"Mississippi Silverside",60,17,47,"",24966
"533",10317,"Mississippi Silverside",63,17,47,"",24986
"534",10317,"Mississippi Silverside",58,17,47,"",24987
"535",10317,"Mississippi Silverside",75,17,47,"",24961
"536",10317,"Mississippi Silverside",60,17,47,"",24972
"537",10292,"Mississippi Silverside",54,140,170,"",24825
"538",10317,"Mississippi Silverside",59,17,47,"",24964
"539",10317,"Mississippi Silverside",56,17,47,"",24965
"540",10317,"Mississippi Silverside",62,17,47,"",24980
"541",10317,"Mississippi Silverside",60,17,47,"",24978
"542",10317,"Mississippi Silverside",50,17,47,"",24971
"543",10317,"Mississippi Silverside",55,17,47,"",24985
"544",10317,"Mississippi Silverside",58,17,47,"",24976
"545",10317,"Mississippi Silverside",54,17,47,"",24981
"546",10317,"Mississippi Silverside",57,17,47,"",24974
"547",10317,"Mississippi Silverside",57,17,47,"",24962
"548",10317,"Mississippi Silverside",61,17,47,"",24975
"549",12198,"Mississippi Silverside",78,100,130,"",27415
"550",11477,"Mississippi Silverside",57,60,90,"",25579
"551",11477,"Mississippi Silverside",52,60,90,"",25575
"552",11477,"Mississippi Silverside",42,60,90,"",25596
"553",11477,"Mississippi Silverside",61,60,90,"",25574
"554",11477,"Mississippi Silverside",70,60,90,"",25599
"555",11477,"Mississippi Silverside",57,60,90,"",25598
"556",11477,"Mississippi Silverside",61,60,90,"",25601
"557",11477,"Mississippi Silverside",58,60,90,"",25600
"558",11477,"Mississippi Silverside",56,60,90,"",25591
"559",11477,"Mississippi Silverside",48,60,90,"",25590
"560",12119,"Mississippi Silverside",48,17,47,"",26336
"561",10320,"Mississippi Silverside",48,25,55,"",25010
"562",11477,"Mississippi Silverside",63,60,90,"",25582
"563",10320,"Mississippi Silverside",70,25,55,"",25016
"564",10320,"Mississippi Silverside",60,25,55,"",25004
"565",11468,"Mississippi Silverside",51,95,125,"",25490
"566",11477,"Mississippi Silverside",59,60,90,"",25592
"567",11477,"Mississippi Silverside",59,60,90,"",25581
"568",10320,"Mississippi Silverside",69,25,55,"",25008
"569",11477,"Mississippi Silverside",49,60,90,"",25584
"570",10320,"Mississippi Silverside",56,25,55,"",25013
"571",10320,"Mississippi Silverside",52,25,55,"",25011
"572",10320,"Mississippi Silverside",52,25,55,"",25014
"573",10320,"Mississippi Silverside",55,25,55,"",25009
"574",10320,"Mississippi Silverside",50,25,55,"",25030
"575",11548,"Mississippi Silverside",75,0,5,"",25944
"576",10320,"Mississippi Silverside",50,25,55,"",25032
"577",10320,"Mississippi Silverside",52,25,55,"",25015
"578",10320,"Mississippi Silverside",62,25,55,"",25020
"579",10320,"Mississippi Silverside",54,25,55,"",25006
"580",10320,"Mississippi Silverside",57,25,55,"",25021
"581",10320,"Mississippi Silverside",46,25,55,"",25022
"582",10320,"Mississippi Silverside",46,25,55,"",25028
"583",10320,"Mississippi Silverside",70,25,55,"",25025
"584",10320,"Mississippi Silverside",63,25,55,"",25012
"585",10320,"Mississippi Silverside",55,25,55,"",25027
"586",10320,"Mississippi Silverside",55,25,55,"",25007
"587",10320,"Mississippi Silverside",46,25,55,"",25005
"588",10320,"Mississippi Silverside",48,25,55,"",25031
"589",10320,"Mississippi Silverside",62,25,55,"",25003
"590",10320,"Mississippi Silverside",55,25,55,"",25017
"591",10320,"Mississippi Silverside",47,25,55,"",25026
"592",10320,"Mississippi Silverside",58,25,55,"",25019
"593",10320,"Mississippi Silverside",50,25,55,"",25024
"594",10320,"Mississippi Silverside",49,25,55,"",25023
"595",10320,"Mississippi Silverside",56,25,55,"",25018
"596",11478,"Mississippi Silverside",53,0,24,"",25635
"597",11552,"Mississippi Silverside",75,0,16,"",25978
"598",11478,"Mississippi Silverside",58,0,24,"",25625
"599",11478,"Mississippi Silverside",73,0,24,"",25637
"600",11478,"Mississippi Silverside",69,0,24,"",25626
"601",11478,"Mississippi Silverside",65,0,24,"",25638
"602",11552,"Mississippi Silverside",100,0,16,"",25968
"603",11478,"Mississippi Silverside",64,0,24,"",25628
"604",11478,"Mississippi Silverside",58,0,24,"",25629
"605",11552,"Mississippi Silverside",79,0,16,"",25977
"606",11552,"Mississippi Silverside",77,0,16,"",25976
"607",11478,"Mississippi Silverside",66,0,24,"",25633
"608",11552,"Mississippi Silverside",79,0,16,"",25970
"609",11552,"Mississippi Silverside",79,0,16,"",25973
"610",11478,"Mississippi Silverside",73,0,24,"",25631
"611",11552,"Mississippi Silverside",91,0,16,"",25974
"612",11478,"Mississippi Silverside",58,0,24,"",25636
"613",11553,"Mississippi Silverside",65,0,2,"",25981
"614",12158,"Mississippi Silverside",61,8,38,"",26787
"615",11478,"Mississippi Silverside",67,0,24,"",25627
"616",12120,"Mississippi Silverside",49,0,12,"",26394
"617",10311,"Mississippi Silverside",92,1,26,"",24928
"618",12111,"Mississippi Silverside",84,0,5,"",26319
"619",12158,"Mississippi Silverside",57,8,38,"",26782
"620",11553,"Mississippi Silverside",79,0,2,"",25982
"621",12158,"Mississippi Silverside",87,8,38,"",26791
"622",12158,"Mississippi Silverside",65,8,38,"",26771
"623",12120,"Mississippi Silverside",46,0,12,"",26402
"624",12158,"Mississippi Silverside",78,8,38,"",26790
"625",12158,"Mississippi Silverside",86,8,38,"",26789
"626",12159,"Mississippi Silverside",70,17,47,"",26804
"627",11503,"Mississippi Silverside",66,0,6,"",25664
"628",11503,"Mississippi Silverside",69,0,6,"",25666
"629",11503,"Mississippi Silverside",68,0,6,"",25661
"630",11503,"Mississippi Silverside",54,0,6,"",25665
"631",11503,"Mississippi Silverside",66,0,6,"",25663
"632",11503,"Mississippi Silverside",52,0,6,"",25662
"633",11504,"Mississippi Silverside",65,0,2,"",25668
"634",12103,"Mississippi Silverside",79,83,113,"",26234
"635",12159,"Mississippi Silverside",60,17,47,"",26822
"636",12159,"Mississippi Silverside",56,17,47,"",26823
"637",11471,"Mississippi Silverside",64,0,8,"",25548
"638",12159,"Mississippi Silverside",56,17,47,"",26819
"639",12159,"Mississippi Silverside",67,17,47,"",26816
"640",12159,"Mississippi Silverside",71,17,47,"",26813
"641",12120,"Mississippi Silverside",53,0,12,"",26404
"642",12159,"Mississippi Silverside",66,17,47,"",26825
"643",12205,"Mississippi Silverside",70,4,34,"",27510
"644",12159,"Mississippi Silverside",58,17,47,"",26817
"645",12159,"Mississippi Silverside",80,17,47,"",26808
"646",12159,"Mississippi Silverside",69,17,47,"",26809
"647",12159,"Mississippi Silverside",51,17,47,"",26820
"648",12159,"Mississippi Silverside",66,17,47,"",26814
"649",12159,"Mississippi Silverside",63,17,47,"",26812
"650",12172,"Mississippi Silverside",64,11,41,"",27161
"651",12159,"Mississippi Silverside",74,17,47,"",26830
"652",12159,"Mississippi Silverside",63,17,47,"",26827
"653",10288,"Mississippi Silverside",64,109,139,"",24741
"654",11514,"Mississippi Silverside",80,0,14,"",25684
"655",12159,"Mississippi Silverside",77,17,47,"",26818
"656",12120,"Mississippi Silverside",53,0,12,"",26399
"657",11514,"Mississippi Silverside",65,0,14,"",25680
"658",12209,"Mississippi Silverside",67,0,9,"",27528
"659",11514,"Mississippi Silverside",77,0,14,"",25691
"660",10288,"Mississippi Silverside",49,109,139,"",24772
"661",11514,"Mississippi Silverside",77,0,14,"",25682
"662",11514,"Mississippi Silverside",89,0,14,"",25689
"663",12120,"Mississippi Silverside",51,0,12,"",26401
"664",11514,"Mississippi Silverside",60,0,14,"",25694
"665",11514,"Mississippi Silverside",79,0,14,"",25688
"666",12172,"Mississippi Silverside",70,11,41,"",27176
"667",11514,"Mississippi Silverside",77,0,14,"",25683
"668",11514,"Mississippi Silverside",76,0,14,"",25687
"669",12121,"Mississippi Silverside",61,7,37,"",26491
"670",10288,"Mississippi Silverside",48,109,139,"",24770
"671",11516,"Mississippi Silverside",83,0,4,"",25697
"672",11516,"Mississippi Silverside",51,0,4,"",25699
"673",11516,"Mississippi Silverside",59,0,4,"",25696
"674",12121,"Mississippi Silverside",43,7,37,"",26494
"675",12121,"Mississippi Silverside",64,7,37,"",26522
"676",12121,"Mississippi Silverside",53,7,37,"",26529
"677",12121,"Mississippi Silverside",60,7,37,"",26490
"678",12160,"Mississippi Silverside",64,71,101,"",26836
"679",12121,"Mississippi Silverside",54,7,37,"",26488
"680",12160,"Mississippi Silverside",44,71,101,"",26838
"681",12121,"Mississippi Silverside",58,7,37,"",26492
"682",12121,"Mississippi Silverside",44,7,37,"",26518
"683",12121,"Mississippi Silverside",42,7,37,"",26526
"684",12160,"Mississippi Silverside",52,71,101,"",26842
"685",12121,"Mississippi Silverside",61,7,37,"",26499
"686",12121,"Mississippi Silverside",52,7,37,"",26527
"687",10289,"Mississippi Silverside",49,63,93,"",24752
"688",12121,"Mississippi Silverside",47,7,37,"",26525
"689",12121,"Mississippi Silverside",60,7,37,"",26507
"690",12160,"Mississippi Silverside",53,71,101,"",26848
"691",12121,"Mississippi Silverside",47,7,37,"",26510
"692",12121,"Mississippi Silverside",69,7,37,"",26497
"693",12121,"Mississippi Silverside",66,7,37,"",26505
"694",12121,"Mississippi Silverside",61,7,37,"",26504
"695",12121,"Mississippi Silverside",53,7,37,"",26523
"696",12121,"Mississippi Silverside",46,7,37,"",26506
"697",12054,"Mississippi Silverside",40,0,4,"",26136
"698",12160,"Mississippi Silverside",42,71,101,"",26856
"699",12160,"Mississippi Silverside",48,71,101,"",26857
"700",12174,"Mississippi Silverside",65,0,27,"",27243
"701",12160,"Mississippi Silverside",52,71,101,"",26859
"702",12054,"Mississippi Silverside",50,0,4,"",26139
"703",12160,"Mississippi Silverside",62,71,101,"",26861
"704",10289,"Mississippi Silverside",66,63,93,"",24761
"705",12212,"Mississippi Silverside",54,124,154,"",27571
"706",12174,"Mississippi Silverside",66,0,27,"",27222
"707",12174,"Mississippi Silverside",53,0,27,"",27224
"708",12174,"Mississippi Silverside",65,0,27,"",27236
"709",12124,"Mississippi Silverside",53,113,143,"",26550
"710",12174,"Mississippi Silverside",61,0,27,"",27232
"711",10289,"Mississippi Silverside",61,63,93,"",24749
"712",12124,"Mississippi Silverside",86,113,143,"",26554
"713",10289,"Mississippi Silverside",63,63,93,"",24740
"714",12124,"Mississippi Silverside",59,113,143,"",26556
"715",12124,"Mississippi Silverside",55,113,143,"",26549
"716",10289,"Mississippi Silverside",56,63,93,"",24760
"717",10289,"Mississippi Silverside",59,63,93,"",24762
"718",12124,"Mississippi Silverside",63,113,143,"",26558
"719",12174,"Mississippi Silverside",65,0,27,"",27225
"720",10953,"Mississippi Silverside",64,0,2,"",25241
"721",12124,"Mississippi Silverside",53,113,143,"",26561
"722",12174,"Mississippi Silverside",53,0,27,"",27230
"723",12174,"Mississippi Silverside",56,0,27,"",27229
"724",12175,"Mississippi Silverside",60,129,159,"",27274
"725",12212,"Mississippi Silverside",64,124,154,"",27574
"726",12175,"Mississippi Silverside",56,129,159,"",27268
"727",10956,"Mississippi Silverside",87,0,1,"",25246
"728",12124,"Mississippi Silverside",45,113,143,"",26551
"729",12161,"Mississippi Silverside",53,68,98,"",26927
"730",12124,"Mississippi Silverside",49,113,143,"",26568
"731",12124,"Mississippi Silverside",58,113,143,"",26539
"732",12124,"Mississippi Silverside",65,113,143,"",26543
"733",12124,"Mississippi Silverside",67,113,143,"",26542
"734",12124,"Mississippi Silverside",60,113,143,"",26547
"735",12124,"Mississippi Silverside",74,113,143,"",26566
"736",12124,"Mississippi Silverside",59,113,143,"",26563
"737",12124,"Mississippi Silverside",50,113,143,"",26544
"738",12124,"Mississippi Silverside",58,113,143,"",26565
"739",12214,"Mississippi Silverside",52,90,120,"",27614
"740",12126,"Mississippi Silverside",50,896,926,"",26592
"741",10981,"Mississippi Silverside",75,0,1,"",25265
"742",12126,"Mississippi Silverside",67,896,926,"",26598
"743",12175,"Mississippi Silverside",50,129,159,"",27261
"744",12161,"Mississippi Silverside",60,68,98,"",26902
"745",12126,"Mississippi Silverside",90,896,926,"",26589
"746",12161,"Mississippi Silverside",53,68,98,"",26904
"747",12126,"Mississippi Silverside",78,896,926,"",26597
"748",12126,"Mississippi Silverside",73,896,926,"",26594
"749",12175,"Mississippi Silverside",50,129,159,"",27262
"750",12161,"Mississippi Silverside",52,68,98,"",26908
"751",12161,"Mississippi Silverside",42,68,98,"",26909
"752",12175,"Mississippi Silverside",64,129,159,"",27257
"753",12126,"Mississippi Silverside",75,896,926,"",26593
"754",10292,"Mississippi Silverside",60,140,170,"",24841
"755",11471,"Mississippi Silverside",73,0,8,"",25549
"756",12126,"Mississippi Silverside",52,896,926,"",26591
"757",12103,"Mississippi Silverside",58,83,113,"",26245
"758",12103,"Mississippi Silverside",68,83,113,"",26224
"759",11462,"Mississippi Silverside",80,0,4,"",25462
"760",12103,"Mississippi Silverside",49,83,113,"",26232
"761",12126,"Mississippi Silverside",82,896,926,"",26574
"762",11462,"Mississippi Silverside",81,0,4,"",25465
"763",11462,"Mississippi Silverside",92,0,4,"",25464
"764",12103,"Mississippi Silverside",63,83,113,"",26251
"765",10292,"Mississippi Silverside",53,140,170,"",24834
"766",12103,"Mississippi Silverside",55,83,113,"",26229
"767",12103,"Mississippi Silverside",65,83,113,"",26227
"768",11463,"Mississippi Silverside",63,0,5,"",25472
"769",12103,"Mississippi Silverside",73,83,113,"",26248
"770",11527,"Mississippi Silverside",76,0,1,"",25782
"771",12103,"Mississippi Silverside",70,83,113,"",26237
"772",12103,"Mississippi Silverside",79,83,113,"",26252
"773",12103,"Mississippi Silverside",61,83,113,"",26233
"774",12103,"Mississippi Silverside",60,83,113,"",26223
"775",12103,"Mississippi Silverside",63,83,113,"",26228
"776",11465,"Mississippi Silverside",66,0,1,"",25476
"777",12103,"Mississippi Silverside",55,83,113,"",26249
"778",12103,"Mississippi Silverside",55,83,113,"",26236
"779",11468,"Mississippi Silverside",57,95,125,"",25485
"780",11468,"Mississippi Silverside",54,95,125,"",25483
"781",11468,"Mississippi Silverside",62,95,125,"",25505
"782",10292,"Mississippi Silverside",73,140,170,"",24826
"783",11468,"Mississippi Silverside",56,95,125,"",25496
"784",12103,"Mississippi Silverside",50,83,113,"",26238
"785",11468,"Mississippi Silverside",47,95,125,"",25481
"786",11468,"Mississippi Silverside",63,95,125,"",25482
"787",12163,"Mississippi Silverside",46,141,171,"",26963
"788",11468,"Mississippi Silverside",67,95,125,"",25497
"789",12106,"Mississippi Silverside",74,0,11,"",26261
"790",11468,"Mississippi Silverside",54,95,125,"",25480
"791",12106,"Mississippi Silverside",55,0,11,"",26267
"792",11468,"Mississippi Silverside",59,95,125,"",25500
"793",11468,"Mississippi Silverside",66,95,125,"",25504
"794",12106,"Mississippi Silverside",68,0,11,"",26264
"795",12106,"Mississippi Silverside",87,0,11,"",26265
"796",12177,"Mississippi Silverside",56,0,11,"",27308
"797",12177,"Mississippi Silverside",52,0,11,"",27316
"798",12106,"Mississippi Silverside",74,0,11,"",26259
"799",12106,"Mississippi Silverside",43,0,11,"",26268
"800",12106,"Mississippi Silverside",52,0,11,"",26266
"801",12106,"Mississippi Silverside",73,0,11,"",26260
"802",12107,"Mississippi Silverside",64,0,1,"",26269
"803",12108,"Mississippi Silverside",37,77,107,"",26274
"804",11468,"Mississippi Silverside",56,95,125,"",25488
"805",12108,"Mississippi Silverside",42,77,107,"",26291
"806",12108,"Mississippi Silverside",79,77,107,"",26270
"807",12108,"Mississippi Silverside",36,77,107,"",26287
"808",12108,"Mississippi Silverside",33,77,107,"",26286
"809",11468,"Mississippi Silverside",63,95,125,"",25487
"810",12108,"Mississippi Silverside",43,77,107,"",26278
"811",12108,"Mississippi Silverside",36,77,107,"",26289
"812",12164,"Mississippi Silverside",66,283,313,"",26999
"813",12108,"Mississippi Silverside",45,77,107,"",26284
"814",12108,"Mississippi Silverside",40,77,107,"",26280
"815",12164,"Mississippi Silverside",41,283,313,"",26975
"816",12108,"Mississippi Silverside",40,77,107,"",26290
"817",12108,"Mississippi Silverside",66,77,107,"",26271
"818",11470,"Mississippi Silverside",60,1,15,"",25516
"819",11528,"Mississippi Silverside",76,0,1,"",25825
"820",12108,"Mississippi Silverside",32,77,107,"",26298
"821",12108,"Mississippi Silverside",37,77,107,"",26297
"822",12108,"Mississippi Silverside",54,77,107,"",26276
"823",11470,"Mississippi Silverside",64,1,15,"",25510
"824",12164,"Mississippi Silverside",64,283,313,"",27002
"825",12108,"Mississippi Silverside",35,77,107,"",26292
"826",12164,"Mississippi Silverside",68,283,313,"",27000
"827",12108,"Mississippi Silverside",67,77,107,"",26277
"828",12132,"Mississippi Silverside",54,0,2,"",26651
"829",12132,"Mississippi Silverside",62,0,2,"",26652
"830",11470,"Mississippi Silverside",53,1,15,"",25520
"831",12108,"Mississippi Silverside",49,77,107,"",26279
"832",12108,"Mississippi Silverside",32,77,107,"",26293
"833",10311,"Mississippi Silverside",45,1,26,"",24937
"834",12109,"Mississippi Silverside",73,0,17,"",26303
"835",12164,"Mississippi Silverside",82,283,313,"",26979
"836",11545,"Mississippi Silverside",72,0,11,"",25850
"837",11545,"Mississippi Silverside",79,0,11,"",25852
"838",12109,"Mississippi Silverside",57,0,17,"",26315
"839",11470,"Mississippi Silverside",59,1,15,"",25519
"840",12109,"Mississippi Silverside",55,0,17,"",26314
"841",11545,"Mississippi Silverside",65,0,11,"",25854
"842",12109,"Mississippi Silverside",83,0,17,"",26300
"843",12109,"Mississippi Silverside",80,0,17,"",26313
"844",11545,"Mississippi Silverside",59,0,11,"",25851
"845",12109,"Mississippi Silverside",44,0,17,"",26316
"846",11545,"Mississippi Silverside",78,0,11,"",25849
"847",12109,"Mississippi Silverside",72,0,17,"",26301
"848",12143,"Mississippi Silverside",82,7,37,"",26679
"849",11545,"Mississippi Silverside",54,0,11,"",25844
"850",12143,"Mississippi Silverside",59,7,37,"",26699
"851",11545,"Mississippi Silverside",74,0,11,"",25848
"852",12143,"Mississippi Silverside",77,7,37,"",26675
"853",11470,"Mississippi Silverside",55,1,15,"",25512
"854",12167,"Mississippi Silverside",20,144,174,"",27009
"855",12111,"Mississippi Silverside",71,0,5,"",26318
"856",11545,"Mississippi Silverside",67,0,11,"",25847
"857",12143,"Mississippi Silverside",66,7,37,"",26691
"858",12143,"Mississippi Silverside",53,7,37,"",26681
"859",12111,"Mississippi Silverside",76,0,5,"",26321
"860",12167,"Mississippi Silverside",71,144,174,"",27019
"861",12143,"Mississippi Silverside",65,7,37,"",26693
"862",12167,"Mississippi Silverside",78,144,174,"",27017
"863",12167,"Mississippi Silverside",75,144,174,"",27008
"864",12143,"Mississippi Silverside",75,7,37,"",26683
"865",12143,"Mississippi Silverside",76,7,37,"",26685
"866",12115,"Mississippi Silverside",60,0,3,"",26330
"867",11546,"Mississippi Silverside",68,0,18,"",25875
"868",12143,"Mississippi Silverside",93,7,37,"",26698
"869",11546,"Mississippi Silverside",56,0,18,"",25882
"870",11546,"Mississippi Silverside",71,0,18,"",25883
"871",11546,"Mississippi Silverside",63,0,18,"",25881
"872",12118,"Mississippi Silverside",58,51,81,"",26477
"873",11546,"Mississippi Silverside",61,0,18,"",25886
"874",12118,"Mississippi Silverside",48,51,81,"",26480
"875",12118,"Mississippi Silverside",57,51,81,"",26483
"876",10292,"Mississippi Silverside",67,140,170,"",24824
"877",11546,"Mississippi Silverside",64,0,18,"",25893
"878",12143,"Mississippi Silverside",68,7,37,"",26686
"879",12219,"Mississippi Silverside",72,196,226,"",27720
"880",11546,"Mississippi Silverside",72,0,18,"",25887
"881",12118,"Mississippi Silverside",45,51,81,"",26484
"882",11546,"Mississippi Silverside",68,0,18,"",25880
"883",11546,"Mississippi Silverside",66,0,18,"",25888
"884",11546,"Mississippi Silverside",74,0,18,"",25892
"885",11546,"Mississippi Silverside",80,0,18,"",25891
"886",11546,"Mississippi Silverside",67,0,18,"",25884
"887",11546,"Mississippi Silverside",89,0,18,"",25890
"888",11547,"Mississippi Silverside",47,0,27,"",25901
"889",11547,"Mississippi Silverside",72,0,27,"",25899
"890",12144,"Mississippi Silverside",55,0,4,"",26708
"891",12118,"Mississippi Silverside",62,51,81,"",26513
"892",12118,"Mississippi Silverside",60,51,81,"",26511
"893",11547,"Mississippi Silverside",63,0,27,"",25910
"894",11471,"Mississippi Silverside",62,0,8,"",25547
"895",12118,"Mississippi Silverside",43,51,81,"",26475
"896",11547,"Mississippi Silverside",71,0,27,"",25897
"897",12118,"Mississippi Silverside",75,51,81,"",26485
"898",12118,"Mississippi Silverside",55,51,81,"",26515
"899",12118,"Mississippi Silverside",60,51,81,"",26514
"900",11477,"Mississippi Silverside",60,60,90,"",25602
"901",10317,"Mississippi Silverside",52,17,47,"",24963
"902",11547,"Mississippi Silverside",69,0,27,"",25896
"903",11477,"Mississippi Silverside",54,60,90,"",25603
"904",11547,"Mississippi Silverside",64,0,27,"",25913
"905",11477,"Mississippi Silverside",52,60,90,"",25594
"906",11477,"Mississippi Silverside",69,60,90,"",25576
"907",11547,"Mississippi Silverside",28,0,27,"",29102
"908",11477,"Mississippi Silverside",68,60,90,"",25577
"909",11477,"Mississippi Silverside",48,60,90,"",25587
"910",11477,"Mississippi Silverside",43,60,90,"",25585
"911",11477,"Mississippi Silverside",59,60,90,"",25588
"912",11477,"Mississippi Silverside",67,60,90,"",25593
"913",12220,"Mississippi Silverside",71,20,50,"",27768
"914",11547,"Mississippi Silverside",55,0,27,"",25902
"915",11547,"Mississippi Silverside",65,0,27,"",25894
"916",12119,"Mississippi Silverside",53,17,47,"",26362
"917",11547,"Mississippi Silverside",62,0,27,"",25906
"918",11547,"Mississippi Silverside",64,0,27,"",25917
"919",12119,"Mississippi Silverside",59,17,47,"",26348
"920",12119,"Mississippi Silverside",50,17,47,"",26355
"921",12119,"Mississippi Silverside",51,17,47,"",26354
"922",12119,"Mississippi Silverside",49,17,47,"",26356
"923",11547,"Mississippi Silverside",67,0,27,"",25916
"924",12169,"Mississippi Silverside",62,2,28,"",27076
"925",11477,"Mississippi Silverside",44,60,90,"",25578
"926",11547,"Mississippi Silverside",60,0,27,"",25904
"927",11477,"Mississippi Silverside",64,60,90,"",25597
"928",11477,"Mississippi Silverside",52,60,90,"",25595
"929",10320,"Mississippi Silverside",61,25,55,"",25029
"930",12119,"Mississippi Silverside",43,17,47,"",26341
"931",12169,"Mississippi Silverside",69,2,28,"",27084
"932",11477,"Mississippi Silverside",60,60,90,"",25586
"933",11547,"Mississippi Silverside",76,0,27,"",25914
"934",11477,"Mississippi Silverside",66,60,90,"",25583
"935",11477,"Mississippi Silverside",60,60,90,"",25589
"936",12170,"Mississippi Silverside",80,510,540,"",27110
"937",11478,"Mississippi Silverside",65,0,24,"",25645
"938",11548,"Mississippi Silverside",58,0,5,"",25945
"939",12170,"Mississippi Silverside",56,510,540,"",27121
"940",11548,"Mississippi Silverside",77,0,5,"",25947
"941",11478,"Mississippi Silverside",63,0,24,"",25642
"942",11478,"Mississippi Silverside",57,0,24,"",25644
"943",11478,"Mississippi Silverside",64,0,24,"",25640
"944",11478,"Mississippi Silverside",31,0,24,"",25646
"945",11549,"Mississippi Silverside",60,0,3,"",25949
"946",11478,"Mississippi Silverside",51,0,24,"",25639
"947",11550,"Mississippi Silverside",76,0,2,"",25952
"948",11550,"Mississippi Silverside",69,0,2,"",25953
"949",12119,"Mississippi Silverside",50,17,47,"",26342
"950",11478,"Mississippi Silverside",67,0,24,"",28481
"951",12152,"Mississippi Silverside",84,0,3,"",26761
"952",12153,"Mississippi Silverside",44,0,2,"",26764
"953",11478,"Mississippi Silverside",69,0,24,"",25641
"954",12154,"Mississippi Silverside",44,0,1,"",26766
"955",11478,"Mississippi Silverside",59,0,24,"",25643
"956",11478,"Mississippi Silverside",70,0,24,"",25632
"957",11478,"Mississippi Silverside",66,0,24,"",25630
"958",11478,"Mississippi Silverside",38,0,24,"",25647
"959",11478,"Mississippi Silverside",63,0,24,"",25634
"960",12120,"Mississippi Silverside",62,0,12,"",26396
"961",12120,"Mississippi Silverside",27,0,12,"",26398
"962",11552,"Mississippi Silverside",83,0,16,"",25966
"963",12158,"Mississippi Silverside",72,8,38,"",26786
"964",11552,"Mississippi Silverside",76,0,16,"",25969
"965",11552,"Mississippi Silverside",85,0,16,"",25975
"966",12158,"Mississippi Silverside",63,8,38,"",26797
"967",11552,"Mississippi Silverside",76,0,16,"",25979
"968",11552,"Mississippi Silverside",69,0,16,"",25971
"969",12158,"Mississippi Silverside",75,8,38,"",26779
"970",12158,"Mississippi Silverside",92,8,38,"",26778
"971",11552,"Mississippi Silverside",76,0,16,"",25967
"972",12158,"Mississippi Silverside",67,8,38,"",26793
"973",12158,"Mississippi Silverside",66,8,38,"",26788
"974",11552,"Mississippi Silverside",82,0,16,"",25972
"975",12158,"Mississippi Silverside",86,8,38,"",26775
"976",12158,"Mississippi Silverside",68,8,38,"",26781
"977",12158,"Mississippi Silverside",48,8,38,"",26792
"978",12171,"Mississippi Silverside",65,149,179,"",27152
"979",12158,"Mississippi Silverside",65,8,38,"",26783
"980",12158,"Mississippi Silverside",80,8,38,"",26795
"981",12158,"Mississippi Silverside",86,8,38,"",26769
"982",12158,"Mississippi Silverside",62,8,38,"",26777
"983",12171,"Mississippi Silverside",58,149,179,"",27134
"984",12120,"Mississippi Silverside",46,0,12,"",26397
"985",12171,"Mississippi Silverside",76,149,179,"",27131
"986",12171,"Mississippi Silverside",60,149,179,"",27132
"987",12158,"Mississippi Silverside",81,8,38,"",26770
"988",12171,"Mississippi Silverside",75,149,179,"",27138
"989",12171,"Mississippi Silverside",62,149,179,"",27153
"990",12171,"Mississippi Silverside",72,149,179,"",27136
"991",12159,"Mississippi Silverside",65,17,47,"",26826
"992",12159,"Mississippi Silverside",69,17,47,"",26801
"993",12159,"Mississippi Silverside",56,17,47,"",26805
"994",12159,"Mississippi Silverside",72,17,47,"",26806
"995",12159,"Mississippi Silverside",61,17,47,"",26802
"996",12159,"Mississippi Silverside",48,17,47,"",26807
"997",12159,"Mississippi Silverside",60,17,47,"",26803
"998",11504,"Mississippi Silverside",69,0,2,"",25667
"999",12172,"Mississippi Silverside",34,11,41,"",27173
"1000",12172,"Mississippi Silverside",53,11,41,"",27171
"1001",12120,"Mississippi Silverside",51,0,12,"",26403
"1002",12172,"Mississippi Silverside",52,11,41,"",27170
"1003",12172,"Mississippi Silverside",40,11,41,"",27186
"1004",12172,"Mississippi Silverside",69,11,41,"",27167
"1005",12159,"Mississippi Silverside",57,17,47,"",26810
"1006",12172,"Mississippi Silverside",53,11,41,"",27169
"1007",12222,"Mississippi Silverside",65,388,418,"",27843
