"","VisitNo","SampleID_key","SampleID","StartTime","EndTime","Duration","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthOfWater","NetMeterStart","NetMeterEnd","TowDirection","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","effort","Location","Date","Comments"
"85",6402,10942,"LAMOPE02-TULE-25APR2022","08:47","",NA,38.12058,NA,121.98178,NA,1.5,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Tule Red","2022-04-25"," "
"86",6672,11515,"LAMOPE02-WINT-18MAY2022","08:09","",NA,38.049312,NA,121.852346,NA,1.1,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Winter Island","2022-05-18"," code 2: deployed funky"
"87",7103,12103,"LAMOPE03-BROA-05DEC2022","09:49","",NA,38.050665,NA,121.848451,NA,4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Broad Slough","2022-12-05"," code 2 - depth"
"88",6049,10305,"LAMOPE03-BROA-12APR2022","10:08","",NA,38.047847,NA,121.847544,NA,3.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",322.75016704264,"Broad Slough","2022-04-12"," paired? n iris in cod end broa-02-2022"
"89",7173,12174,"LAMOPE03-BROA-17NOV2022","09:00","",NA,38.030655,NA,121.838696,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Broad Slough","2022-11-17"," gps 5; accuracy 2m. not paired. "
"90",6039,10296,"LAMOPE03-BROW-11APR2022","09:20","",NA,38.03793,NA,121.873786,NA,1.5,NA,NA," 3= unknown","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Browns Island","2022-04-11"," % cod end filled: 1-33"
"91",7192,12192,"LAMOPE03-GRIZ-21NOV2022","09:45","",NA,38.121864,NA,121.99158,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Grizzly Bay","2022-11-21"," "
"92",7113,12112,"LAMOPE03-HONK-07DEC2022","09:33","",NA,38.079223,NA,121.922098,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Honker-Spoonbill","2022-12-07"," gps 5 accuracy 3m; paired n"
"93",6667,11507,"LAMOPE03-HONK-09MAY2022","09:26","",NA,38.069833,NA,121.912016,NA,3.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",309.454345624682,"Honker-Spoonbill","2022-05-09"," twist on one side of net"
"94",6055,10312,"LAMOPE03-HONK-13APR2022","10:29","",NA,38.062023,NA,121.908776,NA,3.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",295.476969974838,"Honker-Spoonbill","2022-04-13"," "
"95",6432,10980,"LAMOPE03-HORS-05MAY2022","09:13","",NA,38.087461,NA,121.71092,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Horseshoe Bend","2022-05-05"," gps #6 accuracy 5m; veg in cod end code 1 egeden; potcri"
"96",7133,12130,"LAMOPE03-HORS-15DEC2022","12:32","",NA,38.080476,NA,121.727987,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Horseshoe Bend","2022-12-15"," gps 5 accuracy 2m; dominant vegetation in net: egeden; cerdem"
"97",6064,10321,"LAMOPE03-HORS-18APR2022","09:52","",NA,38.08278,NA,121.728627,NA,3.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",322.75016704264,"Horseshoe Bend","2022-04-18"," veg in net: egeden; cerdem; % cod end filled: 1-33"
"98",7217,12219,"LAMOPE03-HORS-30NOV2022","10:45","",NA,38.083242,NA,121.724554,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Horseshoe Bend","2022-11-30"," gps 5; accuracy 2m. not paired; dominant vegetation in net: hyacinth; myrspi"
"99",7144,12145,"LAMOPE03-LIBE-28DEC2022","09:20","",NA,38.291881,NA,121.683347,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Liberty Island","2022-12-28"," gps #5; accuracy 2m; not paired; gearid lam03"
"100",6647,11468,"LAMOPE03-LOWE-04MAY2022","07:58","",NA,38.3494,NA,121.660624,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Lower Yolo Ranch","2022-05-04"," gps 6 accuracy 3m; missil full of eggs - a lot of them"
"101",6035,10292,"LAMOPE03-LOWE-06APR2022","10:02","",NA,38.356446,NA,121.659184,NA,1.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Lower Yolo Ranch","2022-04-06"," 3 priscu <25 mm"
"102",7122,12120,"LAMOPE03-LOWE-14DEC2022","10:48","",NA,38.353669,NA,121.649744,NA,1.2,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Lower Yolo Ranch","2022-12-14"," gps 5 accuracy 3m; paired n; code 2 - very narrow channel; ks deployed on one side; crossed. mosqui @58!! most crayfish small."
"103",7168,12169,"LAMOPE03-LOWE-15NOV2022","10:20","",NA,38.35053,NA,121.658247,NA,1.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Lower Yolo Ranch","2022-11-15"," gps 5; accuracy 2m. not paired. dominant vegetation in net: elodia. code 2 (debatably 3) - caught a log; had to remove during retrieval; but veg kept a lot in the cod end; but definitely a compromised sample"
"104",6708,11547,"LAMOPE03-NURS-25MAY2022","09:21","",NA,38.19404,NA,121.912582,NA,0.8,NA,NA," 3= unknown","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",85.7504395849216,"Nurse-Denverton","2022-05-25"," gps 6 accuracy 4m; detritus in net 1-33%; gastric lavage on strbas - nothing; paired n; tow direction unknown due to no flow; unid in vial 2022 hch-032 was found to be a missil according to ma 11oct2022"
"105",6603,11461,"LAMOPE03-NURS-28APR2022","11:04","",NA,38.176841,NA,121.91612,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Nurse-Denverton","2022-04-28"," "
"106",7149,12150,"LAMOPE03-PEYT-21DEC2022","09:30","",NA,38.207539,NA,122.033057,NA,1.5,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Peytonia-Suisun","2022-12-21"," pulled in net at 45 degree angle against current due to high velocity"
"107",7205,12205,"LAMOPE03-PEYT-22NOV2022","09:53","",NA,38.226403,NA,122.038499,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Peytonia-Suisun","2022-11-22"," gps 5; accuracy 2m. not paired."
"108",6412,10952,"LAMOPE03-PEYT-27APR2022","08:38","",NA,38.2243,NA,122.033029,NA,1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",107.56568890144,"Peytonia-Suisun","2022-04-27"," trawled through stupec"
"109",7127,12125,"LAMOPE03-RYER-29DEC2022","08:35","",NA,38.078046,NA,122.013491,NA,3.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",295.476969974838,"Ryer Island","2022-12-29"," gps#5; accuracy 2m; not paired; no fish; gearid lam03"
"110",6403,10943,"LAMOPE03-TULE-25APR2022","09:10","",NA,38.13257,NA,121.99169,NA,1.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Tule Red","2022-04-25"," "
"111",6673,11516,"LAMOPE03-WINT-18MAY2022","18:22","",NA,38.048165,NA,121.850669,NA,0.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",85.7504395849216,"Winter Island","2022-05-18"," gps#6; accuracy=3; code 2:small twist in one wing"
"112",6663,11503,"LAMOPE03-YOLO-02MAY2022","08:25","",NA,38.360845,NA,121.643486,NA,1.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Flyway Farms","2022-05-02"," code 2=turned w/ tide; priscu=20mm; gps 6; accuracy=3m"
"113",6053,10311,"LAMOPE03-YOLO-05APR2022","09:40","",NA,38.362165,NA,121.642812,NA,1.1,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Flyway Farms","2022-04-05"," +1 missil crushed. yolo_02_2022. code 2 - boat drifted over net briefly; recovered.  % cod end filled: 1-33%"
"114",6709,11548,"LAMOPE04-ARNO-25MAY2022","10:09","",NA,38.175433,NA,121.907699,NA,1.2,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Arnold Slough","2022-05-25"," gps 6 accuracy 3m; paired n; dominant veg in net filalg 1-33%; code 2 due to twist in net; harmud found on deck but not sure if from this sampling event/site"
"115",6641,11462,"LAMOPE04-ARNO-28APR2022","11:37","",NA,38.179359,NA,121.906276,NA,3.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Arnold Slough","2022-04-28"," no depth recorded; seine code 2: high flow caused lampara to flow away from boat as we approached it "
"116",7114,12113,"LAMOPE04-CHIP-07DEC2022","10:02","",NA,38.062776,NA,121.910329,NA,2.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",273.23299231529,"Chipps Island","2022-12-07"," gps 5 accuracy 3m; paired n"
"117",6668,11508,"LAMOPE04-CHIP-09MAY2022","09:49","",NA,38.061403,NA,121.909815,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Chipps Island","2022-05-09"," chip-04-2022"
"118",6056,10313,"LAMOPE04-CHIP-13APR2022","10:57","",NA,38.060985,NA,121.908945,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Chipps Island","2022-04-13"," "
"119",7145,12146,"LAMOPE04-FLYW-28DEC2022","10:10","",NA,38.364284,NA,121.64314,NA,1.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Flyway Farms","2022-12-28"," gearid lam03; code 2 - net got caught on transducer; depth from secchi (do not adjust); gps 5 accuracy 2m;dominant veg in net elodea cerdom"
"120",6433,10981,"LAMOPE04-HORS-05MAY2022","09:34","",NA,38.094554,NA,121.709719,NA,3.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Horseshoe Bend","2022-05-05"," gps #6 accuracy 3m; lots of egeden caught on lead line; not necessarily in cod end. many snails in sample. crayfish in sample but no count recorded"
"121",7134,12132,"LAMOPE04-HORS-15DEC2022","12:56","",NA,38.08389,NA,121.721186,NA,1.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Horseshoe Bend","2022-12-15"," gps 5 accuracy 2m; paired n; dominant vegetation in net: egeden"
"122",7218,12220,"LAMOPE04-HORS-30NOV2022","11:10","",NA,38.080468,NA,121.729202,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Horseshoe Bend","2022-11-30"," gps 5; accuracy 2m. not paired. dominant vegetation in net: egeria; myrspi. hitch tag #frp22001"
"123",6648,11470,"LAMOPE04-LOWE-04MAY2022","08:29","",NA,38.355615,NA,121.659618,NA,1.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",188.011143848666,"Lower Yolo Ranch","2022-05-04"," gpa 6 accuracy 3m; carp jumped out +1; ran out of tags for hitch; osm not measured; 16 total but take final count in lab; +50 mysids; lowe-07-2022; osmspp: 5 dna confirmed wakasa; 14 lab confirmed wakasa;"
"124",7169,12170,"LAMOPE04-LOWE-15NOV2022","11:15","",NA,38.355909,NA,121.659317,NA,2.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",265.477555979498,"Lower Yolo Ranch","2022-11-15"," gps 5; accuracy 2m. not paired. dominant vegetation in net: potcri"
"125",6413,10953,"LAMOPE04-PEYT-27APR2022","09:32","",NA,38.225312,NA,122.042752,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Peytonia-Suisun","2022-04-27"," gps #6 accuracy 3m. paired? y"
"126",6065,10322,"LAMOPE04-STAC-18APR2022","10:54","",NA,38.096919,NA,121.58992,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Webb Tract Islands and Berms","2022-04-18"," veg in net: egeden; gps 6 accuracy 6m"
"127",6059,10316,"LAMOPE04-STAI-05APR2022","10:29","",NA,38.34972,NA,121.649603,NA,0.9,NA,NA," 3= unknown","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Stairsteps-Liberty Cut","2022-04-05"," stai_02_2022. % cod end filled: 1-33% "
"128",7123,12121,"LAMOPE04-STAI-14DEC2022","12:23","",NA,38.33032,NA,121.676063,NA,3.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",322.75016704264,"Stairsteps-Liberty Cut","2022-12-14"," gps 5 accuracy 2m; paired n; depth from handheld; do not adjust for draft of boat"
"129",7193,12193,"LAMOPE04-TULE-21NOV2022","10:04","",NA,38.133384,NA,121.992294,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Tule Red","2022-11-21"," gps 5; accuracy 3m. not paired."
"130",7129,12127,"LAMOPE04-TULE-29DEC2022","09:10","",NA,38.124088,NA,121.984445,NA,2.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Tule Red","2022-12-29"," gps #5; accuracy 3m; not paired; no catch; seine code 2 due to weird twist in net; gearid lam03"
"131",7150,12151,"LAMOPE04-WING-21DEC2022","09:57","",NA,38.215681,NA,122.040966,NA,1.1,NA,NA," ","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Wings Landing","2022-12-21"," depth taken with secchi"
"132",7206,12206,"LAMOPE04-WING-22NOV2022","10:22","",NA,38.222925,NA,122.042173,NA,0.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",63.2536360365184,"Wings Landing","2022-11-22"," gps 5; accuracy 3m. not paired. tow direction - not a lot of flow. depth: much of the time depth was not showing; brief moment showed 0.3"
"133",7104,12104,"LAMOPE04-WINT-05DEC2022","10:22","",NA,38.033179,NA,121.843527,NA,3.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",309.454345624682,"Winter Island","2022-12-05"," gps 5 accuracy 3m; paired n"
"134",6040,10297,"LAMOPE04-WINT-11APR2022","10:12","",NA,38.05047,NA,121.853551,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Winter Island","2022-04-11"," dominant veg in net: myraqu; filalg; elodia; % cod end filled: trace"
"135",7174,12175,"LAMOPE04-WINT-17NOV2022","09:30","",NA,38.045309,NA,121.85024,NA,1.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Winter Island","2022-11-17"," gps 5; accuracy 4. not paired. cod end filled w/ detritus ~50%"
"136",6674,11517,"LAMOPE04-WINT-18MAY2022","08:52","",NA,38.048199,NA,121.848576,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Winter Island","2022-05-18"," gps#6; accuracy=3; high flow made deployment tricky"
"137",6664,11504,"LAMOPE04-YOLO-02MAY2022","08:43","",NA,38.360791,NA,121.641056,NA,2,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",206.41862200576,"Flyway Farms","2022-05-02"," hitch: 2022_hch_024; gps#6; accuracy=3"
"138",6710,11549,"LAMOPE05-ARNO-25MAY2022","10:33","",NA,38.177216,NA,121.907694,NA,1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",107.56568890144,"Arnold Slough","2022-05-25"," gps 6 accuracy 3m; dominant veg in net: stupec; filalg 1-33%; seine deployment not selected on datasheet; gearid lam03; paired n"
"139",6643,11464,"LAMOPE05-ARNO-28APR2022","12:46","",NA,38.175505,NA,121.907764,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Arnold Slough","2022-04-28"," gps 6 accuracy 3m"
"140",6675,11518,"LAMOPE05-BROW-18MAY2022","09:29","",NA,38.039979,NA,121.855764,NA,0.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",85.7504395849216,"Browns Island","2022-05-18"," a lot of detritus in cod end"
"141",7115,12114,"LAMOPE05-CHIP-07DEC2022","10:32","",NA,38.055837,NA,121.929636,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Chipps Island","2022-12-07"," gps 5 accuracy 2m; paired n; dominant vegetation in net: ulva spp"
"142",6669,11509,"LAMOPE05-CHIP-09MAY2022","10:09","",NA,38.068262,NA,121.912931,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Chipps Island","2022-05-09"," gps#6; accuracy=3; chip-05-2022"
"143",7146,12147,"LAMOPE05-FLYW-28DEC2022","10:51","",NA,38.360739,NA,121.640775,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Flyway Farms","2022-12-28"," gps #5; accuracy 2m; not paired; gearid lam03; depth from secchi - do not adjust; dominant veg in net hyacinth"
"144",6057,10314,"LAMOPE05-HONK-13APR2022","11:23","",NA,38.065839,NA,121.911158,NA,3.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",295.476969974838,"Honker-Spoonbill","2022-04-13"," "
"145",7170,12171,"LAMOPE05-LOWE-15NOV2022","12:06","",NA,38.345712,NA,121.668672,NA,3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Lower Yolo Ranch","2022-11-15"," gps 5; accuracy 2m. not paired. code 2 - deployed a little funky because of the way the water was moving and narrow channel"
"146",6657,11479,"LAMOPE05-STAC-05MAY2022","11:43","",NA,38.096776,NA,121.592669,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Webb Tract Island and Berms","2022-05-05"," gps 6 accuracy 3m; dominant veg egeden 1-33%; priscu may have been from previous sample; found on boat deck"
"147",6066,10323,"LAMOPE05-STAC-18APR2022","11:09","",NA,38.096038,NA,121.586957,NA,3.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Islands and Berms","2022-04-18"," no veg in net"
"148",7124,12122,"LAMOPE05-STAI-14DEC2022","12:41","",NA,38.328822,NA,121.676079,NA,3.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Stairsteps-Liberty Cut","2022-12-14"," gps 5 accuracy 2m; paired n"
"149",7194,12194,"LAMOPE05-TULE-21NOV2022","10:23","",NA,38.123772,NA,121.98429,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Tule Red","2022-11-21"," gps 5; accuracy 2m. not paired. "
"150",7132,12131,"LAMOPE05-TULE-29DEC2022","09:25","",NA,38.129455,NA,121.988852,NA,2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",206.41862200576,"Tule Red","2022-12-29"," gps#5; accuracy 3m; not paired; gearid lam03"
"151",7151,12152,"LAMOPE05-WING-21DEC2022","10:19","",NA,38.220298,NA,122.034501,NA,1.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Wings Landing","2022-12-21"," depth using secchi. gps 5; accuracy 2m. not paired."
"152",7207,12209,"LAMOPE05-WING-22NOV2022","10:49","",NA,38.221026,NA,122.03692,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Wings Landing","2022-11-22"," gps 5; accuracy 3m. not paired; tow direction not enough flow to be against it"
"153",6414,10954,"LAMOPE05-WING-27APR2022","12:57","",NA,38.214255,NA,122.038202,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Wings Landing","2022-04-27"," gps #6 accuracy 3m"
"154",7106,12105,"LAMOPE05-WINT-05DEC2022","10:37","",NA,38.038456,NA,121.846399,NA,2.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",241.188915624294,"Winter Island","2022-12-05"," dominant vegetation in sample: potcri; myrspp; egeden; cerdem; gps 5 accuracy 3m; paired n"
"155",6042,10298,"LAMOPE05-WINT-11APR2022","10:46","",NA,38.045869,NA,121.850751,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Winter Island","2022-04-11"," dominant veg in net: cerdem; myraqu; % cod end filled: trace"
"156",7175,12176,"LAMOPE05-WINT-17NOV2022","10:41","",NA,38.043311,NA,121.84646,NA,2.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",241.188915624294,"Winter Island","2022-11-17"," gps 5; accuracy 2m. not paired. "
"157",7135,12133,"LAMOPE05-WTIB-15DEC2022","13:52","",NA,38.096282,NA,121.588084,NA,3.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Islands and Berms","2022-12-15"," gps 5 accuracy 3m; paired n; code 2 - depth. dominant vegetation in net: hyacinth; egeria"
"158",7221,12223,"LAMOPE05-WTIB-30NOV2022","14:26","",NA,38.094736,NA,121.590634,NA,3.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",322.75016704264,"Webb Tract Islands and Berms","2022-11-30"," gps 5; accuracy 3m. not paired. dominant vegetation in net: egeden; myrspi. tadpole = bullfrog"
"159",6649,11471,"LAMOPE05-YOLO-04MAY2022","10:31","",NA,38.360928,NA,121.643181,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Flyway Farms","2022-05-04"," gps 6 accuracy 3m; dominant veg in net: filalg; 1-33%; one priscu @ 22mm"
"160",6711,11550,"LAMOPE06-ARNO-25MAY2022","10:57","",NA,38.179148,NA,121.90664,NA,2.1,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Arnold Slough","2022-05-25"," gps 6 accuracy 3m; code 2 due to high flows causing net to be too narrow"
"161",6644,11465,"LAMOPE06-ARNO-28APR2022","13:13","",NA,38.179663,NA,121.904988,NA,1.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Arnold Slough","2022-04-28"," gps 6 accuracy 8m"
"162",6676,11519,"LAMOPE06-BROW-18MAY2022","10:11","",NA,38.039979,NA,121.855764,NA,3.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",302.550852078746,"Browns Island","2022-05-18"," brow-06-2022; topsme:20"
"163",7116,12115,"LAMOPE06-CHIP-07DEC2022","10:53","",NA,38.056679,NA,121.920316,NA,2.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",241.188915624294,"Chipps Island","2022-12-07"," gps 5 accuracy 2m; paired n"
"164",6670,11510,"LAMOPE06-CHIP-09MAY2022","10:55","",NA,38.054535,NA,121.932846,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Chipps Island","2022-05-09"," chip-06-2022; gps 6 accuracy 4m"
"165",6058,10315,"LAMOPE06-CHIP-13APR2022","12:00","",NA,38.055915,NA,121.9305,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Chipps Island","2022-04-13"," "
"166",6658,11480,"LAMOPE06-STAC-05MAY2022","12:04","",NA,38.097427,NA,121.592,NA,3.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",309.454345624682,"Webb Tract Island and Berms","2022-05-05"," gps 6 accuracy 3m; dominant veg in net potcri 1-33%"
"167",6067,10324,"LAMOPE06-STAC-18APR2022","11:31","",NA,38.093627,NA,121.582076,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Webb Tract Islands and Berms","2022-04-18"," "
"168",6048,10306,"LAMOPE06-STAI-05APR2022","12:35","",NA,38.33851,NA,121.65749,NA,2.1,NA,NA," 3= unknown","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Stairsteps-Liberty Cut","2022-04-05"," % cod end filled: 0%"
"169",7125,12123,"LAMOPE06-STAI-14DEC2022","13:07","",NA,38.309053,NA,121.667451,NA,3.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Stairsteps-Liberty Cut","2022-12-14"," gps 5 accuracy 4m; paired n; a lot of sav; hard to get secchi. code 2 - deep. dominant vegetation in sample: egeria; hyancinth"
"170",7195,12195,"LAMOPE06-TULE-21NOV2022","10:44","",NA,38.121528,NA,121.982824,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Tule Red","2022-11-21"," gps 5; accuracy 2m. not paired "
"171",7136,12134,"LAMOPE06-TULE-29DEC2022","09:41","",NA,38.133984,NA,121.994191,NA,1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",107.56568890144,"Tule Red","2022-12-29"," gps#5; accuracy 3m; not paired; no catch; gearid lam03"
