"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season"
"133",7421,12441,"LAMOPE01-GRIZ-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","09:54","",NA,NA,NA,38.136713,122.00625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," Garmin 5",2," "," GPS 5; ACCURACY 2M.NOT PAIRED. WATER MOVING DOWNSTREAM BECAUSE OF FLOW","true","Mudsucker","CB;ED;GN;GP","Grizzly Bay","03/20/2023","GRIZ-UNK","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",12,13,10.13,625,7.8,113.8,0.95,1.25,9.1," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 09:54","Spring"
"134",7422,12442,"LAMOPE02-GRIZ-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","10:16","",NA,NA,NA,38.12365,122.001351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2;. NOT PAIRED. YSI READING DONE IN BUCKET DUE TO WAVES","true","Mudsucker","CB;ED;GN;GP","Grizzly Bay","03/20/2023","GRIZ-UNK","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",18,12.9,10.2,625,7.7,74.2,0.88,1.27,12.6," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 10:16","Spring"
"135",7423,12443,"LAMOPE03-GRIZ-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","10:33","",NA,NA,NA,38.119398,121.990999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," Garmin 5",2," "," GPS 5; ACCURACY 2M. ","true","Mudsucker","CB;ED;GN;GP","Grizzly Bay","03/20/2023","GRIZ-UNK","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",18,13,10.4,491,7.9,90.1,1.08,1.54,9.3," 1=absent",1," Inside",1," false"," NOT PAIRED. YSI TAKEN FROM BUCKET",2023-03-20,2023,3,"2023-03-20 10:33","Spring"
"136",7424,12444,"LAMOPE04-RYER-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","11:13","",NA,NA,NA,38.079469,122.015878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," Garmin 5",2," "," GPS 5; ACCURACY 2M. NOT PAIRED. UNID NOT BROUGH BACK FROM PREVIOUS SAMPLE MANGLED - UNID 25MM","true","Mudsucker","CB;ED;GN;GP","Ryer Island","03/20/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",15,12.3,9.37,164,7.3,66.1,0.69,0.66,12.9," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 11:13","Spring"
"137",7425,12445,"LAMOPE05-RYER-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","11:34","",NA,NA,NA,38.085896,122.020778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED","true","Mudsucker","CB;ED;GN;GP","Ryer Island","03/20/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,12.1,9.72,159,7.4,49.9,0.61,0.66,12.8," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 11:34","Spring"
"138",7426,12446,"LAMOPE06-RYER-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","11:56","",NA,NA,NA,38.078129,122.007459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. ","true","Mudsucker","CB;ED;GN;GP","Ryer Island","03/20/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",19,12.4,9.48,161,7.4,59.3,0.61,0.63,13.3," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 11:56","Spring"
"139",7427,12447,"LAMOPE07-TULE-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.9,NA,NA,NA,"","12:35","",NA,NA,NA,38.122114,121.983243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. ","true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",10,13.5,10.1,680,7.8,143.9,1.02,1.27,8.4," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 12:35","Spring"
"140",7428,12448,"CAST01-TULE-20MAR2023","true","Cast","CAST",""," "," "," ",1.8,NA,NA,NA,"CB;ED;GN;GP","13:02","",NA,NA,NA,38.116551,121.981678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. INSIDE. END TIME 13:10. 3 THROWS OF CAST NET. DEPTH IS 1.8 M.","true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-CH-SM-12","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",9,13.3,9.59,832,7.5,116.9,0.98,1.36,12.1," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 13:02","Spring"
"141",7429,12449,"BEASEI01-TULE-20MAR2023","true","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,15,15,"","13:25","",NA,NA,NA,38.122837,121.984081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. FLOODPLAIN; YSI TAKEN FROM BUCKET","true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",NA,14.1,9.91,813,7.7,154.4,1.31,2.61,8.9," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 13:25","Spring"
"142",7430,12450,"CAST02-TULE-20MAR2023","true","Cast","CAST",""," "," "," ",0.9,NA,NA,NA,"","14:00","",NA,NA,NA,38.12765,121.986978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. DEPTH 0.9 M. 6 CASTS.","true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",9,14.2,9.92,842,7.8,115.8,1.05,1.53,9.8," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 14:00","Spring"
"143",7431,12451,"LAMOPE08-TULE-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.7,NA,NA,NA,"","14:20","",NA,NA,NA,38.128521,121.98825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. ","true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",10,14.1,10,812,7.9,112.2,0.96,1.42,10.1," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 14:20","Spring"
"144",7432,12452,"LAMOPE09-TULE-20MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","14:42","",NA,NA,NA,38.133734,121.992623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," Garmin 5",2," "," GPS 5; ACCURACY 2M. NOT PAIRED.","true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",13,14.5,9.86,914,7.8,106.2,0.99,1.6,10.5," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 14:42","Spring"
"145",7433,12453,"LAMOPE01-PEYT-16MAR2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 3= unknown"," ",6.8,NA,NA,NA,"","07:52","",NA,NA,NA,38.207697,122.033163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 34-66%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. TOW DIRECTION: NA PERPENDICULAR TO FLOW. MAJORITY OF VEG IN COD END DEAD TULE. WING CAUGHT ON PATCH OF DEAD TULE AND CAUSED DEPLOYMENT TO GO SIDEWAYS","true","Mudsucker","AC;ED;AM;GP","Peytonia-Suisun","03/16/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 4=flood",17,13.4,7.95,959,7.6,80.1,0.63,1.28,27.3," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 07:52","Spring"
"146",7434,12454,"LAMOPE02-PEYT-16MAR2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.4,NA,NA,NA,"","08:34","",NA,NA,NA,38.212277,122.035648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. CODE 2 B/C OF DEPTH","true","Mudsucker","AC;ED;AM;GP","Peytonia-Suisun","03/16/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",15,13.5,8.08,990,7.6,82.3,0.68,1.24,27.7," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 08:34","Spring"
"147",7435,12455,"LAMOPE03-WING-16MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,NA,NA,"","09:00","",NA,NA,NA,38.214311,122.040556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5. NOT PAIRED. ","true","Mudsucker","AC;ED;AM;GP","Wings Landing","03/16/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",14,11.4,7.93,921,7.6,90.5,0.85,1.85,28.5," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 09:00","Spring"
"148",7436,12456,"LAMOPE04-WING-16MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,NA,NA,"","09:15","",NA,NA,NA,38.21567,122.03584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED.","true","Mudsucker","AC;ED;AM;GP","Wings Landing","03/16/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",15,13.5,8,994,7.6,79.6,0.65,1.32,27.6," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 09:15","Spring"
"149",7437,12457,"LAMOPE05-WING-16MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","09:40","",NA,NA,NA,38.222018,122.039636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. THRSTI @ 43: FRP23-517","true","Mudsucker","AC;ED;AM;GP","Wings Landing","03/16/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 1=high slack",18,13.2,8.42,1002,7.7,59.9,0.61,1.49,29.2," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 09:40","Spring"
"150",7438,12458,"LAMOPE06-PEYT-16MAR2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.7,NA,NA,NA,"","10:05","",NA,NA,NA,38.221715,122.04398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED.  Code 2: Depth","true","Mudsucker","AC;ED;AM;GP","Peytonia-Suisun","03/16/2023","PEYT-PEYT","1=0-33% clouds","0=Calm; glassy"," W"," 1=high slack",11,13.5,7.83,882,7.6,85.9,0.66,1.33,26.9," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 10:05","Spring"
"151",7439,12459,"LAMOPE07-ARNO-16MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,NA,NA,"","11:22","",NA,NA,NA,38.178302,121.901038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 4M. NOT PAIRED. ","true","Mudsucker","AC;ED;AM;GP","Arnold Slough","03/16/2023","ARNO-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",28,13,9.49,1275,7.4,26.8,0.42,0.77,25.3," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 11:22","Spring"
"152",7440,12460,"LAMOPE08-ARNO-16MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","11:38","",NA,NA,NA,38.177148,121.902623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. ","true","Mudsucker","AC;ED;AM;GP","Arnold Slough","03/16/2023","ARNO-CH-M","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",27,12.8,9.29,1336,7.4,30,0.49,1.04,28.1," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 11:38","Spring"
"153",7441,12461,"LAMOPE09-ARNO-16MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,NA,NA,"","11:52","",NA,NA,NA,38.174938,121.901754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED","true","Mudsucker","AC;ED;AM;GP","Arnold Slough","03/16/2023","ARNO-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",21,14.1,8.95,1624,7.4,39.1,0.73,1.79,35," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 11:52","Spring"
"154",7442,12462,"LAMOPE10-NURS-16MAR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","12:54","",NA,NA,NA,38.183715,121.91357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. ","true","Mudsucker","AC;ED;AM;GP","Nurse-Denverton","03/16/2023","NURS-LHB-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",30,12.9,9.27,1232,7.3,27.3,0.53,1.21,24.4," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 12:54","Spring"
"155",7443,12463,"LAMOPE11-NURS-16MAR2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.1,NA,NA,NA,"","13:19","",NA,NA,NA,38.182801,121.927091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 34-66%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. CODE 2 = NET WAS NARROW; CAUGHT ON TULE ROOT WAD","true","Mudsucker","AC;ED;AM;GP","Nurse-Denverton","03/16/2023","NURS-EXT-BRAD-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",22,12.9,9.57,1221,7.4,30.3,0.45,0.89,23.5," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 13:19","Spring"
"156",7444,12464,"LAMOPE12-NURS-16MAR2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.6,NA,NA,NA,"","13:50","",NA,NA,NA,38.174587,121.92253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 3M. NOT PAIRED. ","true","Mudsucker","AC;ED;AM;GP","Nurse-Denverton","03/16/2023","NURS-LHB-SW","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",29,13.2,9.29,1241,7.4,28,0.38,0.76,24.3," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 13:50","Spring"
"157",7461,12481,"LAMOPE01-PEYT-04APR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3,NA,NA,NA,"","11:15","",NA,NA,NA,38.210998,122.035481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. ","true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",26,12.5,8.46,1409,7.7,33.9,0.38,1.49,35.6," 1=absent",2," Inside",1," false"," guest: Danie N C",2023-04-04,2023,4,"2023-04-04 11:15","Spring"
"158",7462,12482,"BEASEI01-WING-04APR2023","true","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.35,NA,15,2.75,"","11:40","",NA,NA,NA,38.215581,122.035481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," GPS 5; ACCURACY 3M. NOT PAIRED.","true","Mudsucker","CB;AC;ED;GU","Wings Landing","04/04/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",20,12.7,8.61,1422,7.7,47.7,0.36,1.58,32.9," 1=absent",2," Inside",1," false"," guest: Danie NC",2023-04-04,2023,4,"2023-04-04 11:40","Spring"
"159",7463,12483,"BEASEI02-WING-04APR2023","true","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.5,NA,15,15,"","12:30","",NA,NA,NA,38.219662,122.032166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. ","true","Mudsucker","CB;AC;ED;GU","Wings Landing","04/04/2023","WING-CH-INT-PERIM","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",20,12.7,8.6,1416,7.7,48.8,0.41,1.73,33.8," 1=absent",2," Inside",1," false"," DNC = Danie Coye (Guest)",2023-04-04,2023,4,"2023-04-04 12:30","Spring"
"160",7464,12485,"CAST01-PEYT-04APR2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"","00:00","",NA,NA,NA,38.226724,122.040664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," 4 CASTS","true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",19,12.7,8.51,1414,7.7,38.8,0.37,1.52,34.8," 1=absent",2," Inside",NA," false"," guest Danie",2023-04-04,2023,4,"2023-04-04 00:00","Spring"
"161",7464,12484,"LAMOPE02-PEYT-04APR2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.4,NA,NA,NA,"","12:59","",NA,NA,NA,38.226724,122.040664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. CODE 2 DUE TO DEPTH. ","true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",19,12.7,8.51,1414,7.7,38.8,0.37,1.52,34.8," 1=absent",2," Inside",NA," false"," guest Danie",2023-04-04,2023,4,"2023-04-04 12:59","Spring"
"162",7465,12487,"LAMOPE04-PEYT-04APR2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.3,NA,NA,NA,"","13:47","",NA,NA,NA,38.220179,122.044351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 3M. CODE 2: TWIST IN WING AT FIRST RED BUOY. SAME WQ AS LAMOPE03-PEYT-04APR2023","true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",17,12.5,8.61,1412,7.7,47.7,0.42,1.73,34.4," 1=absent",2," Inside",NA," false"," GUEST: DANIE",2023-04-04,2023,4,"2023-04-04 13:47","Spring"
"163",7465,12486,"LAMOPE03-PEYT-04APR2023","true","Seine","LAMOPE",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",NA,NA,NA,NA,"","13:26","",NA,NA,NA,38.220688,122.04402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5; ACCURACY 3M. NOT PAIRED. CODE 3: GOT SNAGGED TWICE ON TULE ROOT BALLS; REDO","true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",17,12.5,8.61,1412,7.7,47.7,0.42,1.73,34.4," 1=absent",2," Inside",NA," false"," GUEST: DANIE",2023-04-04,2023,4,"2023-04-04 13:26","Spring"
"164",7466,12488,"LAMOPE05-NURS-04APR2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",5.8,NA,NA,NA,"","14:57","",NA,NA,NA,38.177735,121.919703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 5. ACCURACY 2M. NOT PAIRED. CODE 2 DUE TO DEPTH","true","Mudsucker","CB;AC;ED;GU","Nurse-Denverton","04/04/2023","NURS-LHB-SW","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",23,12.9,9.9,813,7.6,30.7,0.33,0.98,18915," 1=absent",2," Inside",NA," false"," Guest Danie",2023-04-04,2023,4,"2023-04-04 14:57","Spring"
"165",7467,12489,"LAMOPE06-NURS-04APR2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,NA,NA,"","15:10","",NA,NA,NA,38.182444,121.915728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 1-33%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. ","true","Mudsucker","CB;AC;ED;GU","Nurse-Denverton","04/04/2023","NURS-LHB-NE","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",24,12.9,10.02,759,7.6,29.2,0.33,0.9,17.9," 1=absent",2," Inside",NA," false"," ",2023-04-04,2023,4,"2023-04-04 15:10","Spring"
