EventID,StationCode,Datetime,SampleDate,WaterTemp,SpecificConductance,Conductivity,Turbidity,DO,pH,Secchi,Tide,WeatherCode,VegetationRank,SubstrateCode,HabitatType,MicrocystisRank,MethodCode,GearCode,GearConditionCode,SampleAltered,FieldComments,Flag_WQ,Comment_WQ,Duplicated
206,FW1,6/25/2001 11:20,6/25/2001,23.89,NA,NA,NA,NA,NA,0.12,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,cove dried up at old seine location,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
207,FW1,7/23/2001 9:34,7/23/2001,23.89,NA,NA,NA,NA,NA,0.11,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,Many bullfrog tadpoles,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2241,YB,7/23/2001 10:50,7/23/2001,24.44,NA,NA,NA,NA,NA,0.1,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,68 shrimp,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1248,BL4,7/23/2001 12:20,7/23/2001,22.5,NA,NA,NA,NA,NA,0.08,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"328 shrimp,one 20mm male mitten crab","1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1249,BL4,8/20/2001 9:15,8/20/2001,22.22,NA,NA,NA,NA,NA,0.1,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"very high tide, 45 shrimp","1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2242,YB,8/20/2001 10:30,8/20/2001,22.22,NA,NA,NA,NA,NA,0.1,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,shimp with eggs,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
208,FW1,8/20/2001 11:40,8/20/2001,22.78,NA,NA,NA,NA,NA,0.09,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"WST  very thin, 4 shrimp","1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1250,BL4,9/24/2001 8:49,9/24/2001,18.89,NA,NA,NA,NA,NA,0.1,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,104 shrimp.  Female mitten crab at 22mm,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2243,YB,9/24/2001 10:15,9/24/2001,20,NA,NA,NA,NA,NA,0.09,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,179 Shrimp,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
209,FW1,9/24/2001 11:45,9/24/2001,21.11,NA,NA,NA,NA,NA,0.13,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,18 shrimp.,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1251,BL4,10/30/2001 9:00,10/30/2001,16.1,NA,265,NA,NA,NA,0.12,NA,RAN,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,324 Shrimp  Ec=265,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2244,YB,10/30/2001 9:45,10/30/2001,16.2,NA,945,NA,NA,NA,0.13,NA,RAN,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,20 Shrimp Ec=945,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
210,FW1,10/30/2001 11:00,10/30/2001,16.3,NA,838,NA,NA,NA,0.12,NA,RAN,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"Ec=838, 89 shrimp","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
211,FW1,11/28/2001 8:40,11/28/2001,9.7,NA,551,NA,NA,NA,0.2,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"Shrimp= +11, EC=551","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2245,YB,11/28/2001 9:44,11/28/2001,9.3,NA,718,NA,NA,NA,0.17,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"Shrimp=147, EC=718","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1252,BL4,11/28/2001 11:20,11/28/2001,10.6,NA,447,NA,NA,NA,0.23,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"Shrimp= +20, EC=447","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1253,BL4,12/18/2001 10:00,12/18/2001,9.4,NA,NA,NA,NA,NA,0.11,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,YFG@85 kept for parasite analysis. 125 Shrimp,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2246,YB,12/18/2001 11:05,12/18/2001,10.7,NA,NA,NA,NA,NA,0.13,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"1196 shrimp, EC:569","1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
212,FW1,12/18/2001 12:52,12/18/2001,9.5,NA,NA,NA,NA,NA,0.2,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,36 shrimp.  Many cockelbur invaders in net,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1254,BL4,1/7/2002 10:40,1/7/2002,11.67,NA,NA,NA,NA,NA,0.12,NA,FOG,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
275,LIS,1/7/2002 11:46,1/7/2002,11.11,NA,NA,NA,NA,NA,0.12,NA,FOG,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
213,FW1,1/8/2002 12:11,1/8/2002,10.28,NA,NA,NA,NA,NA,NA,NA,FOG,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"light, air=950, 0.5m water=71.5 mmoles/sec/m2","1,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
87,AL1,1/8/2002 13:00,1/8/2002,10,NA,NA,NA,NA,NA,NA,NA,CLD,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,I-5,"1,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
2247,YB,1/8/2002 13:45,1/8/2002,11.67,NA,NA,NA,NA,NA,NA,NA,FOG,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"light: air=549,  water 0.5m=7.5","1,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
214,FW1,1/24/2002 13:25,1/24/2002,10.1,NA,148,NA,NA,NA,0.25,NA,CLD,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,EC=148,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1255,BL4,1/25/2002 13:05,1/25/2002,8.7,NA,397,NA,NA,NA,0.15,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,EC=397,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
276,LIS,1/25/2002 14:43,1/25/2002,9,NA,407,NA,NA,NA,0.17,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,EC=407,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2248,YB,1/25/2002 15:25,1/25/2002,10.2,NA,444,NA,NA,NA,0.32,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,EC=444,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1256,BL4,2/26/2002 9:42,2/26/2002,14.8,NA,630,NA,NA,NA,0.28,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,Ec=630,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2249,YB,2/26/2002 13:20,2/26/2002,15.8,NA,496,NA,NA,NA,0.19,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,EC=496,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
215,FW1,2/26/2002 14:17,2/26/2002,17.3,NA,288,NA,NA,NA,0.3,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,EC=288,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
216,FW1,3/26/2002 10:20,3/26/2002,16.3,NA,323,NA,NA,NA,0.39,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,ec=323,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
217,FW1,3/26/2002 10:35,3/26/2002,15.8,NA,318,NA,NA,NA,0.22,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,ec=318,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2250,YB,3/26/2002 11:55,3/26/2002,18.4,NA,601,NA,NA,NA,0.12,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"ec=601, 2 SHR w/ eggs","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1257,BL4,3/26/2002 13:21,3/26/2002,17.2,NA,696,NA,NA,NA,0.29,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,ec=696,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1258,BL4,4/25/2002 9:08,4/25/2002,18.3,NA,650,NA,NA,NA,0.15,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"ec=650, +7 SHR w/eggs, +32 SHR larvae","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2251,YB,4/25/2002 10:25,4/25/2002,21.5,NA,825,NA,NA,NA,0.08,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"ec=825, +32 SHR w/eggs, pond only knee deep","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
218,FW1,4/25/2002 11:40,4/25/2002,20,NA,408,NA,NA,NA,0.23,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,ec=408,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1259,BL4,5/29/2002 9:45,5/29/2002,22,NA,478,NA,NA,NA,0.14,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,3 SHR w/eggs. Ec=478,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2252,YB,5/29/2002 10:40,5/29/2002,26.8,NA,1245,NA,NA,NA,0.16,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,14 SHR w/eggs. Ec=1245,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
219,FW1,5/29/2002 11:50,5/29/2002,26.2,NA,583,NA,NA,NA,0.54,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,Ec=583,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1260,BL4,6/20/2002 8:52,6/20/2002,22.4,NA,241,NA,NA,NA,0.09,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"ec=241, SHR w/eggs=2","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2253,YB,6/20/2002 9:51,6/20/2002,25.2,NA,714,NA,NA,NA,NA,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"no secchi, ec=714, Shr w/eggs =6","1,1,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
220,FW1,6/20/2002 11:22,6/20/2002,26.1,NA,609,NA,NA,NA,NA,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,"no secchi, EC=609","1,1,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
1261,BL4,7/17/2002 8:45,7/17/2002,22,NA,208,NA,NA,NA,0.1,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,Ec=208. 1 SHR w/ eggs,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2254,YB,7/17/2002 10:10,7/17/2002,24.3,NA,839,NA,NA,NA,0.09,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,Ec=839,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
221,FW1,7/17/2002 11:45,7/17/2002,26.5,NA,680,NA,NA,NA,0.22,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,Ec=680. UNID are sunfish,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1774,BL4,8/23/2002 9:16,8/23/2002,19.9,NA,NA,NA,NA,NA,0.13,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2255,YB,8/23/2002 10:10,8/23/2002,20.6,NA,NA,NA,NA,NA,0.2,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
222,FW1,8/23/2002 11:04,8/23/2002,21.4,NA,NA,NA,NA,NA,0.34,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,NA,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1262,BL4,9/30/2002 9:51,9/30/2002,18.4,NA,292,NA,NA,NA,0.12,NA,FOG,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2256,YB,9/30/2002 10:40,9/30/2002,18.5,NA,781,NA,NA,NA,0.1,NA,CLR,NA,MUD,NA,NA,BSEIN,SEIN50,1,NA,Study Pomd,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
223,FW1,9/30/2002 12:00,9/30/2002,21.2,NA,763,NA,NA,NA,0.2,NA,CLR,NA,MUD,VEG,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1263,BL4,10/29/2002 9:30,10/29/2002,15.2,NA,306,NA,NA,NA,0.13,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2257,YB,10/29/2002 11:06,10/29/2002,14.9,NA,664,NA,NA,NA,0.18,NA,CLR,NA,MUD,VEG,NA,BSEIN,SEIN50,1,NA,Study Pond,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
224,FW1,10/29/2002 12:28,10/29/2002,19,NA,810,NA,NA,NA,0.24,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1264,BL4,12/2/2002 14:28,12/2/2002,11.9,NA,673,NA,NA,NA,0.22,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
225,FW1,12/3/2002 8:07,12/3/2002,9.3,NA,789,NA,NA,NA,0.21,NA,FOG,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2258,YB,12/3/2002 9:02,12/3/2002,9.3,NA,650,NA,NA,NA,0.14,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,YB Study Pond,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
226,FW1,12/23/2002 14:05,12/23/2002,9.1,NA,486,NA,NA,NA,0.2,NA,RAN,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,"High water, difficult to seine","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1265,BL4,12/30/2002 9:50,12/30/2002,9.2,NA,443,NA,NA,NA,0.14,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,"High water-difficult to seine, branch tangled net","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
227,FW1,12/30/2002 14:05,12/30/2002,9.1,NA,486,NA,NA,NA,0.2,NA,RAN,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,Substrate is grass,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1266,BL4,1/3/2003 12:30,1/3/2003,9.2,NA,299,NA,NA,NA,0.14,NA,CLR,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
277,LIS,1/3/2003 13:17,1/3/2003,9.7,NA,198,NA,NA,NA,0.12,NA,CLR,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1267,BL4,1/6/2003 10:28,1/6/2003,9.8,NA,167,NA,NA,NA,0.11,NA,FOG,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
228,FW1,1/6/2003 13:34,1/6/2003,12.3,NA,168,NA,NA,NA,0.17,NA,CLR,NA,AVG,VEG,NA,BSEIN,SEIN50,2,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
229,FW1,1/6/2003 13:55,1/6/2003,10.7,NA,160,NA,NA,NA,0.16,NA,CLR,NA,AVG,VEG,NA,BSEIN,SEIN50,2,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1268,BL4,1/30/2003 9:25,1/30/2003,12.9,NA,524,NA,NA,NA,0.22,NA,FOG,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,too deep,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
88,AL1,2/3/2003 11:00,2/3/2003,11.3,NA,599,NA,NA,NA,0.28,NA,CLR,NA,MUD,VEG,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
230,FW1,2/3/2003 11:45,2/3/2003,12.3,NA,417,NA,NA,NA,0.27,NA,CLR,NA,AVG,VEG,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1791,BL4,2/13/2003 10:54,2/13/2003,10.1,NA,721,NA,NA,NA,0.19,NA,FOG,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,log cuaght in seine haul,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1269,BL4,3/4/2003 9:15,3/4/2003,12.5,NA,832,NA,NA,NA,0.18,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2259,YB,3/4/2003 10:00,3/4/2003,13,NA,695,NA,NA,NA,0.32,NA,CLR,NA,MUD,AG,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
89,AL1,3/4/2003 11:00,3/4/2003,14.7,NA,853,NA,NA,NA,0.19,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
231,FW1,3/4/2003 11:40,3/4/2003,13.9,NA,657,NA,NA,NA,0.46,NA,CLR,NA,AVG,VEG,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
90,AL1,3/13/2003 14:55,3/13/2003,11.5,NA,780,NA,NA,NA,0.2,NA,CLR,NA,MUD,VEG,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
232,FW1,3/13/2003 15:45,3/13/2003,11.2,NA,400,NA,NA,NA,0.25,NA,CLD,NA,AVG,VEG,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1270,BL4,4/2/2003 9:10,4/2/2003,15.8,NA,707,NA,NA,NA,0.26,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
91,AL1,4/2/2003 10:30,4/2/2003,15.3,NA,817,NA,NA,NA,0.22,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
233,FW1,4/2/2003 12:15,4/2/2003,16.8,NA,780,NA,NA,NA,0.3,NA,CLR,NA,MUD,VEG,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
92,AL1,5/8/2003 14:40,5/8/2003,18.2,NA,395,NA,NA,NA,NA,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
234,FW1,5/8/2003 15:08,5/8/2003,17,NA,231,NA,NA,NA,NA,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
1272,BL4,5/27/2003 10:30,5/27/2003,22.5,NA,631,NA,NA,NA,0.18,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
93,AL1,5/27/2003 12:26,5/27/2003,25.5,NA,708,NA,NA,NA,0.15,NA,CLR,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,bks is either bks or whs,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
235,FW1,5/27/2003 13:00,5/27/2003,26.2,NA,275,NA,NA,NA,0.46,NA,CLR,NA,AVG,RIP,NA,BSEIN,SEIN50,2,NA,too deep for wide haul,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1273,BL4,6/18/2003 10:15,6/18/2003,22.1,NA,285,NA,NA,NA,0.1,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
94,AL1,6/18/2003 11:50,6/18/2003,24.1,NA,928,NA,NA,NA,0.13,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
236,FW1,6/18/2003 12:15,6/18/2003,23.9,NA,359,NA,NA,NA,0.26,NA,CLD,NA,AVG,VEG,NA,BSEIN,SEIN50,1,NA,Large C jumped over float line,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
237,FW1,1/5/2004 12:43,1/5/2004,8,NA,137,NA,NA,NA,0.116,NA,CLR,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
95,AL1,1/5/2004 13:29,1/5/2004,6.8,NA,340,NA,NA,NA,0.128,NA,CLR,NA,AVG,RIP,NA,BSEIN,SEIN50,2,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
238,FW1,1/28/2004 10:20,1/28/2004,NA,NA,NA,NA,NA,NA,NA,NA,CLD,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
96,AL1,1/28/2004 11:20,1/28/2004,NA,NA,NA,NA,NA,NA,NA,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,2,NA,seine caught & ripped hole,"NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
1861,BL4,1/28/2004 13:25,1/28/2004,9.8,NA,643,NA,NA,NA,0.21,NA,CLD,NA,MUD,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
239,FW1,2/24/2004 12:40,2/24/2004,11.8,NA,NA,NA,NA,NA,NA,NA,CLR,NA,AVG,VEG,NA,BSEIN,SEIN50,1,NA,,"1,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
97,AL1,2/24/2004 13:45,2/24/2004,11.1,NA,155,NA,NA,NA,NA,NA,CLR,NA,AVG,VEG,NA,BSEIN,SEIN50,1,NA,location: I-5 high flow site = 'ramp',"1,1,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
278,LIS,2/25/2004 13:35,2/25/2004,NA,NA,NA,NA,NA,NA,NA,NA,CLD,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
1871,BL4,2/25/2004 14:50,2/25/2004,11.3,NA,154,NA,NA,NA,0.18,NA,CLD,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1872,BL4,3/1/2004 12:40,3/1/2004,11.1,NA,124,NA,NA,NA,0.12,NA,CLD,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
279,LIS,3/1/2004 13:45,3/1/2004,11.1,NA,126,NA,NA,NA,0.12,NA,CLD,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
240,FW1,3/5/2004 10:50,3/5/2004,10.4,NA,151,NA,NA,NA,0.21,NA,CLD,NA,AVG,RIP,NA,BSEIN,SEIN50,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
