"","OrganismCode","EventID","StationCode","Datetime","SampleDate","WaterTemp","SpecificConductance","Conductivity","Turbidity","DO","pH","Secchi","WeatherCode","VegetationRank","MicrocystisRank","MethodCode","GearCode","GearConditionCode","SampleAltered","SampleDate2","year","month","SampleID","Count","OrganismID","OrganismCode.y","FishCode","Code_UCDAVIS","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","Season"
"541","C",10236,"STTD","6/7/2023 8:25","6/7/2023",18.8,235,207,15.5,7.91,8.58,0.56,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-07,2023,6,"20230607_0825_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"542","C",10043,"STTD","2/15/2023 10:10","2/15/2023",10.3,683,490,21,9.26,7.86,0.35,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-02-15,2023,2,"20230215_1010_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"543","C",10105,"STTD","4/3/2023 13:15","4/3/2023",13.7,455,357,44.2,10.33,8.22,0.19,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-03,2023,4,"20230403_1315_STTD_C",2,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"544","C",10139,"STTD","4/12/2023 12:53","4/12/2023",18.6,571,501,19.7,8.71,8.34,0.38,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-12,2023,4,"20230412_1253_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"545","C",10180,"STTD","5/5/2023 9:41","5/5/2023",17.3,675,576,24.4,5.74,7.69,0.31,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-05-05,2023,5,"20230505_0941_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"546","C",10276,"STTD","6/21/2023 8:59","6/21/2023",21,201,186,11.4,8.46,8.68,0.51,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-21,2023,6,"20230621_0859_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"547","C",10220,"STTD","5/25/2023 8:54","5/25/2023",20.6,354,324,16.8,8.64,8.64,0.42,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-25,2023,5,"20230525_0854_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"548","C",10099,"STTD","3/30/2023 12:19","3/30/2023",11.3,402,297,55.2,9.76,7.87,0.16,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-03-30,2023,3,"20230330_1219_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"549","C",10219,"STTD","5/24/2023 8:21","5/24/2023",20.6,338,309,13.5,8.57,8.64,0.54,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-24,2023,5,"20230524_0821_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"550","C",10093,"STTD","3/27/2023 13:37","3/27/2023",13.2,285,220,57.9,9.43,7.62,0.11,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-03-27,2023,3,"20230327_1337_STTD_C",1,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"551","C",10156,"STTD","4/27/2023 9:22","4/27/2023",21.6,746,698,14.8,6.42,7.93,0.43,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-27,2023,4,"20230427_0922_STTD_C",2,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"552","C",10032,"STTD","2/10/2023 11:14","2/10/2023",10.7,646,470,30.5,8.53,7.77,0.27,"CLR",3,NA,"RSTR","RSTR8",2,NA,2023-02-10,2023,2,"20230210_1114_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"553","C",10063,"STTD","3/7/2023 9:48","3/7/2023",9.9,646,460,35.8,9.57,7.97,0.24,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-03-07,2023,3,"20230307_0948_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"554","C",10198,"STTD","5/12/2023 10:35","5/12/2023",19.7,502,450,35.1,6,7.77,0.25,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-12,2023,5,"20230512_1035_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"555","C",10152,"STTD","4/21/2023 9:03","4/21/2023",17.9,695,601,20.9,8.57,8.21,0.39,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-21,2023,4,"20230421_0903_STTD_C",1,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"556","C",9995,"STTD","1/23/2023 12:26","1/23/2023",7.4,221,147,114.3,10.78,7.5,0.11,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-01-23,2023,1,"20230123_1226_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"557","C",10060,"STTD","3/2/2023 10:57","3/2/2023",7.5,648,431,81.7,10.68,8.09,0.11,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-03-02,2023,3,"20230302_1057_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"558","C",10233,"STTD","6/2/2023 9:10","6/2/2023",20.2,769,699,25.7,6.33,7.9,0.31,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-02,2023,6,"20230602_0910_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"559","C",10277,"STTD","6/22/2023 13:43","6/22/2023",22.1,223,210,15,8.43,8.54,0.53,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-22,2023,6,"20230622_1343_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"560","C",10235,"STTD","6/6/2023 8:46","6/6/2023",19.6,257,231,19.5,7.93,8.68,0.42,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-06-06,2023,6,"20230606_0846_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"561","C",10250,"STTD","6/15/2023 9:08","6/15/2023",20.4,255,233,19.8,8.16,8.59,0.37,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-15,2023,6,"20230615_0908_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"562","C",10248,"STTD","6/13/2023 9:09","6/13/2023",19.9,452,408,26.7,7.57,8.04,0.36,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-13,2023,6,"20230613_0909_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"563","C",10207,"STTD","5/18/2023 9:40","5/18/2023",22.6,547,521,36.4,4.61,7.69,0.2,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-18,2023,5,"20230518_0940_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"564","C",10218,"STTD","5/23/2023 11:09","5/23/2023",22.2,396,375,19.9,8.04,8.42,0.35,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-23,2023,5,"20230523_1109_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"565","C",10001,"STTD","1/26/2023 12:04","1/26/2023",8.6,365,251,97.1,8.45,7.42,0.1,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-01-26,2023,1,"20230126_1204_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"566","C",10149,"STTD","4/18/2023 9:05","4/18/2023",15.8,657,543,20,8.47,8.23,0.35,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-18,2023,4,"20230418_0905_STTD_C",3,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"567","C",10275,"STTD","6/20/2023 11:02","6/20/2023",21.4,228,212,19,7.55,8.12,0.44,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-20,2023,6,"20230620_1102_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"568","C",10208,"STTD","5/19/2023 10:30","5/19/2023",23.1,571,550,33.6,4,7.57,0.18,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-19,2023,5,"20230519_1030_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"569","C",10054,"STTD","2/22/2023 11:20","2/22/2023",10.6,719,522,15,10.39,8.1,0.35,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-02-22,2023,2,"20230222_1120_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"570","C",9996,"STTD","1/23/2023 14:26","1/23/2023",7.7,226,151,127.8,10.81,7.52,0.1,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-01-23,2023,1,"20230123_1426_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"571","C",10066,"STTD","3/10/2023 10:36","3/10/2023",10.3,729,525,30,10.13,8.09,0.28,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-03-10,2023,3,"20230310_1036_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"572","C",10237,"STTD","6/8/2023 12:47","6/8/2023",21.4,470,438,20.8,7.11,7.93,0.48,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-08,2023,6,"20230608_1247_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"573","C",10251,"STTD","6/16/2023 9:19","6/16/2023",20.7,220,202,18.9,8.18,8.7,0.35,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-16,2023,6,"20230616_0919_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"574","C",10044,"STTD","2/16/2023 9:38","2/16/2023",9.5,715,503,21,9.81,7.97,0.3,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-02-16,2023,2,"20230216_0938_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"575","C",10281,"STTD","6/29/2023 11:58","6/29/2023",22.2,205,194,19.6,7.77,8.79,0.55,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-29,2023,6,"20230629_1158_STTD_C",1,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"576","C",10016,"STTD","1/31/2023 11:04","1/31/2023",5.7,437,276,105.4,10.24,7.69,0.09,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-01-31,2023,1,"20230131_1104_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"577","C",10018,"STTD","2/2/2023 10:34","2/2/2023",6.7,470,305,91.8,9.18,7.57,0.12,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-02-02,2023,2,"20230202_1034_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"578","C",10177,"STTD","5/2/2023 9:58","5/2/2023",18.8,680,599,23.5,6.28,7.82,0.3,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-05-02,2023,5,"20230502_0958_STTD_C",1,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"579","C",10238,"STTD","6/9/2023 9:06","6/9/2023",20,302,273,16.6,8.67,8.43,0.45,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-09,2023,6,"20230609_0906_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"580","C",10064,"STTD","3/8/2023 10:43","3/8/2023",10.2,663,475,28.1,9.8,8.02,0.29,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-03-08,2023,3,"20230308_1043_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"581","C",10205,"STTD","5/16/2023 9:30","5/16/2023",22.3,556,528,39.1,4.23,7.62,0.23,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-16,2023,5,"20230516_0930_STTD_C",1,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"582","C",10279,"STTD","6/27/2023 10:37","6/27/2023",21.4,205,191,21.3,8.51,8.88,0.33,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-27,2023,6,"20230627_1037_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"583","C",10000,"STTD","1/25/2023 12:54","1/25/2023",8.2,333,226,102.3,8.53,7.48,0.1,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-01-25,2023,1,"20230125_1254_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"584","C",10031,"STTD","2/9/2023 10:05","2/9/2023",10.2,622,445,38.2,8.57,7.68,0.22,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-02-09,2023,2,"20230209_1005_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"585","C",10059,"STTD","3/1/2023 10:31","3/1/2023",7.2,698,460,38.4,11.02,8.06,0.24,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-03-01,2023,3,"20230301_1031_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"586","C",10280,"STTD","6/28/2023 9:22","6/28/2023",21.1,205,190,19.7,8.13,8.78,0.51,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-06-28,2023,6,"20230628_0922_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"587","C",10058,"STTD","2/28/2023 10:44","2/28/2023",7.6,780,520,18,10.55,8.07,0.31,"RAN",2,NA,"RSTR","RSTR8",1,NA,2023-02-28,2023,2,"20230228_1044_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"588","C",10155,"STTD","4/26/2023 8:18","4/26/2023",20.8,722,664,16.3,7.01,8.02,0.47,"CLR",1,NA,"RSTR","RSTR8",1,NA,2023-04-26,2023,4,"20230426_0818_STTD_C",1,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"589","C",10056,"STTD","2/24/2023 10:11","2/24/2023",8.4,670,458,49.4,11.02,8.16,0.16,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-02-24,2023,2,"20230224_1011_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Winter"
"590","C",10282,"STTD","6/30/2023 8:56","6/30/2023",22.3,194,184,16.5,7.61,8.88,0.54,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-30,2023,6,"20230630_0856_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"591","C",10232,"STTD","6/1/2023 8:53","6/1/2023",19.6,733,658,33.5,6.61,7.91,0.26,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-01,2023,6,"20230601_0853_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"592","C",10154,"STTD","4/25/2023 10:47","4/25/2023",21.5,720,671,15.5,7.18,8.06,0.43,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-04-25,2023,4,"20230425_1047_STTD_C",3,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"593","C",10065,"STTD","3/9/2023 10:01","3/9/2023",10.5,692,500,27.8,9.87,8.1,0.3,"CLD",2,NA,"RSTR","RSTR8",2,NA,2023-03-09,2023,3,"20230309_1001_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"594","C",10106,"STTD","4/4/2023 10:15","4/4/2023",12.3,459,348,34,9.9,8.2,0.22,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-04-04,2023,4,"20230404_1015_STTD_C",3,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"595","C",10195,"STTD","5/9/2023 9:30","5/9/2023",18,551,477,30.1,6.15,7.66,0.24,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-09,2023,5,"20230509_0930_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"596","C",10249,"STTD","6/14/2023 8:18","6/14/2023",19.9,302,272,20.6,8.15,8.46,0.33,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-14,2023,6,"20230614_0818_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Summer"
"597","C",10206,"STTD","5/17/2023 9:18","5/17/2023",22.8,567,544,36.6,3.74,7.53,0.22,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-17,2023,5,"20230517_0918_STTD_C",0,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
"598","C",10095,"STTD","3/28/2023 11:27","3/28/2023",12.2,327,247,57.8,8.93,7.68,0.14,"RAN",2,NA,"RSTR","RSTR8",1,NA,2023-03-28,2023,3,"20230328_1127_STTD_C",2,110,"924","COMCAR","CP","Common Carp","Fish","carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Common Carp","Fish Larvae","Fish Larvae","fish","fish","Common Carp","Spring"
