SampleID_key,SampleID_frp,VisitNo,QAQC,GearType,GearTypeAbbreviation,Habitat,SeineCode,TowDirection,HabitatMorphology,DepthOfWater,CableOut,LengthOfTrawl,Width,Netter,StartTime,EndTime,Duration,PercentOpen,DepthOfSample,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,NetMeterSerial,NetMeterStart,NetMeterEnd,Volts,DutyCycle,Amps,PulseRate,VolumeEstimated,SeineDeploymentType,GearDetail,Silt,Sand,Gravel,Cobble,Boulder,Organics,MassOfStandardLow,MassOfStandardHigh,QuestionableData,VegetationInSample,FlowType,DragMethod,NetNumber,CodEnd,CodEndPercent,GpsUnit,GpsAccuracy,DepthSource,Comments
1127,HighSlaDay8-26JUN2017,1511,false,Trawl,ZOOP,, , 3= unknown, , 5,0,, ,,20:31,20:36, 5, , , 38.09007, 121.71047, 38.08813, 121.71102, 26639,945079,951878,,,, ,3.1, , , , , , , , , , , false, false, ,,, , , , , , 
1128,HighSlaDay9-26JUN2017,1512,false,Trawl,ZOOP,, , 3= unknown, , 30,0,, ,,20:57,21:02, 5, , , 38.10303, 121.70928, 38.10138, 121.70883, 26639,954203,959775,,,, ,2.5, , , , , , , , , , , false, false, ,,, , , , , , Taken concurrently with HighSlaDay10
1129,HighSlaNight6-27JUN2017,1536,false,Trawl,ZOOP,, , 3= unknown, , 3,0,, ,,05:23,05:28, 5, , , 38.10293, 121.7095, 38.10037, 121.70924, 26639,166388,173173,,,, ,3, , , , , , , , , , , false, false, ,,, , , , , , 
1130,HiSlaNight1-27JUN2017,1531,false,Trawl,ZOOP,, , 3= unknown, , 22,0,, ,,04:22,04:27, 5, , , 38.08211, 121.72339, 38.08251, 121.71753, 26639,121145,131822,,,, ,4.8, , , , , , , , , , , false, false, ,,, , , , , , 
1131,HiSlaNight1-27JUN2017f,1531,false,Trawl,ZOOP,, , 3= unknown, , 22,0,, ,,04:22,04:27, 5, , , 38.08211, 121.72339, 38.08251, 121.71753, ,,,,,, ,4.2, , , , , , , , , , , false, false, ,,, , , , , , 
1132,HiSlaNight2-27JUN2017,1532,false,Trawl,ZOOP,, , 3= unknown, , 6,0,, ,,04:34,04:39, 5, , , 38.08346, 121.7168, 38.08578, 121.71262, 26639,131822,142839,,,, ,4.9, , , , , , , , , , , false, false, ,,, , , , , , 
1133,HiSlaNight3-27JUN2017,1533,false,Trawl,ZOOP,, , 3= unknown, , 23,0,, ,,04:46,04:51, 5, , , 38.08941, 121.70699, 38.09292, 121.70697, 26639,142838,149626,,,, ,3, , , , , , , , , , , false, false, ,,, , , , , , 
1134,HiSlaNight4-27JUN2017,1534,false,Trawl,ZOOP,, , 3= unknown, , 16,0,, ,,04:59,05:04, 5, , , 38.09462, 121.70942, 38.09813, 121.70927, 26639,149626,157983,,,, ,3.8, , , , , , , , , , , false, false, ,,, , , , , , 
1135,HiSlaNight5-27JUN2017,1535,false,Trawl,ZOOP,, , 3= unknown, , 22,0,, ,,05:11,05:16, 5, , , 38.10307, 121.70944, 38.10097, 121.70918, 26639,157982,166389,,,, ,3.8, , , , , , , , , , , false, false, ,,, , , , , , 
1136,KODTRA1-11sep2015,1077,false,no longer used,KODI,, , 3= unknown, , 12,,, ,,14:52,14:57, 5, , , 38.28601, 121.72101, , , 26639,29000,37759,,,, ,2282.9, , , , , , , , , , , false, false, ,,, , , , , , Mouth of net was not open; nofish. This trawl was on the east lane of concurrent otter; lampara and kodiak trawls.
1137,KODTRA1-17feb2016,1164,false,no longer used,KODI,, , 3= unknown, , 15,50,, ,,12:04,12:09, 5, , , 38.25957, 121.74182, 38.26017, 121.74051, 26639,741473,746750,,,, ,1106, , , , , , , , , , , false, false, ,,, , , , , , 
1138,KODTRA1-29mar2016,1236,false,no longer used,KODI,, , 3= unknown, , 12,,, ,,09:48,09:53, 5, , , 38.24876, 121.7114, 38.24735, 121.71024, 26639,7235,13839,,,, ,1384.1, , , , , , , , , , , false, false, ,,, , , , , , Water sample #1 collected for UC Davis; Tomo Kurobe. Small twist near spreader bar.
1139,KODTRA1-5jan2016,1121,false,no longer used,KODI,, , 3= unknown, , 7,50,, ,,10:31,10:36, 5, , , 38.25291, 121.79259, 38.25996, 121.79205, 26639,,,,,, ,1225.9, , , , , , , , , , , false, false, ,,, , , , , , 1 bullfrog tadpole caught
1140,KODTRA2-11sep2015,1078,false,no longer used,KODI,, , 3= unknown, , 11,,, ,,15:26,15:31, 5, , , 38.2855, 121.71761, 38.28427, 121.71643, 26639,37759,45442,,,, ,1610.2, , , , , , , , , , , false, false, ,,, , , , , , Mouth of net was not open; nofish. Kodiak was in the middle lane of concurrent otter; lampara; kodiak trial
1141,KODTRA2-16feb2016,1165,false,no longer used,KODI,, , 3= unknown, , 19,50,, ,,12:25,12:30, 5, , , 38.2588, 121.76547, 38.25952, 121.76408, 26639,746750,752436,,,, ,1191.7, , , , , , , , , , , false, false, ,,, , , , , , 
1142,KODTRA2-29mar2016,1237,false,no longer used,KODI,, , 3= unknown, , 19,,, ,,10:16,10:21, 5, , , 38.2585, 121.74522, 38.25891, 121.74346, 26639,13839,19712,,,, ,1230.9, , , , , , , , , , , false, false, ,,, , , , , , 
1143,KODTRA2-5jan2016,1122,false,no longer used,KODI,, , 3= unknown, , 9,50,, ,,11:08,11:13, 5, , , 38.26012, 121.78567, 38.26017, 121.78416, 26639,470006,478805,,,, ,1844.1, , , , , , , , , , , false, false, ,,, , , , , , Bottom of spreader bars connected; spread on net ~7 ft.
1144,KODTRA3-11sep2015,1079,false,no longer used,KODI,, , 3= unknown, , 15,,, ,,15:59,16:04, 5, , , 38.28414, 121.71754, 38.28283, 121.71606, 26639,45442,53529,,,, ,2107.8, , , , , , , , , , , false, false, ,,, , , , , , This tow was in the west lane of concurrent otter trawl; lampara trawl trial. Boat speed 11;000 rpm.
1145,KODTRA3-16feb2016,1166,false,no longer used,KODI,, , 3= unknown, , 12,50,, ,,12:50,12:55, 5, , , 38.26045, 121.77519, 38.26096, 121.77317, 26639,752436,756722,,,, ,898.3, , , , , , , , , , , false, false, ,,, , , , , , 
1146,KODTRA3-29mar2016,1238,false,no longer used,KODI,, , 3= unknown, , 17,,, ,,10:45,10:50, 5, , , 38.25872, 121.76598, 38.25916, 121.76455, 26639,19712,26984,,,, ,1524.1, , , , , , , , , , , false, false, ,,, , , , , , 
1147,KODTRA3-5jan2016,1123,false,no longer used,KODI,, , 3= unknown, , 12,50,, ,,11:38,11:43, 5, , , 38.2653, 121.78388, 38.26614, 121.78573, 26639,478805,484845,,,, ,1265.9, , , , , , , , , , , false, false, ,,, , , , , , 
1148,KODTRA4-16feb2016,1167,false,no longer used,KODI,, , 3= unknown, , 9,50,, ,,13:18,13:23, 5, , , 38.2678, 121.78997, 38.26655, 121.78826, 26639,756722,763868,,,, ,1497.7, , , , , , , , , , , false, false, ,,, , , , , , 
1149,KODTRA4-29mar2016,1239,false,no longer used,KODI,, , 3= unknown, , 11,,, ,,11:09,11:14, 5, , , 38.26077, 121.77448, 38.26128, 121.77203, 26639,26984,32458,,,, ,1147.3, , , , , , , , , , , false, false, ,,, , , , , , 
1150,KODTRA4-5jan2016,1124,false,no longer used,KODI,, , 3= unknown, , 12,50,, ,,11:59,12:02, 5, , , 38.26882, 121.79211, 38.26949, 121.79356, 26639,484845,490825,,,, ,1253.3, , , , , , , , , , , false, false, ,,, , , , , , 
1151,KODTRA5-16feb2016,1168,false,no longer used,KODI,, , 3= unknown, , 8,50,, ,,13:44,13:50, 5, , , 38.26031, 121.78085, 38.26037, 121.77823, 26639,763868,767820,,,, ,828.3, , , , , , , , , , , false, false, ,,, , , , , , Redear not throughly checked for health.
1152,KODTRA5-29mar2016,1240,false,no longer used,KODI,, , 3= unknown, , 7,,, ,,11:46,11:51, 5, , , 38.26747, 121.78968, 38.26442, 121.78291, 26639,32458,36457,,,, ,838.1, , , , , , , , , , , false, false, ,,, , , , , , Water sample #4 taken for UC Davis; Tomo Kurobe
1153,KODTRA5-5jan2016,1125,false,no longer used,KODI,, , 3= unknown, , 17,50,, ,,12:29,12:34, 5, , , 38.26121, 121.7721, 38.26079, 121.77448, 26639,490825,497375,,,, ,1372.8, , , , , , , , , , , false, false, ,,, , , , , , 
1154,KODTRA6-16feb2016,1169,false,no longer used,KODI,, , 3= unknown, , 7,50,, ,,14:05,14:11, 5, , , 38.26012, 121.78712, 38.26022, 121.78384, 26639,767820,774612,,,, ,1423.5, , , , , , , , , , , false, false, ,,, , , , , , 
1155,KODTRA6-5jan2016,1126,false,no longer used,KODI,, , 3= unknown, , 20,50,, ,,12:54,12:59, 5, , , 38.260754, 121.74827, 38.25972, 121.74791, 26639,497375,504110,,,, ,1411.6, , , , , , , , , , , false, false, ,,, , , , , , 
1156,KODTRA7-5Jan2016,1127,false,no longer used,KODI,, , 3= unknown, , 15,50,, ,,13:20,13:25, 5, , , 38.25064, 121.71828, 38.25137, 121.72009, 26639,504110,510952,,,, ,1434, , , , , , , , , , , false, false, ,,, , , , , , 
1157,LAM03-11jul2017,1582,false,Seine,LAMOPE,, 1. No twists; snags; or tears, 3= unknown, , 2,,, ,,10:42,, , , , 38.18114, 121.91384, , , ,,,,,, ,64.3, Boat, , , , , , , , , , false, false, ,,, , , , , , 8 Corbicula caught
1158,LAM1-9OCT2018,2080,false,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 9,,, ,,08:55,, , , , 38.24553, 121.6621, , , ,,,,,, ,270.8, Boat, , , , , , , , , , false, , ,,, , , , , , Lots of SAV.  Lots of SAV
1159,LAM2-9OCT2018,2080,false,Seine,LAMOPE,, 1. No twists; snags; or tears, , , 10,,, ,,09:20,, , , , 38.24535, 121.66307, , , ,,,,,, ,, Boat, , , , , , , , , , false, , ,,, , , , , , 
1160,LAMBEA04-26mar2013,1814,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.6,,, 12.1,,10:50,, , , , 38.03219, 121.4782, , , ,,,,,, ,90.9, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1161,LAMBEA1-15sep2016,1341,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 3.9,,, 46,,08:00,, , , , 38.25435, 121.67127, , , ,,,,,, ,266, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1162,LAMBEA1-16aug2016,1336,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.5,,, 19,,07:32,, , , , 38.24202, 121.6824, , , ,,,,,, ,273.9, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1163,LAMBEA1-16nov2017,1765,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.3,,, 9,,08:00,, , , , 38.03217, 121.47817, , , ,,,,,, ,84.3, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1164,LAMBEA1-18mar2016,1224,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 3.5,,, 17,,,, , , , 38.2805, 121.69229, , , ,,,,,, ,264, Boat, , , , , , , , , , false, false, ,,, , , , , , White crappie had 5 dorsal spines
1165,LAMBEA1-19apr2016,1274,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 4.5,,, 18,,07:30,, , , , 38.24202, 121.6824, , , ,,,,,, ,352, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1166,LAMBEA1-19sep2017,1739,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.3,,, 17.9,,08:50,, , , , 38.03201, 121.47786, , , ,,,,,, ,74.8, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1167,LAMBEA1-20feb2016,1178,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 2.8,,, 29,,08:26,, , , , 38.25441, 121.67211, , , ,,,,,, ,198, Boat, , , , , , , , , , false, false, ,,, , , , , , Chinnok - Ad+; Fall Run; released alive
1168,LAMBEA1-22feb2016,1180,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 5,,, 4,,08:40,, , , , 38.24202, 121.6824, , , ,,,,,, ,446, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1169,LAMBEA1-22jan2016,1135,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 4.8,,, 14,,08:50,, , , , 38.24204, 121.68239, , , ,,,,,, ,381, Boat, , , , , , , , , , false, false, ,,, , , , , , Chinook ad+; released alive; Fall Run
1170,LAMBEA1-23jul2015,1080,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 4,,, 40,,07:50,, , , , 38.24461, 121.68642, , , ,,,,,, ,272, Boat, , , , , , , , , , false, false, ,,, , , , , , Two unids not returned back to lab for ID (these were not listed species).
1171,LAMBEA1-25apr2017,1454,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , ,,, ,,10:54,, , , , 38.03228, 121.47833, , , ,,,,,, ,, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1172,LAMBEA1-25may2018,1944,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 2.8,,, 12.9,,07:44,, , , , 38.00387, 121.45033, , , ,,,,,, ,70.7, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , More SAV caught within the lampara than the last beach seine site SJ6
1173,LAMBEA1-26mar2018,1811,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3,,, 10.6,,07:40,, , , , 37.99771, 121.44746, , , ,,,,,, ,76.6, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1174,LAMBEA1-29jan2018,1782,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3,,, 8.3,,08:20,, , , , 37.99752, 121.44749, , , ,,,,,, ,77.1, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1175,LAMBEA1-3jun2016,1301,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 4,,, 20,,07:35,, , , , 38.24202, 121.6824, , , ,,,,,, ,313, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1176,LAMBEA1-7aug2017,1617,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 12,,, ,,12:25,, , , , 38.28137, 121.64214, , , ,,,,,, ,260.1, Boat, , , , , , , , , , false, false, ,,, , , , , , Volume estimation based on lampara beach seine averages.
1177,LAMBEA1-9may2016,1291,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 4,,, 26,,10:21,, , , , 38.24202, 121.6824, , , ,,,,,, ,285, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , CHISAL - Fall-Run Salmon
1178,LAMBEA2-15sep2016,1342,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.5,,, 21,,08:47,, , , , 38.26514, 121.67156, , , ,,,,,, ,274, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1179,LAMBEA2-16aug2016,1337,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 1.7,,, 18,,08:37,, , , , 38.25435, 121.67127, , , ,,,,,, ,133, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1180,LAMBEA2-16nov2017,1766,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.3,,, 17.4,,09:15,, , , , 38.00806, 121.45602, , , ,,,,,, ,74.8, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1181,LAMBEA2-20feb2016,1179,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3,,, 37,,09:48,, , , , 38.2447, 121.68676, , , ,,,,,, ,198, Boat, , , , , , , , , , false, false, ,,, , , , , , Chinook - Ad+; Fall Run; released alive
1182,LAMBEA2-22feb2016,1183,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 2,,, 22,,,, , , , 38.26514, 121.67156, , , ,,,,,, ,156, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1183,LAMBEA2-22jan2016,1136,false,Seine,LAMOPE,, , 3= unknown, , 7.2,,, ,,,, , , , 38.24202, 121.6824, , , ,,,,,, ,542, Crewmembers and boat, , , , , , , , , , false, false, ,,, , , , , , 
1184,LAMBEA2-23july2015,1081,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3,,, ,,09:20,, , , , 38.27719, 121.69406, , , ,,,,,, ,226, Crewmembers and boat, , , , , , , , , , false, false, ,,, , , , , , Pulled net along the edge of tules; not on a beach. 1 black bass found in net
1185,LAMBEA2-25apr2017,1455,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , ,,, ,,,, , , , 38.03204, 121.47787, , , ,,,,,, ,, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 1 baby turle found alive on beach (looks like a Western Pond Turtle)
1186,LAMBEA2-25may2018,1946,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.3,,, 14,,08:37,, , , , 38.00915, 121.4568, , , ,,,,,, ,82.4, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1187,LAMBEA2-26mar2016,1812,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.3,,, 16.3,,08:46,, , , , 38.00405, 121.45036, , , ,,,,,, ,82.4, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1188,LAMBEA2-29jan2018,1784,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 3.2,,, 17.9,,09:03,, , , , 38.00332, 121.44992, , , ,,,,,, ,74.4, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1189,LAMBEA2-3jun2016,1302,false,Seine,LAMBEA,, 3. Complete twist; snag; or large tear, 3= unknown, , 2.5,,, 37,,08:02,, , , , 38.25435, 121.67127, , , ,,,,,, ,166, Boat, , , , , , , , , , false, false, ,,, , , , , , Large twist in bag that was undone when the gear was deployed.
1190,LAMBEA2-9may2016,1292,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 4,,, 29,,10:55,, , , , 38.2447, 121.68676, , , ,,,,,, ,283, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , Splittail @25mm brought back for ID. ID confirmed under microscope.
1191,LAMBEA3-15sep2016,1343,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 3.2,,, 29,,09:40,, , , , , , , , ,,,,,, ,227, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1192,LAMBEA3-16aug2016,1338,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 1.8,,, 12,,09:20,, , , , 38.26514, 121.67156, , , ,,,,,, ,145.7, Boat, , , , , , , , , , false, false, ,,, , , , , , 5 carp > 500mm not measured and released alive
1193,LAMBEA3-16nov2017,1767,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.6,,, 14,,09:50,, , , , 38.00391, 121.45036, , , ,,,,,, ,89.9, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1194,LAMBEA3-18mar2016,1227,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 2.6,,, ,,,, , , , 38.28417, 121.66532, , , ,,,,,, ,195, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , Beach seine conducted by hand instead of by boat. Small tear on cod end near 3.0" mesh due to snag (repaired J. Mauldin March 2016)
1195,LAMBEA3-19apr2016,1275,false,Seine,LAMBEA,, 3. Complete twist; snag; or large tear, 3= unknown, , 2.5,,, 32,,07:55,, , , , 38.2447, 121.68676, , , ,,,,,, ,177, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1196,LAMBEA3-19sep2017,1741,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.3,,, 16.3,,10:58,, , , , 38.00391, 121.45036, , , ,,,,,, ,74.8, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 1 gallon of veg caught in sample.
1197,LAMBEA3-22jan2016,1137,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 4.8,,, 20,,11:00,, , , , 38.25435, 121.67127, , , ,,,,,, ,376, Boat, , , , , , , , , , false, false, ,,, , , , , , Chinook ad+; released alive; Fall Run
1198,LAMBEA3-25may2018,1948,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 2.6,,, 8,,09:47,, , , , 38.03215, 121.47821, , , ,,,,,, ,67.2, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1199,LAMBEA3-26mar2018,1813,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3,,, 16.1,,09:50,, , , , 38.00916, 121.45688, , , ,,,,,, ,74.9, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1200,LAMBEA3-29jan2018,1786,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.9,,, 10.2,,10:05,, , , , 38.00806, 121.45602, , , ,,,,,, ,99.6, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1201,LAMBEA3-3jun2016,1303,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 2,,, 36,,08:49,, , , , 38.26514, 121.67156, , , ,,,,,, ,129, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1202,LAMBEA3-9may2016,1293,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 2.5,,, 39,,12:03,, , , , 38.269292, 121.691395, , , ,,,,,, ,517, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1203,LAMBEA4-15sep2016,1344,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3,,, 32,,10:30,, , , , 38.273775, 121.66693, , , ,,,,,, ,213, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1204,LAMBEA4-16aug2016,1339,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 1.8,,, 17,,10:05,, , , , , , , , ,,,,,, ,143, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1205,LAMBEA4-16nov2017,1769,false,Seine,LAMBEA,, 3. Complete twist; snag; or large tear, 3= unknown, , 3.3,,, 12,,10:40,, , , , 37.99816, 121.44881, , , ,,,,,, ,83.3, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , Snag in wing caused an ~6 minute delay in gear retrieval
1206,LAMBEA4-19apr2016,1276,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 3,,, 24,,09:16,, , , , 38.269292, 121.691395, , , ,,,,,, ,213, Boat, , , , , , , , , , false, false, ,,, , , , , , Bass @ 194mm had a Prickly Sculpin in its mouth
1207,LAMBEA4-19sep2017,1742,false,Seine,LAMBEA,, 1. No twists; snags; or tears, , , 3.3,,, 20.3,,12:24,, , , , 37.99774, 121.44746, , , ,,,,,, ,67.3, Crew Members, , , , , , , , , , false, , ,,, , , , , , ~10 gallons of filamentous algae caught in sample
1208,LAMBEA4-25may2018,1950,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.3,,, 18,,10:43,, , , , 37.99745, 121.44744, , , ,,,,,, ,74.8, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , ~40-50 lbs of filamentous algae caught in the net.
1209,LAMBEA4-29jan2018,1788,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.3,,, 11.1,,11:06,, , , , 38.03201, 121.47786, , , ,,,,,, ,71.5, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1210,LAMBEA4-3jun2016,1304,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 1.5,,, 33,,10:08,, , , , 38.273775, 121.66693, , , ,,,,,, ,101, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , 
1211,LAMBEA4-9may2016,1294,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 2.5,,, 28,,13:00,, , , , 38.26514, 121.67156, , , ,,,,,, ,177, Boat, , , , , , , , , , false, false, ,,, , , , , , 1 catfish was entangled in 6" mesh; but got free. 1 carp was gilled in 6" mesh but let go before measurement
1212,LAMBEA5-15sep2016,1345,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 2.1,,18, 18,,11:10,, , , , 38.246362, 121.678139, , , ,,,,,, ,105.3, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , Silversides returned to check small black spot (~5 seen; 2 returned for lab inspection)
1213,LAMBEA5-16aug2016,1340,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 2.2,,, 23,,11:02,, , , , 38.2447, 121.68676, , , ,,,,,, ,156.5, Crewmembers, , , , , , , , , , false, false, ,,, , , , , , Fish processing ended ~ 12:45 - many fish mortalities due to 1 hr and 15 min processing time and fish stuck in filamentous algae
1214,LAMBEA5-19apr2016,1277,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 2,,, 35,,09:44,, , , , 38.27719, 121.69406, , , ,,,,,, ,128, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1215,LAMBEA5-22jan2016,1138,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 4,,, 20,,11:39,, , , , 38.26518, 121.67138, , , ,,,,,, ,313, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1216,LAMBEA5-26jun2017,1561,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 5,,, ,,12:45,, , , , 38.26147, 121.65172, , , ,,,,,, ,108.4, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1217,LAMBEA5-3jun2016,1305,false,Seine,LAMBEA,, 2. Partial twist; snag; or tear, 3= unknown, , 1.5,,, 31,,11:15,, , , , 38.27719, 121.69406, , , ,,,,,, ,106, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1218,LAMBEA6-19apr2016,1278,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.5,,, 13,,10:43,, , , , 38.246362, 121.678139, , , ,,,,,, ,278, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1219,LAMBEA6-3jun2016,1306,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 1.5,,, 30,,11:40,, , , , 38.269292, 121.691395, , , ,,,,,, ,106, Boat, , , , , , , , , , false, false, ,,, , , , , , Carp caught and released before measurement. 3 fish unidentifiable.
1220,LAMBEA7-19apr2016,1279,false,Seine,LAMBEA,, 3. Complete twist; snag; or large tear, 3= unknown, , 3,,, 36,,,, , , , 38.25435, 121.67127, , , ,,,,,, ,193, Boat, , , , , , , , , , false, false, ,,, , , , , , Bag Twist
1221,LAMBEA7-3jun2016,1307,false,Seine,LAMBEA,, 3. Complete twist; snag; or large tear, 3= unknown, , 2,,, 25,,12:30,, , , , 38.25268, 121.686263, , , ,,,,,, ,142, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1222,LAMBEA8-19apr2016,1280,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 3.5,,, 38,,12:15,, , , , 38.26514, 121.67156, , , ,,,,,, ,238, Boat, , , , , , , , , , false, false, ,,, , , , , , 
1223,LAMBEA8-3jun2016,1308,false,Seine,LAMBEA,, 1. No twists; snags; or tears, 3= unknown, , 2,,, 29,,15:30,, , , , 38.2447, 121.68676, , , ,,,,,, ,142, Boat, , , , , , , , , , false, false, ,,, , , , , , 2 fish unidentifiable
1224,LAMBHA2-18mar2016,1226,false,Seine,LAMBE,, 1. No twists; snags; or tears, 3= unknown, , 2.5,,, 20,,09:25,, , , , 38.28885, 121.66729, , , ,,,,,, ,195, Crewmembers and boat, , , , , , , , , , false, false, ,,, , , , , , Beach filled with hyacinth so net hauled on underwater beach and brought onboard for processing
