OrganismID,OrganismCode,FishCode,Code_UCDAVIS,Code_YBFM,CommonName,Category,Species,Genus,Family,Order,Class,Phylum,Native,State Status,Federal Status,Status Abrev,LifeStage,FishDiet,Legend_Clams,Legend_Fish_Color_hex,Legend_Fish,Legend_Macro,Legend_Meso,Analy,Analy2,CN
505,981,THRSHA,TFS,TFS,Threadfin Shad,Fish,petenense,Dorosoma,Clupeidae,Clupeiformes,Actinopterygii,Chordata,Introduced,,,,,FALSE,Present,,Threadfin Shad,Fish Larvae,Fish Larvae,fish,fish,Threadfin Shad
506,982,THRSTI,STBK,TSS,Threespine Stickleback,Fish,aculeatus,Gasterosteus,Gasterosteidae,Gasterosteiformes,Actinopterygii,Chordata,Native,,,,,FALSE,Present,,Threespine Stickleback,Fish Larvae,Fish Larvae,fish,fish,Threespine Stickleback
510,983,TOPSME,TOP,,Topsmelt,Fish,affinis,Atherinopsidae,Atherinopsidae,Atheriniformes,Actinopterygii,Chordata,Native,,,,,FALSE,Present,,Topsmelt,Fish Larvae,Fish Larvae,fish,fish,Topsmelt
523,985,TULPER,TP,TP,Tule Perch,Fish,traski,Hysterocarpus,Embiotocidae,,Actinopterygii,Chordata,Native,,,,,FALSE,Present,,Tule Perch,Fish Larvae,Fish Larvae,fish,fish,Tule Perch
198,195,UNID,UNKLARV,,Fish larvae,Fish,,,,,Actinopterygii,Chordata,,,,,larvae,TRUE,Present,,Fish larvae,Fish Larvae,Fish Larvae,fish,fish,Fish larvae
199,5,UNID,FISHUNK,UNID,Fish UNID,Fish,,,,,,Chordata,,,,,,FALSE,Present,,Fish UNID,Fish Larvae,Fish Larvae,fish,fish,fish
110140,110140,UNID,FISHUNK,,fish,Fish,,,,,,Chordata,,,,,,FALSE,Present,,Fish UNID,Fish Larvae,Fish Larvae,fish,fish,fish
110141,110141,UNID,FISHUNK,,Fish,Fish,,,,,,Chordata,,,,,,FALSE,Present,,Fish UNID,Fish Larvae,Fish Larvae,fish,fish,fish
526,987,WAKASA,WAKASAGI,WAG,Wakasagi,Fish,traski,Hypomesus,Osmeridae,Osmeriformes,Actinopterygii,Chordata,Introduced,,,,,FALSE,Present,,Wakasagi,Fish Larvae,Fish Larvae,fish,fish,Wakasagi
527,988,WARMOU,WM,W,Warmouth,Fish,gluosus,Lepomis,Centrarchidae,Perciformes,Actinopterygii,Chordata,Introduced,,,,,FALSE,Present,,Warmouth,Fish Larvae,Fish Larvae,fish,fish,Warmouth
528,989,WHICAT,WCF,WHC,White Catfish,Fish,catus,Ameiurus,Ictaluridae,Siluriformes,Actinopterygii,Chordata,Introduced,,,,,FALSE,Present,,White Catfish,Fish Larvae,Fish Larvae,fish,fish,White Catfish
529,990,WHICRA,WC,WHS,White Crappie,Fish,annularis,Pomoxis,Centrarchidae,Perciformes,Actinopterygii,Chordata,Introduced,,,,,FALSE,Present,,White Crappie,Fish Larvae,Fish Larvae,fish,fish,White Crappie
530,991,WHICRO,WCK,,White Croaker,Fish,lineatus,Sciaenidae,Sciaenidae,Perciformes,Actinopterygii,Chordata,Native,,,,,FALSE,Present,,White Croaker,Fish Larvae,Fish Larvae,fish,fish,White Croaker
531,992,WHISTU,WS,WST,White Sturgeon,Fish,transmontanus,Acipenser,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Native,High Concern,,HC,,FALSE,Present,,White Sturgeon,Fish Larvae,Fish Larvae,fish,fish,White Sturgeon
534,993,YELBUL,YB,YEB,Yellow Bullhead,Fish,natalis,Ameiurus,Ictaluridae,Siluriformes,Actinopterygii,Chordata,Introduced,,,,,FALSE,Present,,Yellow Bullhead,Fish Larvae,Fish Larvae,fish,fish,Yellow Bullhead
535,994,YELGOB,YFG,YFG,Yellowfin Goby,Fish,flavimanus,Acanthogobius,Oxudercidae,Gobiiformes,Actinopterygii,Chordata,Introduced,,,,,FALSE,Present,,Yellowfin Goby,Fish Larvae,Fish Larvae,fish,fish,Yellowfin Goby
110142,110142,,AEE,,American Eel,Fish,rostrata,Anguilla,Anguillidae,Anguilliformes,Osteichthyes,Chordata,Introduced,,,,,,Present,,American Eel,Fish Larvae,Fish Larvae,fish,fish,
23,98,,,,Animal material UNID,Invertebrate,,,,,,Unknown,,,,,,FALSE,Present,,Animal material UNID,,,other,other,Animal material UNID
110144,110144,,BKSP,,Black Surfperch,Fish,jacksoni,Embiotoca,Embiotocidae,Percifomes,Osteichthyes,Chordata,Native,,,,,,Present,,Black Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110145,110145,,BRSH,,Brown Smoothhound,Fish,henlei,Mustelus,Carcharhinidae,Lamniformes,Elasmobranchiomorphi,Chordata,Native,,,,,,Present,,Brown Smoothhound,Fish Larvae,Fish Larvae,fish,fish,
110146,110146,,BRT,,Brown Trout,Fish,trutta,Salmo,Salmonidae,Salmoniformes,Osteichthyes,Chordata,Introduced,,,,,,Present,,Brown Trout,Fish Larvae,Fish Larvae,fish,fish,
110147,110147,,BSL,,Butter Sole,Fish,,Isopsetta,Pleuronectidae,Pleuronectiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Butter Sole,Fish Larvae,Fish Larvae,fish,fish,
110155,110155,,CSP,,Calico Surfperch,Fish,koelzi,Amphistichus,Embiotocidae,Percifomes,Osteichthyes,Chordata,Native,,,,,,Present,,Calico Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110150,110150,,CHA,,California Halibut,Fish,californicus,Paralichthys,Bothidae,Pleuronectiformes,Osteichthyes,Chordata,Native,,,,,,Present,,California Halibut,Fish Larvae,Fish Larvae,fish,fish,
110149,110149,,CFU,CAT,Catfish spp.,Fish,,,Ictaluridae,Siluriformes,Osteichthyes,Chordata,Introduced,,,,,,Present,,Catfish spp.,Fish Larvae,Fish Larvae,fish,fish,
1001,1001,,,,Centrarchidae larvae unknown,Other,,,Centrarchidae,Perciformes,Actinopterygii,Chordata,,,,,,FALSE,Present,,Centrarchidae larvae,Fish Larvae,Fish Larvae,fish,fish,Centrarchidae larvae unknown
110154,110154,,CSGB,,Cheekspot Goby,Fish,gilberti,Ilypnus,Gobiidae,Perciformes,Osteichthyes,Chordata,Native,,,,,,Present,,Cheekspot Goby,Fish Larvae,Fish Larvae,fish,fish,
110151,110151,,CLUPEIDAE,,Clupeid spp.,Fish,,,Clupeidae,Clupeiformes,Osteichthyes,Chordata,,,,,,,Present,,Clupeid spp.,Fish Larvae,Fish Larvae,fish,fish,
110152,110152,,COHO,,Coho Salmon,Fish,kisutch,Oncorhynchus,Salmonidae,Salmoniformes,Osteichthyes,Chordata,Native,State Endangered,Federally Endangered,"SE, FE",,,Present,,Coho Salmon,Fish Larvae,Fish Larvae,fish,fish,
110170,110170,,PANFISH,,Deep-bodied fishes,Fish,,,Embiotocidae and Centrarchidae,Perciformes,Osteichthyes,Chordata,,,,,,,Present,,Deep-bodied fishes,Fish Larvae,Fish Larvae,fish,fish,
110169,110169,,OSMERHYBRI,,Delta/Wakasagi Hybrid,Fish,,Hypomesus,Osmeridae,Salmoniformes,Osteichthyes,Chordata,Introduced,,,,,,Present,,Delta/Wakasagi Hybrid,Fish Larvae,Fish Larvae,fish,fish,
110157,110157,,DMT,,Diamond Turbot,Fish,guttulata,Hypsopsetta,Pleuronectidae,Pleuronectiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Diamond Turbot,Fish Larvae,Fish Larvae,fish,fish,
110158,110158,,DSP,,Dwarf Surfperch,Fish,minimus,Micrometrus,Embiotocidae,Perciformes,Osteichthyes,Chordata,Native,,,,,,Present,,Dwarf Surfperch,Fish Larvae,Fish Larvae,fish,fish,
172,162,,,,Egg Sacs,Invertebrate,,,,,,Unkown,,,,,egg,FALSE,Present,,Egg Sacs,,,other,other,Egg Sacs
173,148,,,,Eggs UNID,Invertebrate,,,,,,Unkown,,,,,egg,FALSE,Present,,Eggs UNID,,,other,other,Eggs UNID
110159,110159,,ESL,,English Sole,Fish,vetulus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Osteichthyes,Chordata,,,,,,,Present,,English Sole,Fish Larvae,Fish Larvae,fish,fish,
197,6,,,,Fish Eggs,Invertebrate,,,,,,Chordata,,,,,egg,FALSE,Present,,Fish Eggs,Fish Egg,Fish Egg,fish,fish,fish
110174,110174,,PLEURONEC,,Flatfish Unknown,Fish,,,,Pleuronectiformes,Osteichthyes,Chordata,,,,,,,Present,,Flatfish Unknown,Fish Larvae,Fish Larvae,fish,fish,
110143,110143,,BENTHFISH,,Gobies/sculpins,Fish,,,Cottidae and Gobiidae,Scorpaen/Perciformes,Osteichthyes,Chordata,,,,,,,Present,,Gobies/sculpins,Fish Larvae,Fish Larvae,fish,fish,
110160,110160,,GBU,,Goby Uknown,Fish,,,Gobiidae,Perciformes,Osteichthyes,Chordata,,,,,,,Present,,Goby Uknown,Fish Larvae,Fish Larvae,fish,fish,
110161,110161,,GRSH,,Grey Smoothhound,Fish,californica,Mustelus,Carcharhinidae,Lamniformes,Elasmobranchiomorphi,Chordata,Native,,,,,,Present,,Grey Smoothhound,Fish Larvae,Fish Larvae,fish,fish,
253,153,,,,Inland Silverside,Fish,beryllina,Menidia,Atherinopsidae,Atheriniformes,Actinopterygii,Chordata,,,,,larvae,FALSE,Present,,Inland Silverside,Fish Larvae,Fish Larvae,fish,fish,Silverside
110162,110162,,KBLP,,Kern Brook Lamprey,Fish,hubbsi,Lampetra,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,Native,,,,,,Present,,Kern Brook Lamprey,Fish Larvae,Fish Larvae,fish,fish,
110163,110163,,KOSA,,Kokanee Salmon,Fish,nerka,Oncorhynchus,Salmonidae,Salmoniformes,Osteichthyes,Chordata,Native,,,,,,Present,,Kokanee Salmon,Fish Larvae,Fish Larvae,fish,fish,
110302,110302,,,AMM,Ammocoete Lamprey,Fish,,Lampetra,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,Native,,,,,,,,Lamprey Ammocoete,,,,,Ammocoete Lamprey
110166,110166,,LSH,,Leopard Shark,Fish,semifasciata,Triakis,Carcharhinidae,Lamniformes,Elasmobranchiomorphi,Chordata,Native,,,,,,Present,,Leopard Shark,Fish Larvae,Fish Larvae,fish,fish,
110165,110165,,LNCD,,Lingcod,Fish,elongatus,Ophiodon,Hexagrammidae,Scorpaeniformes,Osteichthyes,Chordata,Native,,,,,,Present,,Lingcod,Fish Larvae,Fish Larvae,fish,fish,
110168,110168,,NSM,,Night Smelt,Fish,starski,Spirinchus,Osmeridae,Salmoniformes,Osteichthyes,Chordata,Native,,,,,,Present,,Night Smelt,Fish Larvae,Fish Larvae,fish,fish,
110167,110167,,NPK,,Northern Pike,Fish,lucius,Esox,Esocidae,Esociformes,Osteichthyes,Chordata,Introduced,,,,,,Present,,Northern Pike,Fish Larvae,Fish Larvae,fish,fish,
110148,110148,,BTRF,,Pacific Butterfish,Fish,simillimus,Peprilus,Stromateidae,Perciformes,Osteichthyes,Chordata,Native,,,,,,Present,,Pacific Butterfish,Fish Larvae,Fish Larvae,fish,fish,
110171,110171,,PERA,,Pacific Electric Ray,Fish,californica,Torpedo,Torpedinidae,Rajiformes,Elasmobranchiomorphi,Chordata,Native,,,,,,Present,,Pacific Electric Ray,Fish Larvae,Fish Larvae,fish,fish,
110172,110172,,PHA,,Pacific Halibut,Fish,stenolepis,Hippoglossus,Pleuronectidae,Pleuronectiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Pacific Halibut,Fish Larvae,Fish Larvae,fish,fish,
110177,110177,,PSD,,Pacific Sanddab,Fish,sordidus,Citharichthys,Bothidae,Pleuronectiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Pacific Sanddab,Fish Larvae,Fish Larvae,fish,fish,
110176,110176,,PSA,,Pacific Sardine,Fish,sagax,Sardinops,Clupeidae,Clupeiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Pacific Sardine,Fish Larvae,Fish Larvae,fish,fish,
110179,110179,,PTC,,Pacific Tomcod,Fish,proximus,Microgadus,Gadidae,Gadiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Pacific Tomcod,Fish Larvae,Fish Larvae,fish,fish,
110175,110175,,PRU,,Perch Unknown,Fish,,,Percidae,Perciformes,Osteichthyes,Chordata,,,,,,,Present,,Perch Unknown,Fish Larvae,Fish Larvae,fish,fish,
110178,110178,,PSP,,Pile Surfperch,Fish,vacca,Rhacochilus,Embiotocidae,Percifomes,Osteichthyes,Chordata,Native,,,,,,Present,,Pile Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110173,110173,,PKSA,,Pink Salmon,Fish,gorbuscha,Oncorhynchus,Salmonidae,Salmoniformes,Osteichthyes,Chordata,Native,,,,,,Present,,Pink Salmon,Fish Larvae,Fish Larvae,fish,fish,
110180,110180,,RFLU,,Righteye Flounder Unknown,Fish,,,Pleuronectidae,Pleuronectiformes,Osteichthyes,Chordata,,,,,,,Present,,Righteye Flounder Unknown,Fish Larvae,Fish Larvae,fish,fish,
110183,110183,,RSL,,Rock Sole,Fish,bilineata,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Rock Sole,Fish Larvae,Fish Larvae,fish,fish,
110182,110182,,ROCK,,Rockfish Unknown,Fish,,,Scorpaenidae,Scorpaeniformes,Osteichthyes,Chordata,,,,,,,Present,,Rockfish Unknown,Fish Larvae,Fish Larvae,fish,fish,
110181,110181,,RLSP,,Rubberlip Surfperch,Fish,toxotes,Rhacochilus,Embiotocidae,Percifomes,Osteichthyes,Chordata,Native,,,,,,Present,,Rubberlip Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110189,110189,,SSL,,Sand Sole,Fish,melanostictus,Psettichthys,Pleuronectidae,Pleuronectiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Sand Sole,Fish Larvae,Fish Larvae,fish,fish,
110153,110153,,COTTIDAE,SCP,Sculpin Unknown,Fish,,,Cottidae,Scorpaeniformes,Osteichthyes,Chordata,,,,,,,Present,,Sculpin Unknown,Fish Larvae,Fish Larvae,fish,fish,
110186,110186,,SGSH,,Sevengill Shark,Fish,maculatus,Notorynchus,Hexanchidae,Hexanchiformes,Elasmobranchiomorphi,Chordata,Native,,,,,,Present,,Sevengill Shark,Fish Larvae,Fish Larvae,fish,fish,
110190,110190,,SSP,,Shiner Surfperch,Fish,aggregata,Cymatogaster,Embiotocidae,Perciformes,Osteichthyes,Chordata,Native,,,,,,Present,,Shiner Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110193,110193,,SVSP,,Silver Surfperch,Fish,ellipticum,Hyperprosopon,Embiotocidae,Perciformes,Osteichthyes,Chordata,Native,,,,,,Present,,Silver Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110156,110156,,DAB,,Speckled Sanddab,Fish,stigmaeus,Citharichthys,Bothidae,Pleuronectiformes,Osteichthyes,Chordata,Native,,,,,,Present,,Speckled Sanddab,Fish Larvae,Fish Larvae,fish,fish,
110184,110184,,SDF,,Spiny Dogfish,Fish,acanthias,Squalus,Squalidae,Squaliformes,Elasmobranchiomorphi,Chordata,Native,,,,,,Present,,Spiny Dogfish,Fish Larvae,Fish Larvae,fish,fish,
110185,110185,,SFSP,,Spotfin Surfperch,Fish,anale,Hyperprosopon,Embiotocidae,Percifomes,Osteichthyes,Chordata,Native,,,,,,Present,,Spotfin Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110188,110188,,SMUL,,Striped Mullet,Fish,cephalus,Mugil,Mugilidae,Perciformes,Osteichthyes,Chordata,Native,,,,,,Present,,Striped Mullet,Fish Larvae,Fish Larvae,fish,fish,
110192,110192,,SU,,Sturgeon Unknown,Fish,,Acipenser,Acipenseridae,Acipenseriformes,Osteichthyes,Chordata,,,,,,,Present,,Sturgeon Unknown,Fish Larvae,Fish Larvae,fish,fish,
110187,110187,,SKRU,,Sucker Unknown,Fish,,,Catostomidae,Cypriniformes,Osteichthyes,Chordata,,,,,,,Present,,Sucker Unknown,Fish Larvae,Fish Larvae,fish,fish,
110195,110195,,TGB,,Tidewater Goby,Fish,newberryi,Eucyclogobius,Gobiidae,Perciformes,Osteichthyes,Chordata,Native,,,,,,Present,,Tidewater Goby,Fish Larvae,Fish Larvae,fish,fish,
521,984,,,,Tridentiger spp.,Fish,,Tridentiger,Oxudercidae,Gobiiformes,Actinopterygii,Chordata,Introduced,,,,,FALSE,Present,,Tridentiger spp.,Fish Larvae,Fish Larvae,fish,fish,Tridentiger spp.
110194,110194,,TCH,,Tui Chub,Fish,bicolor,Gila,Cyprinidae,Cypriniformes,Osteichthyes,Chordata,Native,,,,,,Present,,Tui Chub,Fish Larvae,Fish Larvae,fish,fish,
110200,110200,,WESP,,Walleye Surfperch,Fish,argenteum,Hyperprosopon,Embiotocidae,Perciformes,Osteichthyes,Chordata,Native,,,,,,Present,,Walleye Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110197,110197,,WBLP,,Western Brook Lamprey,Fish,richarsoni,Lampetra,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,Native,,,,,,Present,,Western Brook Lamprey,Fish Larvae,Fish Larvae,fish,fish,
110196,110196,,WB,,White Bass,Fish,Chrysops,Morone,Percichthyidae,Perciformes,Osteichthyes,Chordata,Introduced,,,,,,Present,,White Bass,Fish Larvae,Fish Larvae,fish,fish,
110201,110201,,WSP,,White Surfperch,Fish,furcatus,Phanerodon,Embiotocidae,Percifomes,Osteichthyes,Chordata,Native,,,,,,Present,,White Surfperch,Fish Larvae,Fish Larvae,fish,fish,
110198,110198,,WBSM,,Whitebait Smelt,Fish,elongatus,Allosmerus,Osmeridae,Salmoniformes,Osteichthyes,Chordata,Native,,,,,,Present,,Whitebait Smelt,Fish Larvae,Fish Larvae,fish,fish,
110199,110199,,WEE,,Wolf Eel,Fish,ocellantus,Anarrhichthys,Anarhichadidae,Percifomes,Osteichthyes,Chordata,Native,,,,,,Present,,Wolf Eel,Fish Larvae,Fish Larvae,fish,fish,
110202,110202,,YPR,,Yellow Perch,Fish,flavescens,Perca,Percidae,Perciformes,Osteichthyes,Chordata,Introduced,,,,,,Present,,Yellow Perch,Fish Larvae,Fish Larvae,fish,fish,
1,21,,,,Acanthocyclops,Invertebrate,vernalis,Acanthocyclops,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Acanthocyclops
2,13,,,,Acanthomysis aspera,Invertebrate,aspera,Acanthomysis,,Mysidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Acanthomysis aspera
3,14,,,,Acanthomysis bowmani,Invertebrate,bowmani,Acanthomysis,,Mysidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Acanthomysis bowmani
4,15,,,,Acanthomysis hwanhaiensis,Invertebrate,hwanhaiensis,Acanthomysis,,Mysidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Acanthomysis hwanhaiensis
5,16,,,,Acanthomysis macropsis,Invertebrate,macropsis,Acanthomysis,,Mysidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Acanthomysis macropsis
6,39,,,,Acartia copepodid,Zooplankton,,Acartia,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Acartia copepodid
7,31,,,,Acartia spp.,Zooplankton,spp.,Acartia,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Acartia spp.
8,37,,,,Acartiella,Zooplankton,sinensis,Acartiella,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Acartiella
9,45,,,,Acartiella copepodid,Zooplankton,,Acartiella,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Acartiella copepodid
10,400,,,,Achnanthidium sp.,Phytoplankton,,Achnanthidium,Achnanthidiaceae,Cocconeidales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
11,401,,,,Actinastrum hantzschii,Phytoplankton,hantzschii,Actinastrum,Chlorellaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
13,129,,,,Aeshnidae larvae,Invertebrate,,,Aeshnidae,Odonata,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Odonata,Insecta,Aeshnidae larvae
14,550,,,,Algae UNID,Phytoplankton,NA,NA,NA,NA,,NA,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
16,300,,,,Americorophium spinicorne,Invertebrate,spinicorne,Americorophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Amphipoda Adult,Amphipoda,Amphipoda,Amphipoda,Americorophium spinicorne
17,301,,,,Americorophium stimpsoni,Invertebrate,stimpsoni,Americorophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Amphipoda Adult,Amphipoda,Amphipoda,Amphipoda,Americorophium stimpsoni
18,112,,,,Amphipod juvenile,Invertebrate,,,,Amphipoda,Malacostraca,Arthropoda,,,,,larvae,TRUE,Present,,,Amphipoda Juv,Amphipoda,Amphipoda,Amphipoda,Amphipod
19,150,,,,Amphipod UNID/other,Invertebrate,,,,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Amphipoda,Amphipoda,Amphipod
20,402,,,,Amphora sp.,Phytoplankton,,Amphora,Catenulaceae,Thalassiophysales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
21,254,,,,Ampithoe,Invertebrate,,Ampithoe,Ampithoidae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Gammaridae,Amphipoda,Amphipod
22,403,,,,Anabaena sp.,Phytoplankton,,Anabaena,Nostocaceae,Nostocales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
24,404,,,,Ankistrodesmus sp.,Phytoplankton,,Ankistrodesmus,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
25,103,,,,Ant,Invertebrate,,,Formicidae,Hymenoptera,Insecta,Arhtropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hymenoptera,Insecta,Ant
26,405,,,,Aphanocapsa sp.,Phytoplankton,,Aphanocapsa,Merismopediaceae,Synechococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
27,120,,,,Aphididae,Invertebrate,,,Aphididae,Hemiptera,Insecta,Arthropoda,,,,,,TRUE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Aphid
28,161,,,,Aphididae Adult,Invertebrate,,,Aphididae,Hemiptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Aphid
29,159,,,,Aphididae Larvae,Invertebrate,,,Aphididae,Hemiptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Larvae,Insecta,Hemiptera,Insecta,Aphid
31,406,,,,Arthrospira sp.,Phytoplankton,,Arthrospira,Microcoleaceae,Oscillatoriales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
32,184,,,,Asellus,Invertebrate,hilgendorfii,Asellus,Asellidae,Isopoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Asellus
33,88,,,,Asplanchna,Zooplankton,,Asplanchna,Asplanchnidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
34,407,,,,Asterionella formosa,Phytoplankton,formosa,Asterionella,Tabellariaceae,Tabellariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
35,408,,,,Aulacoseira sp.,Phytoplankton,,Aulacoseira,Aulacoseiraceae,Aulacoseirales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
36,409,,,,Bacillaria paradoxa,Phytoplankton,paradoxa,Bacillaria,Bacillariaceae,Bacillariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
37,410,,,,Bacillaria sp.,Phytoplankton,,Bacillaria,Bacillariaceae,Bacillariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
38,117,,,,Baetidae,Invertebrate,,,Baetidae,Ephemeroptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Adult,Insecta,Ephemeroptera,Insecta,Baetidae
39,11,,,,Barnacle Nauplii,Invertebrate,,,,,Cirripedia,Arthropoda,,,,,larvae,FALSE,Present,,,,Barnacle Nauplii,barnacle,barnacle,Barnacle Nauplii
44,121,,,,Belostomatidae,Invertebrate,,,Belostomatidae,Hemiptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Belostomatidae
45,411,,,,Biddulphia sp.,Phytoplankton,,Biddulphia,Biddulphiaceae,Biddulphiales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
48,412,,,,Bitrichia chodatii,Phytoplankton,chodatii,Bitrichia,Stylococcaceae,Hibberdiales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
56,413,,,,Borzia sp.,Phytoplankton,,Borzia,Borziaceae,Oscillatoriales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
57,61,,,,Bosmina,Zooplankton,longirostris,Bosmina,,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Bosmina
58,155,,,,Brachycera Larvae,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Diptera Other
59,179,,,,Brachycera Pupae,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,pupae,TRUE,Present,,,Insecta Pupae,Insecta,Diptera,Insecta,Diptera Other
60,414,,,,Brachysira sp.,Phytoplankton,,Brachysira,Brachysiraceae,Naviculales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
61,249,,,,Branchionus,Zooplankton,,Branchionus,Brachionidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
64,10001,,,,Caecidotea,Invertebrate,,Caecidotea,Asellidae,Isopoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Caecidotea
65,118,,,,Caenidae,Invertebrate,,,Caenidae,Ephemeroptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Adult,Insecta,Ephemeroptera,Insecta,Caenidae
66,108,,,,Calanoid,Invertebrate,,,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Calanoid
67,310,,,,Calanoid copepod (gravid),Zooplankton,,,,Calanoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Calanoid copepod (gravid)
