FishId,SampleID_key,OrganismId,TotalCatch,PlusCount,IDer,IdDate,PercentSampled,FishCatchNotes,EntryOrder,FishLength,FishWeight,Hai,FinsHai,SkinHai,EyesHai,ParasiteHai,GillsHai,DeformHai,TagYear,TagSerial,AdClip,Mortality,FishLengthComments
3505,1191,211,8,,,,,,6351,51,,true,0,0,0,0,,0,,,false,false,
3505,1191,211,8,,,,,,6352,67,,true,0,0,0,0,,0,,,false,false,
3505,1191,211,8,,,,,,6353,55,,true,0,0,0,0,,0,,,false,false,
3505,1191,211,8,,,,,,6354,58,,true,0,0,0,0,,0,,,false,false,
3505,1191,211,8,,,,,,6355,62,,true,0,0,0,0,,0,,,false,false,
3505,1191,211,8,,,,,,6356,51,,true,0,0,0,0,,0,,,false,false,
3505,1191,211,8,,,,,,6357,56,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6358,48,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6359,50,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6360,63,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6361,59,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6362,47,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6363,75,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6364,57,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6365,73,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6366,70,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6367,68,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6368,53,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6369,63,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6370,61,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6371,47,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6372,48,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6373,43,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6374,37,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6375,55,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6376,53,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6377,62,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6378,66,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6379,53,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6380,67,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6381,55,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6382,60,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6383,59,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6384,64,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6385,47,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6386,58,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6387,71,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6388,62,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6389,63,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6390,50,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6391,54,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6392,55,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6393,62,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6394,59,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6395,53,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6396,57,,true,0,0,0,0,,0,,,false,false,
3506,1191,315,148,108,,,,,6397,63,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6398,52,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6399,76,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6400,59,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6401,65,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6402,70,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6403,72,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6404,65,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6405,56,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6406,72,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6407,75,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6408,60,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6409,68,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6410,63,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6411,75,,true,0,0,0,0,,0,,,false,false,
3507,1191,449,15,,,,,,6412,69,,true,0,0,0,0,,0,,,false,false,
3508,1191,505,1,,,,,,6413,57,,true,0,0,0,0,,0,,,false,false,
3509,1191,535,2,,,,,,6414,105,,true,0,0,0,0,,0,,,false,false,
3509,1191,535,2,,,,,,6415,127,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6416,21,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6417,41,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6418,70,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6419,27,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6420,53,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6421,53,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6422,57,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6423,44,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6424,76,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6425,57,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6426,49,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6427,55,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6428,53,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6429,70,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6430,70,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6431,63,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6432,63,,true,0,0,0,0,,0,,,false,false,
3510,1203,315,18,,,,,,6433,68,,true,0,0,0,0,,0,,,false,false,
3511,1203,480,3,,,,,,6434,66,,true,0,0,0,0,,0,,,false,false,
3511,1203,480,3,,,,,,6435,72,,true,0,0,0,0,,0,,,false,false,
3511,1203,480,3,,,,,,6436,61,,true,0,0,0,0,,0,,,false,false,
3512,1203,400,1,,,,,,6437,72,,true,0,0,0,0,,0,,,false,false,
3513,1203,449,3,,,,,,6438,69,,true,0,0,0,0,,0,,,false,false,
3513,1203,449,3,,,,,,6439,69,,true,0,0,0,0,,0,,,false,false,
3513,1203,449,3,,,,,,6440,67,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6441,80,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6442,68,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6443,56,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6444,55,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6445,69,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6446,56,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6447,53,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6448,49,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6449,59,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6450,56,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6451,68,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6452,43,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6453,68,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6454,63,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6455,67,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6456,55,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6457,52,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6458,64,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6459,43,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6460,55,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6461,67,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6462,52,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6463,75,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6464,71,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6465,70,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6466,64,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6467,55,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6468,71,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6469,17,,true,0,0,0,0,,0,,,false,false,
3514,1212,315,409,379,,,,,6470,51,,true,0,0,0,0,,0,,,false,false,
3515,1212,15,3,,,,,,6471,42,,true,0,0,0,0,,0,,,false,false,
3515,1212,15,3,,,,,,6472,41,,true,0,0,0,0,,0,,,false,false,
3515,1212,15,3,,,,,,6473,52,,true,0,0,0,0,,0,,,false,false,
3516,1212,425,1,,,,,,6474,109,,true,0,0,0,0,,0,,,false,false,
3517,1212,505,5,,,,,,6475,65,,true,0,0,0,0,,0,,,false,false,
3517,1212,505,5,,,,,,6476,85,,true,0,0,0,0,,0,,,false,false,
3517,1212,505,5,,,,,,6477,60,,true,0,0,0,0,,0,,,false,false,
3517,1212,505,5,,,,,,6478,66,,true,0,0,0,0,,0,,,false,false,
3517,1212,505,5,,,,,,6479,57,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6480,42,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6481,51,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6482,52,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6483,48,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6484,71,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6485,52,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6486,65,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6487,52,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6488,47,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6489,63,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6490,56,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6491,50,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6492,67,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6493,47,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6494,51,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6495,46,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6496,50,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6497,49,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6498,42,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6499,41,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6500,55,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6501,50,,true,0,0,0,0,,0,,,false,false,
3518,1212,449,23,,,,,,6502,50,,true,0,0,0,0,,0,,,false,false,
3519,1212,47,1,,,,,,6503,117,,true,0,0,0,0,,0,,,false,false,
3520,1212,195,2,,,,,,,,,,,,,,,,,,,,
3521,923,345,0,,,,,,,,,,,,,,,,,,,,
3522,2079,345,0,,,,,,,,,,,,,,,,,,,,
3523,2080,345,0,,,,,,,,,,,,,,,,,,,,
3524,2081,345,0,,,,,,,,,,,,,,,,,,,,
3525,2923,315,1,,,9/2/2016,,,6504,76,,true,0,0,0,0,,0,,,false,false,
3526,285,199,1,,,9/14/2016,,,,,,,,,,,,,,,,,
3527,285,146,1,,,9/14/2016,,,6505,54,,true,0,0,0,0,,0,,,false,false,
3528,327,437,3,,RKH,8/3/2016,,,6506,46,,true,0,0,0,0,,0,,,false,false,
3528,327,437,3,,RKH,8/3/2016,,,6507,94,,true,0,0,0,0,,0,,,false,false,
3529,3948,329,1,,RKH,10/21/2016,,,6508,40,,true,0,0,0,0,,0,,,false,false,
3530,3949,329,8,,RKH,10/20/2016,,,6509,28,,true,0,0,0,0,,0,,,false,false,
3530,3949,329,8,,RKH,10/20/2016,,,6510,34,,true,0,0,0,0,,0,,,false,false,
3530,3949,329,8,,RKH,10/20/2016,,,6511,38,,true,0,0,0,0,,0,,,false,false,
3530,3949,329,8,,RKH,10/20/2016,,,6512,31,,true,0,0,0,0,,0,,,false,false,
3530,3949,329,8,,RKH,10/20/2016,,,6513,31,,true,0,0,0,0,,0,,,false,false,
3530,3949,329,8,,RKH,10/20/2016,,,6514,37,,true,0,0,0,0,,0,,,false,false,
3530,3949,329,8,,RKH,10/20/2016,,,6515,32,,true,0,0,0,0,,0,,,false,false,
3530,3949,329,8,,RKH,10/20/2016,,,6516,39,,true,0,0,0,0,,0,,,false,false,
3531,3949,506,3,,RKH,10/20/2016,,,6517,50,,true,0,0,0,0,,0,,,false,false,
3531,3949,506,3,,RKH,10/20/2016,,,6518,41,,true,0,0,0,0,,0,,,false,false,
3531,3949,506,3,,RKH,10/20/2016,,,6519,32,,true,0,0,0,0,,0,,,false,false,
3532,3949,449,1,,,10/20/2016,,,6520,55,,true,0,0,0,0,,0,,,false,false,
3533,848,329,1,,,10/17/2016,,,6521,36,,true,0,0,0,0,,0,,,false,false,
3534,859,315,1,,,10/18/2016,,,6522,16,,true,0,0,0,0,,0,,,false,false,
3535,859,400,2,,,10/18/2016,,,6523,6,,true,0,0,0,0,,0,,,false,false,
3535,859,400,2,,,10/18/2016,,,6524,6,,true,0,0,0,0,,0,,,false,false,
3536,2360,400,1,,,10/18/2016,,,6525,6,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6526,28,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6527,48,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6528,26,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6529,26,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6530,30,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6531,48,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6532,26,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6533,26,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6534,27,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6535,29,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6536,29,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6537,29,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6538,25,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6539,42,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6540,25,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6541,25,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6542,49,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6543,37,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6544,34,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6545,37,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6546,27,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6547,50,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6548,26,,true,0,0,0,0,,0,,,false,false,
3537,243,506,24,,,,,,6549,25,,true,0,0,0,0,,0,,,false,false,
3538,243,315,1,,,,,,6550,34,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6551,34,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6552,27,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6553,28,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6554,25,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6555,27,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6556,33,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6557,30,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6558,29,,true,0,0,0,0,,0,,,false,false,
3539,243,329,9,,,,,,6559,33,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6560,28,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6561,23,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6562,26,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6563,31,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6564,26,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6565,26,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6566,28,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6567,31,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6568,27,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6569,24,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6570,26,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6571,27,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6572,28,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6573,29,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6574,31,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6575,25,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6576,32,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6577,29,,true,0,0,0,0,,0,,,false,false,
3540,245,329,19,,,,,,6578,26,,true,0,0,0,0,,0,,,false,false,
3541,245,506,5,,,,,,6579,23,,true,0,0,0,0,,0,,,false,false,
3541,245,506,5,,,,,,6580,35,,true,0,0,0,0,,0,,,false,false,
3541,245,506,5,,,,,,6581,27,,true,0,0,0,0,,0,,,false,false,
3541,245,506,5,,,,,,6582,29,,true,0,0,0,0,,0,,,false,false,
3541,245,506,5,,,,,,6583,28,,true,0,0,0,0,,0,,,false,false,
3542,246,345,0,,,,,,,,,,,,,,,,,,,,
3543,247,506,1,,,,,,6584,30,,true,0,0,0,0,,0,,,false,false,
3544,248,506,1,,,,,,6585,45,,true,0,0,0,0,,0,,,false,false,
3545,249,345,0,,,,,,,,,,,,,,,,,,,,
3546,250,345,0,,,,,,,,,,,,,,,,,,,,
3547,251,315,8,,,,,,6586,45,,true,0,0,0,0,,0,,,false,false,
3547,251,315,8,,,,,,6587,41,,true,0,0,0,0,,0,,,false,false,
3547,251,315,8,,,,,,6588,48,,true,0,0,0,0,,0,,,false,false,
3547,251,315,8,,,,,,6589,51,,true,0,0,0,0,,0,,,false,false,
3547,251,315,8,,,,,,6590,54,,true,0,0,0,0,,0,,,false,false,
3547,251,315,8,,,,,,6591,51,,true,0,0,0,0,,0,,,false,false,
3547,251,315,8,,,,,,6592,47,,true,0,0,0,0,,0,,,false,false,
3547,251,315,8,,,,,,6593,54,,true,0,0,0,0,,0,,,false,false,
3548,251,506,1,,,,,,6594,30,,true,0,0,30,0,,0,,,false,false,
3549,252,329,4,,,,,,6595,22,,true,0,0,0,0,,0,,,false,false,
3549,252,329,4,,,,,,6596,27,,true,0,0,0,0,,0,,,false,false,
3549,252,329,4,,,,,,6597,32,,true,0,0,0,0,,0,,,false,false,
3549,252,329,4,,,,,,6598,27,,true,0,0,0,0,,0,,,false,false,
3550,252,506,1,,,,,,6599,27,,true,0,0,0,0,,0,,,false,false,
3551,241,345,0,,,,,,,,,,,,,,,,,,,,
3552,242,345,0,,,,,,,,,,,,,,,,,,,,
3553,244,110,1,,,,,,6600,238,,true,0,0,0,0,,0,,,false,false,
3554,2949,469,1,,DC,12/16/2016,,,6601,10.5,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6602,5.5,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6603,6,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6604,5.5,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6605,6,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6606,6,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6607,6,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6608,5,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6609,6,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6610,6,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6611,6,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6612,4.5,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6613,6,,true,0,0,0,0,,0,,,false,false,
3555,24,400,13,,,10/26/2016,,,6614,5.5,,true,0,0,0,0,,0,,,false,false,
3556,30,400,1,,,10/26/2016,,,6615,6,,true,0,0,0,0,,0,,,false,false,
3557,41,449,4,1,,,,,6616,57,,true,0,0,0,0,,0,,,false,false,
3557,41,449,4,1,,,,,6617,70,,true,0,0,0,0,,0,,,false,false,
3557,41,449,4,1,,,,,6618,66,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6619,25,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6620,25,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6621,20,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6622,22,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6623,39,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6624,26,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6625,24,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6626,27,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6627,30,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6628,27,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6629,27,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6630,23,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6631,23,,true,0,0,0,0,,0,,,false,false,
3558,41,422,10,,,,,,6632,35,,true,0,0,0,0,,0,,,false,false,
3559,2251,315,2,,,11/7/2016,,,6633,5,,true,0,0,0,0,,0,,,false,false,
3559,2251,315,2,,,11/7/2016,,,6634,6,,true,0,0,0,0,,0,,,false,false,
3560,2251,480,1,,,11/7/2016,,,6635,4,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6636,11,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6637,6.5,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6638,10,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6639,9,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6640,6.5,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6641,8,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6642,7.5,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6643,8,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6644,7.5,,true,0,0,0,0,,0,,,false,false,
3561,2358,315,20,,,11/8/2016,,,6645,9,,true,0,0,0,0,,0,,,false,false,
3562,2358,199,8,,,11/8/2016,,,,,,,,,,,,,,,,,
3563,2363,315,37,,,11/4/2016,,,6646,8,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6647,10.5,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6648,8,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6649,7,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6650,8,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6651,7,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6652,9.5,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6653,5.5,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6654,8.5,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6655,8,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6656,5,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6657,6.5,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6658,8,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6659,9,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6660,8,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6661,7.5,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6662,7,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6663,8.5,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6664,9,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6665,4,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6666,10,,true,0,0,0,0,,0,,,false,false,
3563,2363,315,37,,,11/4/2016,,,6667,8,,true,0,0,0,0,,0,,,false,false,
